Gene	GSM4559630_Control1_1	GSM4559631_Control2_1	GSM4559632_Control3_1	GSM4559633_Ad5-hACE2-transduced1_1	GSM4559634_Ad5-hACE2-transduced2_1	GSM4559635_Ad5-hACE2-transduced3_1
BC100530	0.14	1.24	0.52	1.25	2.25	2.16
DQ713013	0	0	0	0	0	0
Zfp810	0.47	0.55	0.85	1.44	3.14	2.02
Aebp2	2.2	3.26	3.31	5.67	8.3	7.78
Ocel1	1.98	2.49	1.79	4.66	4.23	5.69
AB340945	0	0	0	0	0	0
Serpinb6b	2.23	3.73	3.21	10.39	13.29	14.29
AK198990	0	0	3.35	0	0	0
DQ716682	0	0	0	0	0	0
Rsrc1	0.86	1.01	1.24	2.57	4.64	3.89
Tg	0.03	0.05	0.07	0.08	0.08	0.09
Dvl1	1.37	1	1.19	3.12	7	4.38
AB344481	0	0	0	0	0	0
Olfr1158	0.05	0.04	0.04	0	0	0.09
Esp23	0	0	0	0	0	0
DQ700079	0	0	0	0	0	0
DQ548872	0	0	0	0	0	0
Mir182	0	0	0	0	0	0
Hadh	4.32	6.01	6.28	8.68	11.84	8.88
Gm8439	0	0	0	0	0	0
Ina	0.06	0.48	0.06	0.12	0	0.14
Mir7647	0	0	0	0	0	0
DQ712068	0	0	0	0	0	0
Bicra	1.08	1.18	1.46	4.85	5.47	5.45
Pacsin2	4.66	4.86	5.59	12.85	13.43	14.75
Vmn2r124	0	0.02	0.01	0.02	0	0.03
Lrrn3	0.34	0.34	0.8	0.33	1.04	0.56
Slc25a13	0.36	0.43	0.46	0.69	1.1	0.7
Fnip1	1.32	1.55	1.41	4.15	8.21	6.82
Gm9112	0	0	0.37	0	0	0
Morn5	0	0	0.06	0	0.14	0
DQ566809	0	0	0	0	0	0
Cnga4	0.01	0	0.07	0.14	0.09	0
AK145544	0	0	0	0	0.06	0
DQ701023	0	0	0	0	0	0
Cd53	5.88	5.78	6.19	46.96	55.14	50.75
Fxr1	3.47	4.05	4.16	8.14	14.55	9.7
AK044493	0	0.08	0	0.05	0.04	0.07
Cxcr5	0.54	0.4	0.68	2.38	2.6	2.25
Tuba1a	31.38	42.23	45.91	54.22	87.71	59.77
Ankrd35	0.01	0.15	0.15	0.21	0.06	0.11
Prl8a9	0	0	0	0	0	0
Fbxl20	0.87	1.01	1.02	2.13	4.54	3.45
Olfr593	0	0.07	0	0	0.09	0
Cyp24a1	0.03	0.01	0.02	0.06	0	0
AA387883	0	0.04	0.19	0.09	0	0
DQ704835	0	0	0	0	0	0
AK080982	4.63	5.33	7.13	9.07	19.15	15.13
1700003E16Rik	0.26	0.32	0.7	0.29	0.47	0.48
Mir1902	0	0	0	0	0	0
Cd1d2	0.35	0	0	0.52	0.2	0.15
Rhox3e	0.37	0	0.18	0.17	0	0
Mir196a-1	0	0	0	0	0	0
Tspan5	1.33	1.62	1.79	3.11	5.39	3.47
Clca4b	0.24	0.31	0.32	0.21	0.31	0.3
Gm5885	0	0.2	0	0	0	0
Tcl1b4	0	0.21	0.2	0	0	0
Mir379	0	0	0	0	0	0
DQ724533	0	0	0	0	0	0
B230118H07Rik	0.28	0.21	0.2	0.49	0.86	0.37
DQ713852	0	0	0	0	0	0
Ces2h	0	0.06	0.02	0	0	0.09
Mir8092	0	0	0	0	0	0
Vrk3	3.79	2.17	3.76	8.08	8.73	8.23
Olfr895	0.16	0	0	0	0.09	0
Snord71	0	0	0	0	0	0
A330102I10Rik	0	0	0	0.07	0	0
Prickle2	3.04	3.53	3.92	3.66	8.39	5.71
DQ708778	0	0	0	0	0	0
AK156373	0.12	0	0	0.13	0.69	0.24
Abca17	0.11	0.03	2.34	0.82	3.64	5.03
AK082249	0.04	0.04	0.11	0.46	1.66	1.06
FJ541116	0	0	0	0	0	0
Gabarapl1	7.39	9.49	9.87	11.28	13.9	12.84
Fam71e2	0.04	0.06	0.09	0.06	0.09	0.17
AK160502	0	0.12	0.02	0.1	0.67	0.2
Olfr569	0.32	0.23	0.04	0	0	0
AK149733	0.06	0.17	0.32	0.18	1.12	1.11
Tapbpl	2.68	2.28	3.65	12.63	17.1	13.53
Abca7	0.54	0.91	0.86	4.66	10.19	8.62
Mir194-2	0	0	0	0	0	0
Rasgrf1	0.1	0.2	0.16	0.15	0.12	0.32
Mir346	0	0	0	0	0	0
Atp5b	23.85	25.98	23.95	52.24	47.59	43.31
AK052880	0.08	0.1	0.13	0.16	0.17	0.33
Foxo4	1.88	2.16	2.65	3.06	4.98	3.28
Cyp27a1	0.53	0.44	0.15	0.87	2.66	1.25
Cfap54	0.2	0.06	0.65	0.54	0.65	1.58
Gm5409	0	0	0	0	0	0
Agr3	0.63	0.23	0	0	0.23	0.44
DQ719961	0	0	0	0	0	0
Spta1	0.09	0.01	0.12	0.2	0.27	0.42
DQ727044	0	0	0	0	0	0
Prmt2	1.06	1.67	2.04	3.52	5.16	4.9
Rack1	68.47	81.8	76.68	128.86	142.75	111
FJ541110	0	0	0	0	0	0
Ppdpf	7.97	9.73	11.7	19.22	19.07	16.52
DQ702374	0	0	0	0	0	0
Mir27a	0	0	0	0	0	0
AK015953	0.03	0.3	0	0	0	0
AK050228	0.04	0	0.02	0.55	1.76	1.15
DQ546236	0	0	0	0	0	0
Olfr69	0.29	0.5	0.09	0	0	0
Gm21739	0	0	0	0	0	0
Pxdn	1.1	1.8	1.99	4.02	15.75	10.12
Cep126	0.19	0.19	0.2	0.48	1.47	1.35
Zfp219	0.92	1	1.27	2.53	5	4.75
AB335447	0	0	0	0	0	0
Rnf212	0.03	0	0.1	0.07	0	0
AK080275	0.2	0.12	0.26	0.2	0.64	0.5
4930591E09Rik	0	0	0	0	0.24	0
Mir6909	0	0	0	0	0	0
Rpp40	0.08	0.2	0.36	0.32	0.31	0.28
AK133093	0	0.19	0	0.09	0	0.14
Gm20809	0	0	0	0	0	0
Zfp866	0.33	0.7	0.58	1.1	2.55	1.67
Elovl4	0.01	0.09	0.17	0.06	0.1	0
Olfr1445	0	0	0	0.18	0.09	0
Dpm3	10.35	12.83	10.54	8.52	14.59	14.24
Sec14l5	0	0.01	0.12	0.09	0.13	0
Plcb1	1.32	0.75	2.23	4.09	11.75	5.38
AK007237	0	0	0	0.2	0	0
FJ541178	0	0	0	0	0	0
Safb2	2.5	1.94	3.18	5.54	13.24	11.58
DQ720356	0	0	0	0	0	0
Olfr1065	0.13	0.07	0	0	0.18	0.09
AK179007	0	0	0	0	0	0
AK159035	0	0.02	0	0	0.17	0
AK160964	0.05	0.12	0.25	0.2	1.15	0.91
Fancd2	0.1	0.15	0.07	0.25	0.82	0.42
Ppl	1.58	2.41	2.98	1.93	3.78	3.95
4930519F24Rik	0	0	0	0	0	0
Cebpg	9.03	13.19	7.05	18.67	16.73	18.86
AK084080	0.03	0.07	0.23	0.16	0.33	0.23
AK141540	5.5	13.17	13.22	13.23	13.17	17.67
Sept4	18.86	24.46	26.53	22.87	44.73	28.41
DQ563232	0	0	0	0	0	0
Klhl7	0.95	0.86	1.08	1.31	3.87	2.67
Olfr320	0	0	0	0	0.1	0
Il20ra	0.06	0	0.12	0.05	0	0
Sdr9c7	0.06	0.08	0.06	0.24	0	0.15
Muc15	0.02	0.02	0.01	0.05	0	0.09
Defb9	0	0	0	0	0	0
DQ709054	0	0	0	0	0	0
Mkrn2	1.94	2.47	2.41	3.76	4.57	3.58
4930432E11Rik	0.04	0.09	0.02	0.15	0.04	0.04
AK138215	0	0.21	0	0	0	0.16
Pds5a	2.65	3.66	3.63	8.7	16.64	14.84
Cebpa	2.84	3.18	2.8	8.73	13.24	12.33
1700092K14Rik	0	0	0	0	0	0
Mob2	2.35	1.77	1.82	3.71	6.09	4.98
Apol7c	0.09	0.14	0.05	0.19	0.12	0.38
Cdca2	0.32	0.36	0.29	0.6	1.38	0.78
Zfp296	0.29	0.39	0.24	0.96	0.75	0.94
1700061I17Rik	0.05	0	0	0.03	0	0.08
Ankrd28	0.72	1.19	1.01	1.93	4.47	2.97
Alox8	0.11	0.15	0.28	0.44	0.3	0.25
DQ693159	0	0	0	0	0	0
Proc	0.05	0.02	0.16	0.1	0.21	0.05
Gtf2a2	3.09	4.19	5.85	7.04	9.49	6.08
AK134802	0	0.02	0	0	0	0.09
Krtap24-1	0	0.23	0.02	0	0	0
Mafb	3.32	3.52	3.51	17.91	16.82	17.82
Serpinb5	0.08	0.01	0.01	0.02	0.15	0.06
Herc1	2.22	2.43	2.75	5.95	19.56	14.86
Ankrd49	0.97	0.71	0.98	1.87	3.52	2.72
DQ907162	0	0	0	0	0	0
Phf5a	2.39	3.79	1.88	5.72	6.42	6.66
F830045P16Rik	0.08	0	0.04	0.03	0	0
DQ550377	0	0	0	0	0	0
Nradd	0.16	0.21	0.2	0.52	2.12	1.22
Abca2	0.42	0.45	0.79	1.98	4.43	3.45
AB251164	0	0	0	0	0	0
4921525O09Rik	0.01	0.06	0.13	0.08	0.12	0.02
Apoc1	2.63	2.46	6.73	5.37	5.24	1.12
AK087209	0.03	0.12	0	0	0	0.07
Mir96	0	0	0	0	0	0
DQ724923	0	0	0	0	0	0
Mad2l2	0.72	1	1.61	4.18	4.38	4.38
DQ695109	0	0	0	0	0	0
Gon4l	1.35	2.48	4.09	5.22	11.42	9.44
DQ721373	0	0	0	0	0	0
DQ685633	0	0	0	0	0	0
DQ556223	0	0	0	0	0	0
Rbbp8	0.83	1.19	0.92	1.92	4.14	3.4
Zfp518a	0.65	0.45	0.62	2.42	4.25	2.56
Tescl	0	0.17	0.37	0.2	0.2	0
DQ694313	0	0	0	0	0	0
AK011526	0	0.39	0.54	0.15	0.47	0.58
Nnmt	0.12	0.47	0.24	0.78	1.04	0.51
DQ686750	0	0	0	0	0	0
AK203628	0	0	9.78	0	0	0
Zfp800	0.78	0.88	0.87	4.43	6.33	4.97
Gm26641	0.36	0.27	0.08	0.12	0.19	0.27
Lyzl4os	0.17	0	0.32	0	0	0
Irf1	14.07	16.72	17.9	62.08	90.23	75.42
DQ691281	0	0	0	0	0	0
Pkn1	3.21	3.14	4.36	10.83	19.82	15.81
DQ719799	0	0	0	0	0	0
Olfr272	0	0.11	0.17	0.06	0	0.18
2410004I01Rik	1.18	1.64	1.61	3.54	3.73	3.29
AK132630	0.36	0.43	1.33	0.55	0.57	1.08
Gm15867	0	0.04	0.08	0.29	0	0.17
Plcxd1	0.12	0.13	0.11	0.52	1.25	0.58
Smim1	0.48	0.76	1.03	1.27	1.73	1.25
Mrps36	5.36	4.84	5.05	7.29	7.98	4.35
Mir7009	0	0	0	0	0	0
U92158	0	0	0	0	0	0
DQ692255	0	0	0	0	0	0
DQ713539	0	0	0	0	0	0
DQ685068	0	0	0	0	0	0
AK042276	0.07	0.24	0.25	0.55	1.74	1.36
Mir6948	0	0	0	0	0	0
Hapln3	0	0.05	0.39	0.22	0.63	0.11
Atp1a3	0.68	0.46	0.95	5.74	6.57	4.2
DQ561364	0	0	0	0	0	0
AK138291	0	0.03	0.28	0.09	1.04	0.41
KY468065	0	0	0	0	0	0
AK052572	0	0.18	0	0	0	0
Kif2a	1.75	1.93	1.75	3.34	5.34	4.3
Slc22a30	0.02	0.07	0.13	0.04	0	0.03
1110015O18Rik	0	0	0	0	0	0.05
Prr23a3	0.03	0.5	0.12	0.09	0.04	0
DQ691263	0	0	0	0	0	0
DQ701487	0	0	0	0	0	0
Kcna5	0.08	0.09	0.07	0.15	0.28	0.18
Lysmd4	0.21	0.23	0.46	0.47	1.6	1.28
Retn	0	0.12	0.27	0.22	0	0.22
Rpl28	172.85	204.17	185.37	295.48	293.36	244.12
Nsmce2	1.65	1.78	2.01	3.21	4.87	3.8
Adgrl2	3.48	4.53	5.13	10.53	35.2	22.48
AK006943	0	0	0	0	0	0
AB346779	0	0	0	0	0	0
Mir692-1	0	0	0	0	0	0
Sfxn3	2.53	4.24	4.38	8.27	12.7	10.29
U07554	0.07	0.12	0	0	0	0.42
Mrps10	2.22	1.79	1.4	2.61	4.3	2.11
Tmem138	0.34	0.56	0.71	1.01	1.56	0.71
Prr22	0.01	0	0.08	0.04	0.12	0.3
Arhgef15	4.09	5.21	7.5	11.57	20.5	17.44
3300002A11Rik	0.15	0	0	0	0.15	0.75
AK142135	0.05	0.21	0.06	0.74	2.81	2.25
DQ696809	0	0	0	0	0	0
Cotl1	14.7	16.77	16.25	51.3	39.09	35.17
Nrg1	0.32	0.46	0.58	1.65	3.24	2.16
Rgs9bp	0.04	0.08	0.08	0.13	0.04	0.12
A630023A22Rik	0	0	0	0.12	0.06	0.18
AK156859	0.05	0.06	0	0.09	0	0.07
DQ708018	0	0	0	0	0	0
Ccr4	0.12	0.12	0.32	0.57	0.42	1.16
Pdha1	4.72	6.34	4.81	7.1	11.03	9
Pudp	0	0.03	0	0.05	0.08	0.16
Bambi	0.1	0.09	0.28	0.3	0.75	0.45
BC003331	1.74	1.73	1.97	3.55	6.4	5.16
Tmem47	0.84	0.92	1.28	1.36	4.43	2.45
Rbm33	0.9	1.17	1.42	5.32	10.81	9.25
Ins2	0	0.11	0.17	0.16	0.54	0
DQ546822	0	0	0	0	0	0
LOC105242399	0	0.09	0.29	0.17	0	0.11
AB341182	0	0	0	0	0	0
Mir133c	0	0	0	0	0	0
Hes2	0.08	0.12	0.14	0.04	0.12	0.18
Ccdc54	0	0.03	0.06	0.04	0.13	0
DQ550788	0	0	0	0	0	0
Olfr1126	0	0	0	0	0	0
1300002E11Rik	0.7	0.36	1.08	3.44	5.32	6.37
2310043L19Rik	0	0	0.19	0	0	0
Tshz3	0.36	0.72	0.63	0.83	1.34	1.02
Vmn1r174	0	0	0.09	0	0	0
AK137839	0.01	0.17	0.06	0.34	0.12	0.12
Aldh8a1	0.01	0.04	0.06	0.11	0.07	0.1
DQ562676	0	0	0	0	0	0
Chid1	0.39	0.51	0.33	0.85	2.19	1.4
Lrp8os2	0.06	0.14	0.19	0.1	0.25	0.15
Gm15441	0	0.35	0.1	0.15	0.22	0.11
Zfp747	0.52	0.48	0.57	0.95	1.17	1.29
Gm20822	0	0	0	0	0	0
Pla1a	0.13	0.03	0.05	0.67	2.96	1.74
DQ691074	0	0	0	0	0	0
4930467J12Rik	0	0	0	0.26	0	0
Polr1d	3.12	4.53	7.24	6.34	8.46	6.64
Adam30	0.07	0.05	0.17	0.04	0.04	0.04
Lck	2.55	3.2	2.57	10.7	12.85	10.32
Mgat5	0.68	0.65	1.62	3.79	7.11	6.69
Rpl3	35.08	42.89	44.84	73.91	75.36	63.86
DQ702640	0	0	0	0	0	0
Cacna1a	0.15	0.23	0.14	0.41	0.81	0.52
Gm4224	0	0	0.14	0	0	0.15
Scd1	16.22	15.64	17.24	22.32	81.3	55.74
Olfr322	0.02	0.15	0.04	0.23	0.09	0.09
DQ703235	0	0	0	0	0	0
Olfr1348	0.39	0.35	0.65	0.12	0.1	0
DQ721550	0	0	0	0	0	0
AK156427	0.04	0.1	0	0.12	0.25	0.25
Tmco5b	0	0	0	0	0	0
Pls1	0.44	0.59	0.76	0.5	1.37	1.03
Defa34	0.3	0.18	0.26	0	0	0
Zfp521	0.86	0.77	0.86	1.22	3.7	2.2
Olfr1437	0	0.16	0.17	0.06	0	0
Mir7670	0	0	0	0	0	0
AK085353	0.03	0.01	0.08	0.05	0	0.02
Gm9958	0.28	0.18	0.02	0.28	0.44	0.27
AK006610	1.74	0.39	1.6	1.34	0.11	0
Scgb3a2	14.96	22.67	9.82	26.95	43.74	43.76
Ube2t	0.23	0.3	0.55	0.63	0.3	0.3
Olfr853	0	0	0	0.31	0	0
Gm14692	0	0	0	0	0	0.14
AB342751	0	0	0	0	0	0
Qpct	0.11	0.02	0.24	0.43	0.23	0.23
Rbm14	1.83	2.32	3.05	5.29	10.97	8.12
DQ718543	0	0	0	0	0	0
Ganc	0.33	0.54	0.65	1.12	3.12	2.66
Bcl2l10	0	0.06	0.19	0.04	0	0.14
Magoh	5.21	10.88	6.19	19.81	17.41	16.85
Klrc2	0	0	0	0	0	0
Gfod1	0.85	1.59	1.34	1.94	4.3	4.73
DQ706910	0	0	0	0	0	0
6030458C11Rik	1.08	0.95	1.39	3.39	7.17	6.64
DQ692622	0	0	0	0	0	0
Uba1	8.73	9.38	10.51	27.32	27.3	23.86
Mir678	0	0	0	0	0	0
Kcnk7	0.07	0	0.07	0.15	0.08	0.23
Akr1b10	1.14	1.91	2.24	3.28	4.34	4.15
Megf9	0.99	1.42	0.92	1.89	4.61	3.12
Ahsa1	6.26	6.15	7.55	15.82	15.09	13.55
Aqp4	0.07	0.1	0.68	0.51	0.61	0.74
Zc4h2	0.68	0.27	0.57	0.79	1.58	1.21
AK005987	0	0	0	0	0	0
BC018454	0	0.23	0.02	0.07	0.04	0.04
Mir500	0	0	0	0	0	0
Zfp827	0.7	1.12	0.85	1.9	4.07	3
Spns1	0.58	0.44	1.04	1.53	6.12	4.27
4933402N03Rik	0	0	0.07	0.19	0	0
AB346761	0	0	0	0	0	0
DQ687325	0	0	0	0	0	0
Hmga1	1.28	1.92	0.97	6.42	5.04	4.54
AK043982	0	0	0.39	0	0	0
AK014435	0	0	0.38	0	0	0
AK207408	0	0	0	0	0	0
Mir382	0	0	0	0	0	0
Ints2	0.28	0.32	0.7	1.08	2.02	1.9
Npr3	0.43	1.01	0.95	1.18	3.04	3.08
Asic4	0.05	0.09	0.13	0.02	0.17	0.03
KY467914	0.15	0.26	0	0	1.44	1.1
Olfr514	0.3	0.08	0.04	0.12	0	0
Mir8107	0	0	0	0	0	0
1500004A13Rik	1.72	3.5	3.46	5.76	12.78	11.54
Olfr900	0.11	0.04	0	0	0	0.09
Gm6904	0.02	0.04	0	1.88	4.34	2.97
Mal	0.18	0.51	0.41	0.71	1.57	1.61
Cul2	1.06	1.23	0.87	1.86	2.4	1.97
Cdc42bpb	4.27	5.85	6.28	11.68	23.25	15.08
DQ556154	0	0	0	0	0	0
AK038160	0.04	0.08	0.17	0.24	1.05	1.02
Keap1	2.39	3.04	3.09	7.27	11.35	8.89
Vmn1r168	0	0.08	0.52	0.06	0	0.09
Mir3961	0	0	0	0	0	0
DQ549253	0	0	0	0	0	0
Cux1	4.38	5.69	5.72	13.4	19.93	15.66
Olfr279	0.16	0.04	0.04	0.31	0.1	0.09
Tpcn1	3.06	3.47	3.9	7.29	12.2	11.34
AK037387	0	0.12	0.04	0.05	0.16	0.14
Dbpht2	0	0.02	0.01	0.05	0.08	0.1
Gm2011	0	0	0	0	0.98	0.96
Iqce	0.68	0.85	1.17	2.14	3.28	3.74
DQ726779	0	0	0	0	0	0
Lockd	0.58	0.38	0.25	0.12	1.8	0.35
6430548M08Rik	2.39	1.95	2.86	7.53	8.11	11.34
Yjefn3	0	0	0	0.1	0	1.1
Slc39a13	1.07	0.81	1.43	2.34	6.68	5.24
H2-K2	0.06	0.09	0.45	4.26	7.45	6.41
Mtch2	2.17	3.03	3.07	5.35	9.48	6.7
Adamts13	1.1	1.29	1.06	1.95	3.73	2.68
Eaf2	1.47	2.71	3.14	2.76	2.4	2.94
4930422M22Rik	0	0	0.04	0.06	0.38	0.18
DQ711323	0	0	0	0	0	0
FJ541144	0	0	0	0	0	0
Vma21	1.38	1.69	1.87	2.52	5.79	4.86
Axin1	1.12	1.49	1.43	4.13	5.55	4.39
Ksr1	0.8	1.16	1.49	1.87	3.22	3.14
FJ541099	0	0	0	0	0	0
Nfib	7.49	7.68	10.96	9.58	33.47	24.74
Dnajc25	0.56	0.47	0.69	0.46	0.87	0.86
Acta2	4.89	7.36	7.93	6.17	14.62	8.75
Kbtbd2	1.79	2.19	2.89	4.29	7.47	5.83
DQ708335	0	0	0	0	0	0
Ralgps1	0.18	0.36	0.37	1.2	2.64	1.63
DQ548390	0	0	0	0	0	0
Slc6a16	0.06	0.07	0.1	0.06	0	0.05
Olfr826	0.09	0	0	0	0	0.09
AK162036	0.03	0.04	0.09	0	0.3	0.07
DQ689536	0	0	0	0	0	0
Dio3os	0.22	0	0.21	0.2	0.2	0
DQ697892	0	0	0	0	0	0
Krt77	0.02	0.15	0.02	0.06	0.05	0.09
Ncf2	2.7	2.75	2.87	10.84	11.15	9.32
Pla2g4a	1.32	2.4	1.78	6.17	6.6	5.41
Pdzd2	7.99	7.7	11.94	9.13	47.84	33.21
DQ700265	0	0	0	0	0	0
4930556G01Rik	0	0	0.05	0	0	0
DQ722071	0	0	0	0	0	0
Slc4a8	0.15	0.06	0.06	0.2	0.46	0.5
Dhrsx	0.67	0.73	0.46	2.06	4.44	3.05
Rsph6a	0.05	0.02	0.12	0.2	0.05	0.15
Col8a2	0.04	0.16	0.09	0.26	0.41	0.41
Pomgnt1	0.73	1.23	0.94	2.49	4.95	3.8
4930528G23Rik	0.02	0.06	0.06	0.06	0	0
Kcns1	0.01	0.11	0.14	0.04	0	0.14
Agtr1a	0.13	0.7	0.87	0.88	3.13	1.72
Olfr464	0.13	0.1	0.22	0.05	0	0
Sspn	0.91	1.19	0.89	0.61	1.55	1.31
Brf2	0.59	1.14	0.59	1.97	3.53	4.36
Cenpe	0.2	0.4	0.45	0.65	1.29	0.85
BC037156	0	0	0	0	0	0
Yipf2	0.44	0.43	0.4	2.92	4.5	4.57
Frzb	0.07	0.1	0.01	0.05	0.03	0.08
Smpd5	0.15	0.35	0.29	0.36	0.53	0.5
Cfl1	72.42	81.91	75.47	205.8	192.61	167.77
4931414P19Rik	0.27	0.24	0.5	0.66	0.78	0.68
Erbb2	0.17	0.35	0.33	0.51	3.27	2.68
DQ564368	0	0	0	0	0	0
Gm4984	0.09	0.27	0.17	0.31	0.95	1.03
Acot4	0.02	0.12	0	0.15	0.2	0.1
Dars2	0.35	0.27	0.13	0.79	1.09	0.74
Slco3a1	1.55	1.51	3.09	9.28	26.47	17.37
AK037559	0.11	0.05	0.47	0.76	3.63	2.59
Mir702	0	0	0	0	0	0
Trit1	0.3	0.48	0.26	1.35	2.99	2.16
Kat2a	1.6	1.19	2.99	5.27	7.28	7.36
Mea1	2.92	3.24	3.59	9.41	8.95	7.27
AK158015	0.36	0.58	0.73	0.99	1.63	2.05
Cyp1a2	0.04	0.07	0.21	0.05	0.04	0.12
Plpp1	2.19	3.59	3.21	6.69	16.54	10.16
Mkrn1	4.11	5.14	3.54	11.97	14.06	11.25
DQ698410	0	0	0	0	0	0
AB337257	0	0	0	0	0	0
Mtmr2	4.83	5.51	7.92	11.03	18.36	12.8
Mir7054	0	0	0	0	0	0
Ang6	0.07	0	0	0	0	0
6030498E09Rik	0	0.09	0.29	0	0.14	0
4930568E12Rik	0	0	0	0	0	0
Smarcal1	1.26	1.77	1.59	2.54	5.24	3.81
DQ550288	0	0	0	0	0	0
DQ553918	0	0	0	0	0	0
Ccdc170	0.16	0	0.08	0.24	0.98	0.97
KY467752	0	0	0	0	0	0
Gm5640	0.34	0.43	0.24	0	0.12	0.21
Slc5a7	0.02	0.12	0.03	0.12	0	0.1
DQ695085	0	0	0	0	0	0
Nckap1	4.65	5.7	6.48	7.59	15.27	11.06
Gpld1	0.28	0.4	0.48	0.51	1.39	1.13
DQ723622	0	0	0	0	0	0
Psmd12	3.75	3.6	2.5	8.52	11	7.49
DQ690217	0	0	0	0	0	0
Adgrg4	0	0	0.04	0	0	0.16
Scn1b	1.65	0.98	2.09	2.37	3.45	2.81
Blvrb	4.46	3.52	2.73	8.35	8.45	7.23
AK006051	0	0	0	0.25	0	0
Slc22a22	0	0	0	0.03	0.04	0.08
DQ553108	0	0	0	0	0	0
Fancb	0.14	0.2	0.21	0.18	0.31	0.15
DQ708716	0	0	0	0	0	0
Krtap5-3	0.02	0.16	0.31	0.06	0.05	0.1
Atp5d	13.63	17.51	17.44	29.66	36.93	27.28
AK019643	0	0	0	0.36	0	0
Oaz3	0	0	0	0	0.09	0.09
2410012E07Rik	0	0.02	0	0	0	0
Mir155hg	0.09	0	0	0.39	0.8	0.52
Ube2o	0.79	0.72	0.8	2.32	3.83	2.92
AK006024	0	0.21	0	0	0	0.7
Rpp25	0.06	0.2	0.33	0	0.19	0.12
Mmgt1	0.8	0.8	1.01	1.42	2.76	1.67
Lrit3	0.09	0.08	0.09	0.12	0.08	0.15
Olfr888	0	0	0.3	0	0	0
DQ713819	0	0	0	0	0	0
Usp25	5.32	6.47	7.62	28.37	35.48	32.44
Dmbt1	0.17	0.23	0.24	0.21	0.19	0.32
Rnf138	0.78	0.62	0.81	1.76	2.73	2.32
Klhl11	1.18	1.58	1.34	2.41	4.17	3.02
DQ700373	0	0	0	0	0	0
Zfp959	0.62	0.48	0.35	0.89	1.72	0.77
Taf1b	0.66	0.99	0.65	2.35	2.58	1.99
Scgb2b18	0	0	0	0.07	0	0
DQ561237	0	0	0	0	0	0
Gm9949	0.2	0.08	0.34	0.24	0.19	0.27
Phf11d	5.32	9.7	7.88	68.49	65.53	62.82
Tlr3	0.71	0.81	0.56	5.37	12.12	9.63
DQ568977	0	0	0	0	0	0
Gm19466	0.03	0	0	0.09	0.74	0.27
Bin1	3.61	4.4	3.74	7.48	10.01	8.35
Prr18	0.66	0.88	0.59	1.65	2.1	2.9
DQ715789	0	0	0	0	0	0
Fam240a	0	0	0	0	0	0
Olfr1277	0	0	0	0	0	0
DQ543790	0	0	0	0	0	0
DQ568352	0	0	0	0	0	0
DQ547822	0	0	0	0	0	0
DQ687329	0	0	0	0	0	0
Iars	0.98	1.98	1.9	4.1	5.95	5.27
Polm	0.33	0.42	0.8	1.94	3.74	2.59
DQ552711	0	0	0	2	0	0
Btrc	0.72	0.73	1.13	1.33	2.76	2.05
Rasgrp3	3.88	4.58	4.4	8.85	14.85	10.02
KY467856	0	0.18	0	0	0.21	0.82
Bckdha	2.28	2.46	3.79	6.73	9.36	6.77
DQ720965	0	0	0	0	0	0
Gm9905	0.08	0.13	0.5	0.35	0.4	0.18
FJ040208	0	0	0	0	0	0
Olfr545	0.02	0.12	0.13	0.3	0.37	0
Nfrkb	0.77	0.83	1.1	3.84	5.94	4.66
Ddx49	1.4	1.87	1.96	5.21	7.09	5.39
Krtap7-1	0	0	0	0.11	0.16	0
AK005214	0	0	0.15	0	0	0
Kctd12	5.67	6.93	6.13	8.35	11.55	10.19
Smarcd1	1.34	1.16	1.69	4.18	6.28	4.77
Mir453	0	0	0	0	0	0
Osgepl1	0.26	0.48	0.47	0.91	1.89	1.1
Psmg4	2.79	2.75	0.98	7.13	9.55	9.99
Banf1	5.98	7.04	7.03	13.99	11.77	7.14
Gm2837	0.18	0.12	0.8	0.19	0.27	0.18
Ccdc137	0.49	0.8	0.99	1.55	2.59	2.06
BC028528	4.3	4.46	8.86	22.51	33.74	30.58
Tph2	0.08	0.08	0	0.02	0	0
Cldn1	0.33	0.43	0.4	0.41	0.84	0.76
DQ569189	0	0	0	0	0	0
DQ714310	0	0	0	0	0	0
Unc13d	2.33	4.31	4.96	10.96	12.85	15.02
DQ713311	0	0	0	0	0	0
Smarcd2	3.94	4.9	5.39	13.86	17.69	14.45
Mknk2	7.65	7.92	9.7	22.58	26.85	23.45
Kcna3	1.02	1.15	0.9	5.82	9.97	8.05
A330048O09Rik	0	0	0.2	0	0.15	0.15
Bhlhb9	0.31	0.71	0.54	0.89	1.32	1.25
5330411J11Rik	0.17	0.04	0.04	0.06	0.05	0.05
Soga1	2.02	2.1	2.7	3.65	11.73	8.23
Gata1	0.1	0.05	0.19	2.09	0.48	1.02
Tgfbr3	2.47	3.1	3.13	4.43	14.54	10.73
Olfr60	0	0.12	0.22	0.18	0.48	0.28
D17Wsu92e	9.24	11.15	11.44	28.24	40.16	34.97
Wnt3a	0.07	0.37	0.04	0.11	0.17	0.39
KJ542620	0	0	0	0	0	0
DQ708476	0	0	0	0	0	0
DQ698080	0	0	0	0	0	0
Apold1	0.31	0.19	0.12	0.15	0.37	0.89
A530058N18Rik	0.05	0.04	0	0	0.05	0
