Gene	GSM4559630_Control1_1	GSM4559631_Control2_1	GSM4559632_Control3_1	GSM4559633_Ad5-hACE2-transduced1_1	GSM4559634_Ad5-hACE2-transduced2_1	GSM4559635_Ad5-hACE2-transduced3_1
B230209E15Rik	7	3	10	1	4	1
DQ721667	0	0	0	0	0	0
Olfr1431	0	3	0	0	0	0
DQ562345	0	0	0	0	0	0
Rsph14	3	0	9	1	5	3
Ppp2r2c	35	6	17	6	14	3
Krtap9-3	2	0	3	2	0	2
DQ555426	0	0	0	0	0	0
Ptpn2	252	239	215	324	400	311
2700062C07Rik	97	27	24	36	33	17
Gm10445	4	0	13	0	0	0
Otop1	0	25	2	6	6	4
AB335643	0	0	0	0	0	0
Traf6	619	275	364	639	640	583
Mir8095	0	0	0	0	0	0
DQ704356	0	0	0	0	0	0
Rttn	42	43	51	138	150	140
F11	8	0	1	1	0	1
BC051019	6	10	5	21	20	19
4930557J02Rik	2	0	0	0	1	1
Gm15127	8	5	0	0	0	1
Gas2l1	300	229	223	261	314	237
DQ709325	0	0	0	0	0	0
Plxnb2	951	423	558	1753	2337	1804
Atp10d	178	143	176	352	448	332
Erap1	282	178	177	571	807	564
Olfr1443	10	4	7	6	2	4
Anks6	17	22	20	27	28	22
Clip2	285	129	268	335	400	369
Gm5820	2	10	5	2	11	2
Ccdc80	160	112	116	131	115	93
Gm13375	62	38	56	27	32	21
Olfr1000	0	0	7	0	2	2
Pkd2l1	25	0	8	3	1	2
Vps11	237	192	169	387	318	265
AK138554	0	4	0	0	0	0
AK135774	0	0	1	0	2	0
DQ688408	0	0	0	0	0	0
Pzp	49	23	39	17	28	21
AK045299	12	12	24	49	127	97
AK081163	0	0	1	3	11	15
Csnk1d	728	487	657	862	825	675
Lpar3	22	22	4	16	27	13
Fgd6	305	163	237	331	548	405
Sspo	11	19	12	16	20	39
DQ715099	0	0	0	0	0	0
Cyp2d9	3	1	1	3	0	1
Ergic1	492	369	290	529	437	398
Gm340	185	151	123	199	257	206
Ap5m1	146	105	124	161	194	142
Serpina3f	607	428	403	1633	1277	1025
Cecr2	125	55	81	191	334	337
Klk1b27	1	4	2	40	9	8
Mgat4a	426	236	191	374	333	321
DQ705299	0	0	0	0	0	0
Ppm1h	366	213	239	759	659	568
Tmem200a	20	10	29	22	56	21
Mettl24	36	25	18	21	33	29
Gm16386	12	14	17	11	60	34
Sestd1	330	260	312	242	337	272
DQ716699	0	0	0	0	0	0
AA467197	104	59	39	239	92	79
AB337790	0	0	0	0	0	0
DQ717014	0	0	0	0	0	0
DQ701874	0	0	0	0	0	0
AK018972	0	0	0	0	0	0
AB349069	0	0	0	0	0	0
AK033711	14	6	1	0	13	5
DQ542042	0	0	0	0	0	0
AK015376	0	0	0	0	2	0
Fosl1	0	0	7	25	21	10
Prc1	84	61	74	87	102	71
Klra5	3	0	0	2	8	3
Tcte2	22	13	3	2	6	6
Fgb	33	32	39	27	17	13
Ufl1	132	89	69	152	220	149
DQ542896	0	0	0	0	0	0
Nat6	108	66	89	139	112	128
DQ721311	0	0	0	0	0	0
1600015I10Rik	9	13	1	3	1	2
DQ561809	0	0	0	0	0	0
Minpp1	102	83	70	148	144	127
AK082250	0	0	1	0	0	1
AK143020	8	27	17	25	58	41
Mir1b	0	0	0	0	0	0
Slc25a38	70	45	53	99	142	97
DQ702720	0	0	0	0	0	0
Pno1	187	170	126	157	142	120
DQ695202	0	0	0	0	0	0
Zfp777	74	65	60	103	123	112
Airn	6	7	18	13	81	53
Cluap1	98	33	44	47	61	47
4921534H16Rik	8	8	12	5	72	27
B930025P03Rik	10	8	10	3	0	1
Rwdd4a	112	117	86	101	100	81
Mettl13	48	69	39	30	69	44
Melk	37	30	49	36	15	30
Dydc1	0	1	0	3	1	6
Nupr1l	1	2	1	2	3	5
Yy1	383	256	234	312	334	269
Pcsk2	7	10	30	10	5	9
Klhl2	457	275	234	180	217	214
Svopl	2	0	0	6	4	4
AK133038	0	2	0	2	0	2
AK185556	2	0	0	6	0	0
Gm42788	3	7	2	9	3	8
Klhl1	2	9	21	0	0	0
6430562O15Rik	0	4	2	1	1	1
Olfr1333	0	3	4	4	0	3
DQ692307	0	0	0	0	0	0
Fancg	44	54	45	65	78	62
DQ689382	0	0	0	0	0	0
Gm10230	0	0	0	0	0	0
Pax8	0	0	7	2	0	0
Itpkc	83	71	61	73	98	69
Celf6	0	3	2	6	1	2
DQ712219	0	0	0	0	0	0
AK220028	0	0	0	0	0	0
DOKist4	0	3	0	0	0	0
Emsy	195	145	209	288	411	313
Mgat5b	6	5	26	10	3	3
Scarf2	348	263	247	252	688	465
DQ545408	0	0	0	0	0	0
AB340043	0	0	0	0	0	0
Dsn1	28	26	13	28	38	22
Hypk	162	140	86	124	66	55
Pqlc2	33	15	14	34	75	51
P4ha3	20	16	19	19	26	18
DQ700818	0	0	0	0	0	0
1600010M07Rik	6	13	26	19	14	7
AK053630	4	15	8	7	44	18
Tmem234	114	98	111	165	113	101
Sh3pxd2a	3049	2277	2276	1063	1645	1205
DQ718781	0	0	0	0	0	0
Gsdmc	0	1	2	1	1	3
DQ724203	0	0	0	0	0	0
Elovl6	106	67	72	82	138	83
Cst3	1545	1188	989	1693	1307	1072
Zfp534	0	25	28	4	5	5
Abcb1a	98	82	66	187	215	180
Mir6944	0	0	0	0	0	0
Mir466f-1	0	0	0	0	0	0
Ogg1	23	35	45	57	41	25
Snord118	0	0	2	2	1	5
Plin4	41	42	18	24	60	44
Phf24	17	20	22	11	13	10
DQ703173	0	0	0	0	0	0
DQ558222	0	0	0	0	0	0
Gm10639	2	0	2	4	0	0
3300005D01Rik	1	1	1	3	2	0
Rmi2	78	55	26	75	71	57
Repin1	85	78	61	121	118	101
H2-T23	704	497	421	2237	2500	1970
Lipa	484	263	239	753	461	436
Vps13c	875	545	545	1155	1482	1134
Sugp1	168	114	118	270	268	246
Timd2	0	1	4	2	2	2
Srebf1	340	214	235	401	697	535
Wdr27	0	4	2	1	6	9
Fermt2	1758	1228	1370	1034	1397	966
2010009K17Rik	0	0	0	0	2	2
AK005807	1	2	0	0	0	0
1700037C18Rik	5	5	15	11	22	10
DQ709755	0	0	0	0	0	0
AK163160	9	2	2	14	7	4
C87499	2	0	4	2	0	0
AK006980	7	9	9	19	14	15
KY467999	2	6	0	0	1	2
Olfr791	0	0	0	0	0	0
Zswim6	463	283	268	490	492	428
Olfr1359	0	0	5	2	0	1
AK016276	1	0	2	2	0	0
Slc22a16	0	0	10	0	0	3
Chchd7	25	25	17	24	12	20
Dapk1	842	462	589	585	760	603
Cldn20	2	0	4	3	0	0
DQ551416	0	0	0	0	0	0
Pcna	452	342	217	362	270	206
1500015A07Rik	6	5	4	20	30	25
Higd2a	252	180	132	167	117	88
Zmym2	505	289	321	425	521	392
Clcf1	40	32	64	129	125	145
DQ555108	0	0	0	0	0	0
Mir1190	0	0	0	0	0	0
Ptk2	710	496	627	503	865	602
AK003103	0	0	4	1	0	3
DQ716051	0	0	0	0	0	0
DQ703309	0	0	0	0	0	0
DQ700184	0	0	0	0	0	0
Krt74	0	6	5	1	0	0
Vmn1r83	0	0	3	0	0	0
BC069935	0	0	11	0	0	1
Tmod2	1151	866	939	498	667	453
Zbtb43	143	67	69	123	174	135
Mfsd6	377	267	310	254	361	232
Ovgp1	1	6	7	9	16	13
Tmem200c	4	22	6	3	2	8
Marveld1	430	324	312	392	528	595
DQ724966	0	0	0	0	0	0
DQ719708	0	0	0	0	0	0
AK034926	2	5	10	9	33	28
AK079938	20	8	4	39	32	37
Ubap1l	4	0	3	2	0	5
Nrap	15	26	26	18	37	29
Fbxo11	676	457	489	580	688	570
Tsnax	371	269	174	148	211	138
Rida	23	26	11	10	8	5
Mir10a	0	0	0	0	0	0
Panct2	66	75	41	70	97	95
Plekhf1	36	12	26	27	22	30
AK014798	0	6	4	0	5	8
Sf3b6	196	115	85	194	89	90
Lix1l	498	269	269	272	243	211
Ptpn3	100	58	124	76	122	121
AK009395	45	27	25	39	41	53
AK076902	0	0	0	0	0	0
0610005C13Rik	1	0	1	1	0	0
Olfr58	0	4	0	0	0	0
Leng1	59	52	60	67	70	86
Mlycd	60	61	73	67	73	54
Olfr165	0	2	0	0	6	3
Hsd17b6	0	3	3	0	0	1
Olfr345	2	12	7	2	1	1
AK039862	9	22	23	64	177	145
Olfr834	0	0	0	2	0	0
Pqlc1	125	80	164	197	325	267
Prr15l	203	107	85	152	265	214
BC055324	11	9	11	24	12	7
Phlda2	4	2	0	4	2	0
Slfn14	3	14	6	5	9	5
Ppp1r15a	206	189	121	225	277	280
Nrp1	2016	1382	1498	1709	3058	1772
Itga2	65	57	75	151	260	128
C87198	0	0	0	1	1	4
Syce2	6	10	36	11	13	5
Commd1	64	94	53	98	57	58
DQ695761	0	0	0	0	0	0
Rab33b	244	186	243	222	262	246
AB341055	0	0	0	0	0	0
Fchsd2	495	357	327	450	648	591
Kif26b	375	259	251	118	140	60
AK005678	0	8	0	3	0	0
AK029643	0	0	0	0	0	0
Stat3	2348	1690	1639	3253	2521	2386
DQ690118	0	0	0	0	0	0
Olfr78	8	8	5	2	7	6
Olfr492	4	1	4	0	0	1
Eme1	12	8	14	12	10	13
Alg14	112	53	83	74	71	35
Gng7	54	43	35	18	13	11
Saa2	0	3	0	1	0	0
1700020L24Rik	0	5	0	1	4	12
Poldip2	279	156	151	216	178	186
Zbtb7b	470	369	291	868	700	726
DQ686518	0	0	0	0	0	0
Ikbkg	247	197	236	277	279	272
Cyfip1	1289	905	828	1675	1374	1189
Ctsg	1	0	2	0	2	2
Hc	645	309	509	470	1125	910
Ism2	12	3	11	11	3	3
A230072C01Rik	259	345	359	266	303	363
DQ706609	0	0	0	0	0	0
Cabp4	0	2	12	12	11	14
Rprd1a	144	114	61	83	164	95
Paqr3	89	12	66	101	47	45
1700095J03Rik	0	14	15	3	0	2
Smu1	354	267	155	273	249	170
DQ704396	0	0	0	0	0	0
Ncr1	85	76	57	121	88	92
Dhrs2	0	0	0	0	0	2
Tas2r108	0	0	0	0	0	1
AB033524	2	0	1	7	1	2
Mrrf	177	140	78	181	132	158
Cyp4f40	3	2	2	1	0	1
Urb2	127	94	84	165	196	146
Olfr890	0	0	0	2	0	1
Rfc3	56	38	53	81	55	42
Insm1	6	28	6	4	2	2
Elavl2	6	37	19	11	5	9
Stt3a	361	217	183	490	514	402
Ifi27l2a	914	826	474	2559	1631	1383
AK150759	28	13	23	58	58	67
DQ542056	0	0	0	0	0	0
Olfr521	0	4	4	4	0	0
Spdye4c	0	0	0	0	0	0
Lyl1	103	63	61	197	128	134
Clca3a1	6	11	34	39	53	74
Acvr1c	21	19	17	17	14	21
AK047291	14	11	19	75	193	181
DQ722435	0	0	0	0	0	0
Akr1c12	6	2	2	1	2	4
Pcnx	872	566	639	709	1306	932
Nin	819	581	647	959	1070	920
Crisp1	0	0	0	0	0	0
Stum	21	41	27	19	13	17
BC100303	0	0	0	47	18	0
Mir672	0	0	0	0	0	0
1700016D06Rik	0	0	12	1	2	0
Tirap	229	148	162	245	225	233
Fam166a	0	0	0	3	1	3
Mir7236	0	0	0	0	0	0
4933431G14Rik	0	4	5	3	6	2
Cdh19	1	12	4	5	5	1
Elp2	185	114	97	138	145	153
4930557F10Rik	1	0	6	0	0	0
Dnajb6	601	403	340	499	421	375
AK209647	152	104	90	30	58	48
Mb21d2	176	106	97	71	61	69
Bloc1s3	111	66	106	115	57	98
Rbm41	156	142	88	142	214	184
Zfp748	97	25	49	111	151	98
Ddx59	24	31	37	43	49	31
Zcwpw1	20	12	4	10	5	8
Gm13363	115	66	41	89	107	73
Cox6a1	548	364	307	346	282	282
DQ707330	0	0	0	0	0	0
Stmn1	768	481	500	429	349	244
Gm20837	0	0	0	0	0	0
AK015767	5	3	5	0	0	0
Gm10125	2057	2924	3263	3727	2031	2781
Micu1	343	219	215	308	357	319
AK211473	0	0	0	3	0	0
Bpnt1	180	134	118	246	135	170
Uckl1	90	65	54	149	166	136
Zcchc8	289	214	238	286	291	220
Tcirg1	395	197	210	1242	1637	1488
AK044750	9	37	20	23	53	25
Aurkc	11	5	8	4	8	2
Srsf5	1197	679	800	842	1354	987
Mtag2	11	15	0	2	2	1
Obp1a	0	0	0	0	0	0
Ttc39d	0	7	5	3	0	1
Gm10548	1	5	17	3	0	1
Avpr2	11	5	11	16	13	11
1700029N11Rik	0	0	0	0	0	0
Gins1	19	25	19	17	21	14
Cct4	667	453	362	449	350	284
1700001G11Rik	0	1	6	1	1	1
Atp5k	16	9	27	18	9	12
Adam20	5	3	2	0	0	0
I730028E13Rik	1	3	1	1	1	3
DQ697147	0	0	0	0	0	0
4933402J15Rik	4	0	0	1	1	0
DQ693017	0	0	0	0	0	0
Slc30a4	292	179	155	148	216	195
Cryz	109	56	45	26	23	21
FJ541122	0	0	0	0	0	0
Acot12	2	0	2	2	0	0
Xylt1	125	64	78	173	163	122
Lat	76	109	79	145	111	103
Defb46	0	0	0	0	0	0
Amy1	22	5	9	12	11	14
Olfr103	24	11	0	5	0	1
Zfp746	181	143	159	185	199	189
Tsc22d4	389	270	221	483	395	333
Gm15097	7	0	0	0	0	0
Poldip3	721	505	378	785	641	564
Tsc22d3	495	323	299	502	333	287
KU711580	0	0	0	0	0	0
BC049352	6	10	17	8	6	8
Olfr295	0	7	3	0	1	2
Syn2	119	72	74	69	82	49
Syngr2	266	210	231	864	608	587
Ltbp1	334	292	248	566	1069	647
Mir6913	0	0	0	0	0	0
A830082K12Rik	19	27	35	19	16	22
Tfap2d	10	2	7	1	0	0
Saxo1	0	0	3	0	0	2
Sirt6	72	67	47	109	75	80
DQ698049	0	0	0	0	0	0
Cep170	607	431	402	787	788	692
Mbd4	71	102	130	278	151	216
DQ541657	0	0	0	0	0	0
Olfr656	0	1	7	3	0	1
Nptn	591	295	329	867	945	807
AK219995	3	0	0	19	0	0
Spag6l	12	7	12	11	31	20
AK080051	0	1	2	0	0	1
DQ719571	0	0	0	0	0	0
AK007436	70	24	56	82	348	196
1700011M02Rik	0	0	0	0	0	0
BC069931	9072	5252	6638	9526	11212	6331
Stfa2l1	20	14	6	15	29	26
Zfp687	289	182	150	377	457	407
Gm21677	0	0	0	0	0	0
Btbd9	202	102	119	271	310	249
Psat1	160	55	54	142	103	100
AU041133	27	15	23	24	50	23
A330032B11Rik	9	20	41	32	20	35
DQ569535	0	0	0	0	0	0
Sdr39u1	100	50	62	68	57	57
P2rx6	13	20	29	7	31	18
Gm2176	1	4	8	4	0	0
DQ703240	0	0	0	0	0	0
Cep41	35	16	9	31	37	28
Agtr1b	0	4	12	1	3	1
Gm20939	37	15	14	31	37	17
Oma1	55	45	21	80	58	54
Naxe	125	143	132	157	175	180
Gm1587	0	0	3	0	0	0
Ceacam15	8	0	1	1	2	2
Mrpl32	63	45	37	122	58	64
Skiv2l2	244	192	204	290	260	252
Stat4	102	38	44	114	82	71
AB339848	0	0	0	0	0	0
Olfr370	0	2	5	3	2	0
AK163667	0	8	0	3	2	2
Npbwr1	0	2	4	4	0	3
Mir7094-1	0	0	0	0	0	0
Mir6990	0	0	0	0	0	0
Daglb	98	86	63	199	166	166
Prpf18	350	161	231	300	276	275
DQ688573	0	0	0	0	0	0
Dnajc22	20	6	2	1	2	1
Uqcrq	487	357	202	383	292	249
Smdt1	112	87	42	64	44	44
AK053416	0	0	0	1	0	0
BC106179	41	25	26	23	33	20
Dgat2	80	19	26	49	59	44
Gpr173	25	21	18	9	14	10
Ppil1	91	83	68	73	62	75
Mir23a	0	0	0	0	0	0
Mir669p-2	0	0	0	0	0	0
Atf4	1026	708	631	1496	1522	1275
Izumo1	3	4	4	3	9	7
Cdc42se1	793	510	505	1073	893	819
Cox7a1	7	20	0	6	1	1
Foxi2	1	13	22	5	0	0
Rnf20	410	300	273	393	483	412
AK007459	4	0	19	0	2	0
Add3	2044	1395	1233	1200	1081	848
Esrp2	70	48	69	77	150	117
AB340008	0	0	0	0	0	0
Gm10415	10	3	1	8	2	2
Sgk2	0	9	10	2	3	2
DQ559161	0	0	0	0	0	0
DQ722118	0	0	0	0	0	0
Zscan18	8	23	19	12	9	7
2410137M14Rik	0	0	0	3	2	1
Mir499	0	0	0	0	0	0
DQ692938	0	0	0	0	0	0
Plekha4	133	58	87	186	235	246
A830052D11Rik	0	2	4	2	0	3
1700031F05Rik	13	7	4	5	1	0
Gimap4	1102	832	907	1570	1382	896
Matn1	3	13	8	4	0	2
Kctd10	2590	2088	1856	1161	1183	910
Kcnu1	0	0	0	0	2	0
Fam32a	490	383	299	410	349	259
Cpne9	1	2	0	2	2	4
Gramd4	124	73	109	226	249	189
Olfr54	0	0	1	2	2	0
Prkcq	311	341	419	618	608	546
AK198669	7	11	3	3	5	3
Mrps26	80	114	39	73	53	54
Pop1	13	27	13	39	35	29
Ido2	12	10	20	12	7	11
Ap3m1	468	319	346	428	397	313
Maml2	472	299	383	533	566	386
D430042O09Rik	247	163	144	245	329	327
AK082432	2	6	2	3	0	1
DQ563597	0	0	0	0	0	0
Cdh2	62	34	29	25	65	45
Gm11149	0	0	0	2	0	0
Maged2	143	164	107	61	96	80
Cdiptos	6	20	4	7	5	12
Ifng	11	7	13	97	103	86
Lrrc25	133	105	39	438	244	257
Zfp936	1	17	17	7	3	2
Ntn3	23	30	43	15	19	17
DQ697233	0	0	0	0	0	0
Spon2	131	74	98	102	134	43
Olfr301	5	0	4	0	0	2
Mir6361	0	0	0	0	0	0
Zfp934	13	4	5	15	13	11
Colec12	1164	850	883	941	1471	1068
Tha1	27	7	9	9	25	11
Usp15	535	395	286	643	743	585
E2f8	93	100	81	152	80	62
Zfp618	6	7	15	21	39	22
Mast3	387	247	215	502	473	389
DQ698430	0	0	0	0	0	0
D630024D03Rik	11	0	2	2	1	1
Sv2c	55	44	63	119	33	56
Fam162a	106	70	35	66	41	39
Mvp	710	551	516	980	784	730
1700074H08Rik	0	0	0	0	0	0
Mir466j	0	0	0	0	0	0
Mir7040	0	0	0	0	0	0
Lpin1	183	143	122	141	170	164
Cox8c	0	0	0	0	0	0
Thap11	201	121	140	170	121	144
Cdt1	125	77	76	157	131	99
Sptbn2	120	31	61	25	60	39
Olfr395	0	0	6	0	0	1
AK160320	36	25	21	43	56	58
Bclaf3	86	68	27	95	126	111
KC202842	0	2	0	0	0	0
DQ554056	0	0	0	0	0	0
Swap70	713	478	443	650	573	518
Efemp1	101	77	95	150	207	155
AK147071	0	1	2	0	0	0
Park2	41	67	107	99	63	87
Fam189a2	350	228	245	129	311	223
DQ539915	60940	33347	44491	70174	94784	63932
Mir6239	0	0	0	0	0	0
Cand2	74	58	58	78	78	72
Xlr	51	9	18	22	9	11
DQ702626	0	0	0	0	0	0
DQ692752	0	0	0	0	0	0
AK047617	0	0	3	1	5	2
Tk2	206	118	100	142	158	116
Fam205a1	2	24	7	3	4	0
Ebf2	18	12	16	8	3	5
Ccni	3223	1880	1852	1842	1523	1420
Card11	277	164	231	696	475	445
DQ721210	0	0	0	0	0	0
Tas2r116	0	0	0	0	0	0
Rapgef4	156	147	133	218	310	252
Ankmy2	168	98	139	149	160	129
Mir6903	0	0	0	0	0	0
Nlrp12	57	26	18	28	47	15
Nup210	594	287	368	1079	1052	710
Ms4a6d	630	448	385	4062	2065	2143
Cnnm2	46	29	21	55	87	72
Olfr127	0	1	1	0	0	1
Abhd17a	321	220	152	200	169	162
Mmp21	0	1	21	4	0	0
Snn	605	517	332	401	382	300
Pilrb1	30	38	12	53	35	34
Zfp740	331	284	288	296	513	367
Nup50	344	245	231	385	362	316
Shmt1	4	28	15	41	37	22
DQ546972	0	0	0	0	0	0
Gmpr	70	31	20	8	26	14
Nfkbie	508	269	228	778	549	526
Olfr1219	0	0	3	0	0	1
Ugt1a6a	92	36	28	74	74	91
Mrpl10	192	155	94	214	156	119
AK164124	20	5	8	6	20	19
Fam219aos	28	8	3	3	29	14
Cygb	443	214	279	139	71	100
DQ721815	0	0	0	0	0	0
DQ540102	0	0	0	0	0	0
Fgf11	68	37	24	22	16	29
Scgb2b27	7	0	4	1	1	1
Vmn2r-ps159	13	7	16	3	2	1
DQ565854	0	0	0	0	0	0
Ihh	11	6	8	8	5	9
Gm6093	12	31	11	7	7	15
Olfr878	0	0	0	0	1	0
Lin7c	677	546	464	259	328	284
Slc27a2	18	10	18	7	8	4
AK158483	5	12	10	10	10	7
Mir7226	0	0	0	0	0	0
Gm3264	0	0	0	1	0	4
AB350849	0	0	0	0	0	0
Pla2g12a	105	45	50	26	27	26
DQ566622	0	0	0	0	0	0
Steap4	872	480	565	459	886	622
Igf2bp3	24	44	19	36	70	50
Tmem130	3	7	11	13	0	4
DQ557816	0	0	0	0	0	0
Trem1	118	41	60	64	62	45
Dytn	0	0	0	0	0	1
Trim11	118	100	64	128	202	182
Olfr65	4	0	1	3	0	0
Zfp111	175	94	82	96	113	99
Rad51d	67	66	68	115	111	105
DQ693697	0	0	0	0	0	0
Lpcat2	165	80	100	174	153	89
DQ710628	0	0	0	0	0	0
AK053202	19	0	0	17	14	7
AK003793	8	5	0	6	1	3
4930449I24Rik	0	0	3	2	0	1
Bcl2l14	36	8	3	38	15	27
AK171153	12	10	2	16	33	19
DQ550102	0	0	0	0	0	0
Slc5a3	120	43	59	83	225	168
D030045P18Rik	0	1	0	3	0	1
DQ712578	0	0	0	0	0	0
Fbxw2	562	406	333	410	490	416
Nfat5	1764	1299	1412	1837	3223	2588
Terf2	134	144	87	142	172	123
Cd276	95	26	45	135	127	111
Rbfox1	4	3	13	2	3	4
Hist1h2ab	155	175	45	60	58	32
Slamf8	120	93	72	90	63	53
Miga2	48	53	59	36	122	89
Ints8	212	178	150	261	241	221
Ap1s3	396	495	726	1112	748	929
Ssxb2	0	0	0	1	0	0
Utp6	328	241	255	189	191	185
Npas2	138	103	131	49	45	17
Gpr108	117	108	81	268	293	207
Ints7	366	221	199	291	315	224
AK046661	13	3	10	10	24	11
Rab22a	319	200	183	357	275	259
Dnajb7	2	8	4	2	9	12
Sik1	436	228	267	463	539	508
Lamp3	778	421	405	809	1373	1192
Tmem216	49	10	26	28	31	20
Stpg1	7	2	4	2	2	2
Vmn2r113	4	3	1	9	2	6
Trappc2	56	41	39	60	49	35
DQ727348	0	0	0	0	0	0
Mir8102	0	0	0	0	0	0
Rps3a1	4181	3214	2531	2415	2045	1605
Wdcp	54	24	37	43	51	30
Gm35496	1	2	0	0	0	0
Gsta1	7	12	10	11	7	1
Nrp	0	17	7	18	17	14
C330021F23Rik	3	18	7	4	3	5
Man1c1	157	233	234	333	396	310
Gm21953	0	2	0	0	4	0
Siglecg	39	22	30	119	107	110
AK090163	7	1	9	1	1	1
DQ704495	0	0	0	0	0	0
Mir547	0	0	0	0	0	0
DQ720416	0	0	0	0	0	0
AK029385	2	2	2	3	2	3
4930431P03Rik	29	8	12	8	14	7
TRNA_Sup	0	0	0	0	0	0
Gm10272	2	0	11	1	0	2
Cluh	472	278	252	489	497	475
Gfer	82	98	70	109	75	60
Hoxa9	9	21	2	5	5	4
DQ718420	0	0	0	0	0	0
Artn	2	5	12	17	10	6
DQ715759	0	0	0	0	0	0
Slc25a12	371	200	128	351	245	191
1700034E13Rik	0	0	0	0	0	0
1700061J23Rik	0	0	0	1	0	0
Zfp382	30	43	15	42	45	25
Zfp628	128	95	90	201	178	148
Iqch	5	18	2	7	6	7
AB251161	0	0	0	0	0	0
Fndc11	6	6	0	1	3	1
Ppp3r1	893	564	499	761	679	612
Trdv5	3	0	0	2	0	0
Klk8	12	38	29	10	17	3
DQ714826	0	0	0	0	0	0
Ier3	259	211	179	233	403	235
Lin9	36	64	72	62	50	45
Sh3bp1	286	278	246	567	321	316
Olfr1275	0	0	1	0	0	0
DQ549742	0	0	0	0	0	0
AK171934	0	15	9	0	0	0
Nemp1	20	44	88	84	104	103
F5	49	39	45	193	121	95
Clcn6	62	39	109	121	230	188
AK083476	0	0	6	30	89	42
AK080968	4	1	8	0	4	3
Skil	1348	960	741	1522	1550	1351
Rhox3a	0	0	0	2	0	0
Cmah	658	602	665	849	869	743
FJ541128	0	0	0	0	0	0
Gas7	1746	1298	918	839	729	589
Cacng2	6	11	4	6	1	5
DQ540943	0	0	0	0	0	0
A530050N04Rik	8	1	2	0	1	2
0610009O20Rik	178	81	134	161	212	167
Acsbg2	0	1	3	2	3	2
DQ547453	0	0	0	0	0	0
DQ546844	0	0	0	0	0	0
Cldnd2	0	0	1	0	0	0
2310050C09Rik	5	2	7	2	0	2
DQ693297	0	0	0	0	0	0
AK033254	7	4	0	29	56	40
Mir1187	0	0	0	0	0	0
Olfr524	4	2	0	5	1	1
Mir337	0	0	0	0	0	0
Six3	30	14	15	17	3	11
Xylb	17	7	35	31	27	21
Sf3a2	322	198	224	471	266	245
Cdpf1	23	26	7	11	22	7
DQ725840	0	0	0	0	0	0
Dusp5	210	89	102	243	196	159
Shroom4	490	297	317	236	472	341
Sfi1	512	486	632	616	595	625
AK133446	0	0	0	1	1	0
AB336690	0	0	0	0	0	0
AK170409	9	9	1	39	90	74
AB337772	0	0	0	0	0	0
Vmn2r108	0	1	6	2	0	0
Cep57l1	10	19	15	40	37	24
AF357446	6	20	0	0	54	40
AK003208	108	53	55	46	74	56
DQ699684	0	0	0	0	0	0
D830013O20Rik	0	0	0	0	0	0
AK057615	23	29	28	63	149	108
Olfr376	2	0	7	0	0	0
Cidec	16	13	8	13	10	7
Insl3	0	4	0	21	0	1
5330413P13Rik	1	1	29	8	6	9
4930578I06Rik	0	2	2	3	0	1
Gm2061	9	14	4	3	2	1
Afap1	375	314	301	345	506	440
Togaram2	100	4	20	58	98	125
Cpq	128	117	133	145	284	183
Sppl2b	137	55	65	126	163	167
Tor1aip2	636	519	458	1281	1633	1480
Kcnj13	14	10	11	17	76	54
FJ541181	0	0	0	0	0	0
Gdf2	16	10	2	4	1	2
Slitrk3	10	14	10	0	5	5
Mzt1	282	269	194	251	228	223
Sntb2	603	381	357	446	564	498
Adgrf2	2	9	5	6	6	1
Cela2a	0	1	0	3	0	0
Olfr124	4	2	0	1	1	2
4930548J01Rik	0	0	0	1	0	1
Cebpz	199	204	178	198	163	144
Cryzl2	9	6	0	2	7	10
Map7d2	2	16	15	3	3	2
4930524N10Rik	0	4	0	1	0	0
Tmem266	16	15	10	3	2	3
DQ686406	0	0	0	0	0	0
Cnot1	1712	1053	1120	1646	1632	1351
DQ697057	0	0	0	0	0	0
DQ716288	0	0	0	0	0	0
Gm10432	10	17	15	10	14	18
Myf5	1	0	3	0	3	0
Dctn3	168	123	43	113	77	70
AK193543	0	0	0	0	0	0
Haglr	6	7	10	5	2	1
Clec16a	430	273	315	538	582	542
Dhrs7	95	59	34	52	58	43
DQ721969	0	0	0	0	0	0
Mapk6	698	362	388	647	717	679
DQ695786	0	0	0	0	0	0
Dntt	7	9	1	4	2	2
Ankrd2	0	0	0	0	0	3
Sox18	973	894	895	691	684	638
Sptlc3	9	2	1	2	0	3
Tmem52b	6	4	6	3	5	2
Ier2	734	449	437	677	820	661
Hamp	2	0	0	1	2	0
Olfr57	0	0	0	0	1	1
DQ547390	0	0	0	0	0	0
H2afx	352	347	240	259	183	151
Olfr1426	0	3	3	3	0	4
Naa25	147	140	161	467	523	427
Mir154	0	0	0	0	0	0
Gm30731	0	0	0	1	0	0
Exosc3	94	37	20	48	39	30
Wdr60	81	37	57	79	84	111
Tm9sf4	259	145	129	439	458	382
Utrn	4407	2811	3231	2581	5437	3830
Cpe	47	32	31	12	20	18
AK036642	18	40	28	36	49	43
Olfr194	0	0	2	1	0	0
Cyb5rl	43	15	25	19	21	28
DQ702273	0	0	0	0	0	0
Zfp637	109	40	76	54	58	40
Olfr424	1	9	1	0	1	0
Atad3aos	6	6	7	4	3	1
DQ717522	0	0	0	0	0	0
Dct	2	1	12	4	1	0
