Gene	GSM4658803_SRR12164495_Control3_read1	GSM4658804_SRR12164496_Control1_read1	GSM4658805_SRR12164497_Control2_read1	GSM4658807_SRR12164499_Sample1_read1	GSM4658808_SRR12164500_Sample2_read1
ENSCSAG00000023552	0	0	0	0	0
SEC23B	1595	1670	1980	176	182
PPP1R35	989	1002	1200	96	125
CDK19	3689	3908	4085	229	261
ENSCSAG00000027153	0	0	0	0	0
BCCIP	1761	1819	2073	100	137
MCRIP1	1417	1443	1767	104	117
ENSCSAG00000011030	0	1	0	0	0
ENSCSAG00000022604	0	0	0	0	0
TPK1	294	280	359	26	27
ACOX1	2198	2363	2588	238	237
ENSCSAG00000020276	0	0	0	0	0
ENSCSAG00000011556	57	62	64	6	4
TCP11L2	749	757	817	55	64
ZC3H18	3460	3545	4189	380	422
HK1	1972	2059	2342	192	220
HOXA6	26	33	45	4	4
PREB	2415	2566	2923	187	263
CEBPZOS	126	131	138	7	3
EBI3	23	14	10	3	2
ENSCSAG00000027249	0	0	0	0	0
MIR214	0	0	0	0	0
ABHD8	1111	1123	1424	132	138
ENSCSAG00000022177	0	0	0	0	0
RGS9	114	139	123	25	17
ENSCSAG00000018548	5181	5313	6211	416	496
NCBP2L	0	0	0	0	0
PLD2	1316	1332	1473	137	163
GALR2	6	6	7	0	3
ENSCSAG00000019456	0	3	0	0	0
KCTD5	545	541	621	59	56
BICRA	734	792	814	137	162
DOCK7	2268	2564	2633	255	272
CCDC179	0	0	0	0	0
CEP126	120	104	110	11	11
ENSCSAG00000009461	1	0	0	0	0
STAC3	22	30	32	8	12
AGBL1	0	0	0	0	0
ENSCSAG00000025911	0	0	0	0	0
FNBP4	1226	1374	1469	294	329
ENSCSAG00000020225	0	0	0	0	0
GPATCH1	934	954	989	121	145
CDH18	4	4	1	0	3
UGCG	8015	8720	9619	915	1119
MIR23A	0	0	0	0	0
FRMPD2	146	137	166	13	13
FTCDNL1	101	84	107	10	9
ENSCSAG00000003576	3	0	0	2	0
ENSCSAG00000024622	0	0	0	0	0
AGFG2	928	1047	1087	108	129
DSCAML1	0	0	0	0	1
CEP68	1118	1196	1383	143	159
LOXL2	485	447	511	49	44
WWP2	2261	2404	2684	257	251
PITRM1	4482	4821	5182	354	422
CXorf66	0	0	0	0	0
ANKRD40CL	3	1	0	0	0
GINS2	213	222	244	18	23
PAX3	0	0	0	0	0
ENSCSAG00000007102	3	0	1	1	0
TRAV26-2	0	0	0	0	0
PRDX5	10110	10434	12155	737	818
RHCG	3	3	1	0	0
PRXL2C	323	295	309	33	33
ANXA13	5	13	2	0	2
CD248	5	6	8	0	2
ENSCSAG00000022266	0	0	0	0	0
ENSCSAG00000016962	52	61	60	15	7
ENSCSAG00000022609	0	0	0	0	0
DEGS2	7	5	3	1	1
BRI3BP	435	462	512	53	53
KCNE3	0	0	0	0	0
LRRC46	69	76	71	13	3
ENSCSAG00000020943	0	0	0	0	0
BRAF	444	502	460	76	91
ENSCSAG00000005443	4	5	1	0	0
C9orf50	10	15	19	1	2
GAL3ST1	80	77	71	10	8
CBX8	1202	1299	1473	144	192
SREBF2	14756	15697	17442	1450	1417
MIR29A	0	0	0	0	0
EZH1	589	567	618	49	43
HUS1	359	382	422	44	47
ACTRT3	25	27	24	3	1
MYBL1	301	370	311	31	57
ENSCSAG00000013443	875	938	1002	76	93
RNF170	456	456	482	28	30
LRRC26	0	0	0	0	0
ZNF808	174	228	214	20	36
KEAP1	2467	2490	2982	277	263
CDKN1B	2457	2354	2646	325	300
FER1L5	20	26	18	0	3
MORN3	0	0	2	0	0
ENSCSAG00000024223	0	0	0	0	0
HIPK4	0	1	0	0	0
GDF5	0	0	0	0	0
RABEPK	298	271	343	29	34
OR5B21	2	2	0	0	0
A2ML1	0	0	0	0	0
CACFD1	71	70	62	3	6
WIPF3	0	0	0	0	0
CNGA2	0	0	0	0	0
DMRT3	1	0	0	0	1
ENSCSAG00000022305	0	0	0	0	0
CD2AP	10522	11120	12069	955	1271
CUL4A	4977	5172	5758	579	601
NOC4L	1366	1484	1720	178	206
PLPPR4	1	1	1	0	0
ALKAL2	12	23	13	0	2
TOGARAM1	3273	3369	3870	446	562
ZFR2	167	192	248	26	25
CFAP57	16	28	20	3	1
LMTK2	7900	8849	9622	1188	1323
HTR2B	9	10	11	1	1
ZBTB43	285	306	363	87	89
KRT71	0	0	0	0	0
TGM7	0	0	0	0	1
TCL1A	0	0	0	0	0
CASQ1	1	2	2	2	0
ENSCSAG00000023429	0	0	0	0	0
LYSMD3	1212	1134	1285	85	127
ENSCSAG00000001692	1	1	0	0	1
ENSCSAG00000014376	1	0	2	1	0
TNFAIP2	7	9	5	3	2
EPHA7	37130	37695	39142	1613	1713
ENSCSAG00000019298	1	0	1	0	0
ENSCSAG00000024839	0	0	0	0	0
NUP160	2010	2186	2362	224	246
HOXB7	259	260	286	12	21
FCRL2	0	0	0	0	0
CFAP221	2	0	0	0	0
ENSCSAG00000020376	0	0	0	0	0
ENSCSAG00000024995	0	0	0	0	0
CYP46A1	19	24	14	2	6
MS4A5	0	0	0	0	0
FAM214A	832	931	962	106	135
ENSCSAG00000005883	0	0	0	0	0
LEPROT	30197	30320	33235	1628	1963
ITSN1	4006	4446	4745	328	385
MYPN	0	0	1	0	0
ENSCSAG00000023387	0	0	0	0	0
ADH5	2018	2280	2542	152	156
ENSCSAG00000004484	3	4	7	0	2
ABLIM3	1211	1340	1497	111	148
ENSCSAG00000023056	0	0	0	0	0
ENSCSAG00000018896	8410	8471	9818	986	1038
ABCB11	35	46	45	1	2
SLCO1A2	3	0	0	0	0
GTF3C5	1227	1281	1427	119	129
SNORD114-31	0	0	0	0	0
ENSCSAG00000007497	3	3	0	0	0
ENSCSAG00000016584	1	0	2	0	0
EFHD1	28	10	18	2	2
RANBP3	2947	3010	3388	328	362
SLC5A7	0	0	0	0	0
MIR1307	0	0	0	0	0
ENSCSAG00000017881	73	73	50	4	4
ENSCSAG00000018302	1	0	1	1	0
ENSCSAG00000000264	0	0	0	0	0
RNF7	1510	1456	1775	141	138
BBX	2046	2358	2457	199	204
LCP2	2	2	2	0	0
ZNF415	4	9	9	2	2
ZDHHC22	4	3	3	1	1
ITGA11	0	0	0	0	0
EIF1	8676	8879	9807	807	908
MFSD1	2693	2693	2996	130	163
RFLNA	0	2	0	1	0
TNFAIP8L2	4	11	6	2	0
NSUN4	401	420	471	54	62
BCL9L	6933	7787	8224	742	791
LIN52	0	0	0	0	0
ZNF783	360	391	441	51	58
SULT6B1	0	0	0	0	0
OR1D2	0	0	0	0	0
PPP4R2	6020	6364	6803	579	698
ENSCSAG00000026013	0	0	0	0	0
ENSCSAG00000024497	0	0	0	0	0
CTXN3	0	0	0	0	0
GORASP1	775	691	831	77	94
TEX52	3	0	3	2	2
TAOK3	741	801	927	70	83
PLPBP	541	547	581	36	53
ENSCSAG00000027355	0	0	0	0	0
ENSCSAG00000005219	2894	3105	3420	384	403
ENSCSAG00000026041	0	0	0	0	0
ENSCSAG00000020365	0	0	1	0	0
GUCA1B	0	0	0	0	0
FAIM	284	289	321	12	11
ENSCSAG00000020720	0	0	0	0	0
ENSCSAG00000011061	0	0	0	0	0
ENSCSAG00000024096	0	0	0	0	0
FAM135B	0	0	0	0	0
CAMK1G	0	0	1	0	0
TEPP	0	0	0	0	0
TMEM132D	0	0	0	0	0
ENSCSAG00000012495	138	148	209	15	13
ERP27	0	0	0	0	0
STXBP5	1019	1104	1218	123	173
ENSCSAG00000023748	0	0	0	0	0
ENSCSAG00000005360	4260	4332	4994	241	280
ENSCSAG00000020320	0	0	0	0	0
CTSG	0	0	0	0	0
SORCS1	0	0	0	0	0
VASH1	1972	2017	2267	201	189
KAT8	1002	1045	1146	141	158
SNORA21B	0	0	0	0	0
ABCA2	6183	6855	7391	783	783
ENSCSAG00000023004	0	0	0	0	0
RIC1	1796	1904	2004	254	259
SLCO1B1	0	0	0	0	0
BRD4	8397	9529	9927	1239	1358
SBF1	9425	10256	11886	1263	1411
ENSCSAG00000009907	1	1	0	0	0
FOXA2	0	0	0	0	0
FAM24B	0	1	1	0	1
ENSCSAG00000006988	2127	2510	2484	274	333
FANCD2OS	0	0	1	0	1
CD82	1267	1200	1434	68	56
NCF4	21	14	14	0	2
ENSCSAG00000005692	8	15	16	6	5
GPA33	5	3	6	3	0
NTHL1	511	565	644	50	30
ENSCSAG00000011544	6526	6654	7518	453	520
CSTF1	1015	1021	1114	129	163
ENSCSAG00000024306	0	0	0	0	0
ENSCSAG00000020771	0	0	0	0	0
MIR486-1	0	0	0	0	0
CRYGN	0	0	0	0	0
ENSCSAG00000025735	2	2	0	0	0
ENSCSAG00000020529	0	0	0	0	0
SBNO1	2856	2946	3149	306	290
KLHL26	824	875	973	181	186
NFKBID	34	51	50	37	39
C1orf54	1	1	0	0	0
IFNB1	0	0	0	0	0
SRSF4	2812	3101	3349	377	389
RPL39L	0	0	0	0	0
ADGRD1	12	19	19	2	2
CEPT1	449	453	500	49	44
ENSCSAG00000004189	3193	3438	3753	482	586
ENSCSAG00000019562	61	68	81	5	7
GYS2	2	0	1	0	0
TRAV6	0	0	0	0	0
RPS20	27647	28781	32733	5376	5585
ENSCSAG00000001437	2	2	3	1	0
ENSCSAG00000023725	0	0	0	0	0
ENSCSAG00000006310	184	128	199	7	4
ENSCSAG00000007483	0	5	4	0	0
PHYHIPL	1133	1267	1403	129	146
PSMF1	1864	1989	2116	189	212
FAHD1	1033	1060	1284	79	99
RARRES1	0	0	1	0	1
RECQL4	1693	1842	2078	197	223
ENSCSAG00000000973	0	1	0	0	1
OR9G4	0	0	0	0	0
ARL6IP4	924	913	1133	109	107
CNTN4	0	3	2	1	0
MIR526A1	0	0	0	0	0
TINAG	2	1	1	0	0
ENSCSAG00000008962	0	0	0	0	0
BTG4	18	25	30	1	4
RPS6KA1	3511	3841	4193	457	482
ENSCSAG00000020474	0	0	0	0	0
ENSCSAG00000000637	0	0	0	0	0
ZNF71	258	310	321	28	50
ADAMTSL1	1	4	2	2	1
GPBAR1	36	32	33	3	6
C15orf40	417	460	475	57	57
MSMO1	2841	2834	3175	219	228
SV2B	0	1	0	0	0
PSD	36	36	41	5	2
SULF2	13659	14689	16002	1296	1388
TMEM258	821	867	1002	67	64
ENSCSAG00000022621	0	0	0	0	0
CASP6	581	586	643	33	35
STXBP3	2566	2694	3017	186	183
ENSCSAG00000013306	0	0	0	0	0
ENSCSAG00000006333	6	4	11	0	0
ESRRG	1053	1110	1197	102	121
AKAP4	0	2	1	0	0
UGGT2	1728	1735	1846	109	149
TTLL2	0	0	0	0	0
NDNF	1	2	2	0	0
ENSCSAG00000019062	344	366	378	26	21
CFAP65	66	63	88	9	9
ENSCSAG00000012959	8	7	11	0	1
PPFIBP1	1564	1571	1592	117	133
ENSCSAG00000018756	0	0	0	0	0
ENSCSAG00000020701	0	0	0	0	0
MIR204	0	0	0	0	0
ENSCSAG00000024717	0	0	0	0	0
PEX5	999	1068	1166	164	178
ENSCSAG00000003138	115	86	104	17	14
HOXD13	4	2	2	1	0
CPA4	371	445	526	28	33
ENSCSAG00000015882	1119	1092	1282	77	77
ENSCSAG00000022636	0	0	0	0	0
ENSCSAG00000027634	0	0	0	0	0
ENSCSAG00000008864	0	0	0	0	0
ENSCSAG00000023019	0	0	0	0	0
SNAPC4	1118	1223	1284	184	188
SNORA41	0	0	0	0	0
POLM	478	485	570	43	48
IRX6	0	0	1	0	0
ENSCSAG00000017423	0	0	1	0	0
METTL25	72	86	86	9	12
PIK3C2B	1531	1731	1902	164	182
RERE	6343	7300	7229	971	995
IL3	0	0	0	0	0
ENSCSAG00000005936	6	2	3	0	0
KIF19	0	0	1	0	0
ERN2	61	64	66	1	3
CDC42EP3	2095	2409	2653	602	719
MEMO1	1044	1116	1189	82	103
PGRMC1	4961	4933	5774	254	322
ENSCSAG00000008426	697	738	846	56	70
FAM222A	52	50	64	5	10
NUDCD2	1419	1438	1669	108	115
NAP1L2	0	0	0	0	0
TFF2	0	0	0	0	0
MROH6	396	471	483	67	43
ENSCSAG00000019978	0	0	0	0	0
UQCC3	470	476	562	50	40
CRMP1	1	0	0	0	0
ENSCSAG00000025243	0	0	0	0	0
DMXL2	3504	4268	4193	279	302
DCAF4L1	26	34	30	10	9
ENSCSAG00000013297	0	0	0	0	0
HLTF	5432	5468	5929	310	389
SOS2	2707	2889	2948	218	255
SLC13A5	1	2	1	1	1
ZSWIM2	0	0	0	0	0
GTPBP4	1865	1929	2117	266	323
ENSCSAG00000017857	0	0	0	0	0
AARS1	6941	7322	8381	694	745
RPA2	1416	1464	1516	115	115
C11orf86	0	0	0	0	0
ENSCSAG00000008734	2016	2116	2251	184	214
PRMT5	2393	2453	2713	177	231
BAIAP2L2	165	205	198	28	17
ENOX1	24	32	32	4	3
ENSCSAG00000021950	0	0	0	0	0
ENSCSAG00000020096	0	0	0	0	0
USP13	668	668	782	94	84
SNX13	1242	1248	1242	94	137
ENSCSAG00000020497	0	0	0	0	0
ENSCSAG00000005679	20	30	35	3	4
MAOB	0	0	0	0	0
UQCR10	3253	3168	3708	191	197
BAIAP2	983	1030	1119	99	125
CEACAM20	19	25	20	4	8
LAMP2	1845	1774	2056	115	124
MIR140	0	0	0	0	0
ENSCSAG00000025754	0	0	0	0	0
ENSCSAG00000015141	0	0	0	0	0
ENSCSAG00000026838	0	0	0	0	0
CCR10	22	23	23	2	2
MT1X	4	3	6	0	0
TBC1D8	670	732	796	102	71
MOB2	1119	1141	1379	115	118
MOCS1	359	358	400	44	64
HNRNPD	6274	6568	7485	478	524
RAG2	0	2	1	0	0
P2RY14	1	2	1	0	0
PAPSS1	2455	2617	2924	181	228
BCL7B	976	943	1109	125	160
BLOC1S2	1357	1377	1518	115	144
ENSCSAG00000025285	0	0	0	0	0
RFXANK	1540	1585	1758	134	112
LMNB2	7214	8008	9336	812	898
PPM1J	76	87	91	7	9
GATAD2B	1684	1811	1998	317	335
LPIN1	6121	6779	7227	866	995
OTOL1	0	0	0	0	0
ENSCSAG00000001759	772	803	902	52	59
WAS	19	23	14	0	4
C3orf62	66	60	92	6	3
CMIP	3557	3841	4343	401	408
PSMA3	1931	2049	2274	145	156
DNASE1L2	7	6	5	1	1
CYP2B6	1	1	0	0	1
FCRL5	0	0	0	0	0
AIP	2310	2301	2761	435	452
ENSCSAG00000017650	2	5	3	0	0
TMOD1	15	14	10	1	0
ENSCSAG00000026892	0	0	0	0	0
ENSCSAG00000023984	0	0	0	0	0
DNAJC12	13	17	18	1	1
BAG5	776	752	793	68	76
ENSCSAG00000010984	1	0	1	0	0
ENSCSAG00000027299	0	0	0	0	0
MIR640	0	0	0	0	0
IFT20	152	215	200	11	19
OR2J3	0	0	0	0	0
GSC	0	0	0	0	0
ZBTB22	672	656	801	78	67
PPARGC1B	416	528	584	90	113
ZIM3	0	0	0	0	0
CDKL1	320	359	373	17	33
BRINP3	0	0	0	0	0
FRAS1	8	15	11	1	4
FBXO30	825	993	996	109	136
GLYCTK	221	253	287	16	27
SNORD81	0	0	0	0	0
USF2	2321	2240	2625	289	373
SPRR2G	0	0	0	0	0
SLC19A1	561	707	720	81	86
ENSCSAG00000027111	0	0	0	0	0
TAZ	1355	1404	1657	157	184
CBLN4	1	2	0	0	0
SOX1	0	0	0	0	0
ERVMER34-1	0	0	0	1	2
USP28	664	687	797	64	60
ENSCSAG00000026085	0	0	0	0	0
ENSCSAG00000027432	0	0	0	0	0
OIT3	3	2	1	0	0
ENSCSAG00000001730	0	2	1	0	0
ENSCSAG00000023898	0	0	0	0	0
OR6C76	1	0	2	0	0
GJA10	0	0	0	0	0
ENSCSAG00000026148	0	0	0	0	0
IGHD	0	0	0	0	0
GPR162	0	1	0	0	0
ENSCSAG00000005242	33	46	42	8	6
TTLL1	491	535	611	41	42
LHX2	419	386	482	57	77
RAB11FIP4	568	647	680	47	68
ENSCSAG00000020596	0	0	0	0	0
ENSCSAG00000000268	0	0	0	0	0
ELMO3	21	12	38	5	7
DZIP1L	407	452	490	65	84
EDARADD	3211	3476	3858	237	303
CSE1L	7621	7979	8736	599	644
ENSCSAG00000022247	0	0	0	0	0
UBE2L6	914	877	1056	92	75
ERGIC1	2140	2271	2525	202	224
MIR599	0	0	0	0	0
VCL	8207	9204	9869	973	1092
SETD2	4020	4532	4601	708	773
SUGP1	990	1088	1101	128	146
ENSCSAG00000003896	0	0	0	0	0
ENSCSAG00000001127	3720	4691	4651	495	531
ENSCSAG00000021319	0	0	0	0	0
GOLGA2	2742	3013	3206	235	299
MIR200A	0	0	0	0	0
OR51S1	0	0	0	0	0
ENSCSAG00000026965	0	0	0	0	0
R3HCC1	820	855	949	75	109
LATS1	1777	1982	2059	205	241
TXN2	1099	1182	1297	76	111
DDX55	451	471	478	61	64
EIF5A2	1310	1405	1484	92	120
ABHD16B	62	70	56	8	12
XRN1	1954	2195	2178	206	240
SEMA6D	0	0	0	1	0
PLEKHG1	12	21	22	1	2
SLC52A3	14	12	31	2	0
PIGS	6035	6257	6932	450	475
SNORA15	0	0	0	0	0
ENSCSAG00000026154	0	0	0	0	0
VPS35L	7166	7299	8185	486	565
KCNIP1	0	0	0	0	1
H1-3	5301	5392	6191	781	876
FSTL5	1155	1151	1247	67	79
PEG3	0	3	1	0	0
SPEG	929	1141	1130	114	107
ENSCSAG00000011781	0	0	0	0	0
ENSCSAG00000024269	0	0	0	0	0
CIDEB	543	596	682	43	52
ENSCSAG00000025481	0	0	0	0	0
MCCD1	0	0	0	0	0
YTHDC1	2371	2687	2747	619	722
ENSCSAG00000017448	6	4	2	1	0
PSMD7	2887	2899	3276	263	302
RFC5	3625	3701	3998	351	471
ENSCSAG00000022055	0	0	0	0	0
RHOD	128	111	140	13	15
ADSS2	1424	1332	1561	82	110
DNAAF1	24	23	24	4	6
PDE3A	9	13	17	1	1
ENSCSAG00000021170	0	0	0	0	0
LAMTOR4	1839	1818	2186	152	140
CCDC191	394	377	429	30	33
ENSCSAG00000022809	0	0	0	0	0
ENSCSAG00000017514	1	1	0	0	0
ENSCSAG00000000476	24941	25710	29799	3244	3341
ENSCSAG00000027799	0	0	0	0	0
HECTD4	2972	3856	3619	461	468
ENSCSAG00000027216	0	0	0	0	0
ENSCSAG00000013919	2	2	0	1	0
BTN1A1	0	0	0	1	2
DOK7	296	297	368	39	32
CDH2	8269	8854	9771	753	932
ENSCSAG00000022478	0	0	0	0	0
ENSCSAG00000022322	0	0	0	0	0
LGR5	19	32	31	7	4
MIEF2	1622	1713	2009	216	251
AKNA	678	741	783	47	67
ENSCSAG00000000751	1	3	0	0	0
AXL	36319	40371	44624	3625	4127
ENSCSAG00000019190	0	0	0	0	0
CAPN9	0	0	0	0	0
HAVCR1	5476	5767	6621	384	466
ENSCSAG00000019056	0	0	0	0	0
LFNG	9345	9560	10837	1361	1397
HACD3	1817	1863	2182	148	173
NSMCE1	1767	1821	2012	151	145
NID1	24	23	28	1	6
MKX	0	0	0	0	1
MS4A8	174	170	210	4	10
SFXN2	1729	1764	2009	146	168
ENSCSAG00000021820	0	0	0	0	0
ENSCSAG00000026211	0	0	0	0	0
ADAM32	3	3	2	2	9
SLAMF9	0	0	0	0	0
STAT1	76960	78403	84349	5333	5904
ZNF189	358	315	375	28	35
EIF2A	1436	1574	1685	118	134
FRMD4B	8213	8666	9328	1052	1248
YIPF4	1380	1484	1666	92	125
ENSCSAG00000013865	0	0	0	0	0
ENSCSAG00000026377	0	0	0	0	0
ADCY5	16	12	9	2	4
NPSR1	0	1	0	0	0
KLK12	0	0	0	0	0
BTN2A1	596	623	715	72	95
ENSCSAG00000008902	0	0	0	0	0
EPB41L4A	3518	3709	3971	264	317
TPST1	685	810	920	71	74
EMSY	757	828	858	123	141
HDGFL1	0	1	1	0	0
ATAD2B	1271	1433	1491	231	255
ENSCSAG00000024222	0	0	0	0	0
ENSCSAG00000012018	768	779	803	68	74
ERFE	29	22	30	2	5
SMIM30	1221	1265	1459	95	105
FAM174B	0	0	0	0	0
ENSCSAG00000005018	4424	4639	5236	385	440
UROD	1284	1240	1515	81	109
MMP1	4976	4668	5325	202	213
MAST2	4213	4613	5107	480	501
DTX2	1045	1072	1244	138	145
CHRND	6	2	6	2	0
LDLR	2804	3040	3314	707	678
FKBP1B	498	544	560	32	54
RFNG	2327	2334	2779	507	530
CNOT4	885	1010	1037	139	156
STARD3NL	702	714	804	51	63
IFIT2	598	616	652	943	1002
RPAP3	1896	2017	2141	128	153
ENSCSAG00000020561	0	0	0	0	0
TMEM234	60	69	70	5	9
KIAA0040	3	4	2	0	0
ENSCSAG00000022861	0	0	0	0	0
ENSCSAG00000024970	0	0	0	0	0
TMEM150A	686	676	753	68	54
CLSTN1	30285	31866	35459	2817	2910
NRBP1	4844	4944	5556	379	464
TMEM184B	4480	4919	5495	558	635
NOTCH2	24162	30593	29743	2709	2863
UBR5	14161	16243	16063	1485	1665
NKX2-6	0	0	0	0	1
ENSCSAG00000019118	3	2	2	0	0
IL15RA	53	47	49	8	9
ENSCSAG00000010589	2	4	0	2	1
ENSCSAG00000027511	0	0	0	0	0
NUDC	10778	11645	13374	994	1079
AZIN1	8104	8231	9453	619	720
MINDY4	279	241	322	37	28
PUS3	115	114	146	13	13
BDH1	20	15	23	4	1
SLC25A19	223	262	314	21	25
ENSCSAG00000025193	0	0	0	0	0
NUDCD1	3598	4061	4590	347	401
ENSCSAG00000024834	0	0	0	0	0
DHCR24	1195	1239	1394	130	154
ENSCSAG00000001905	400	370	419	32	34
OR8A1	0	0	0	0	0
ENSCSAG00000025766	0	0	0	0	0
ENSCSAG00000022566	0	0	0	0	0
ENSCSAG00000007029	0	0	0	0	0
ETV2	38	27	47	2	3
DUXA	0	0	0	0	0
CMTM6	1507	1520	1722	104	112
ENSCSAG00000020619	0	0	0	0	0
ENSCSAG00000003399	1572	1697	1681	140	131
REV3L	2429	2604	2550	414	523
ENSCSAG00000004230	4	2	1	0	3
MCOLN3	1	0	0	0	0
HOMER2	444	442	489	51	51
TSPOAP1	149	153	174	18	13
LRRC75A	34	36	59	4	8
RBP4	0	0	0	0	0
TXNIP	7645	7491	8011	857	943
CXCR6	17	15	13	6	2
ADGRB1	4	5	12	0	1
ENSCSAG00000000592	51	51	51	3	9
RAP1A	909	932	1074	62	81
ITPRID1	0	1	0	0	0
ENSCSAG00000008322	511	516	636	54	64
ITGA5	3604	4106	4476	341	417
ENSCSAG00000014089	11169	11839	13848	952	985
CCL28	2	2	3	0	0
ENSCSAG00000027939	0	0	0	0	0
ENSCSAG00000024603	0	0	0	0	0
ENSCSAG00000005305	2	6	2	1	1
SEZ6L	0	0	0	0	0
WDR53	194	228	241	17	11
ENSCSAG00000021387	0	0	0	0	0
CTSF	3247	3417	3934	201	232
ENSCSAG00000016091	868	925	905	57	81
ARHGEF1	3164	3558	3960	376	410
ENSCSAG00000022717	0	0	0	0	0
ENSCSAG00000023054	0	0	0	0	0
NAGA	1704	1710	1825	91	114
CHERP	2492	2800	3091	330	336
NRN1	1	2	2	0	0
PTPRB	29	34	39	5	5
PMPCA	3268	3633	3888	279	264
IMPDH1	1497	1606	1763	174	203
CENPI	1019	1068	1128	64	79
MIER3	467	426	442	87	93
PLEKHA6	3251	3682	3811	339	392
GJC1	1331	1479	1597	148	188
RNF19A	1596	1629	1709	175	230
GPR108	1590	1707	1854	188	181
ENSCSAG00000019847	0	0	0	0	0
TLCD2	522	523	649	49	34
ENSCSAG00000026495	0	0	0	0	0
TRMO	351	360	381	34	42
RGS22	2	1	7	0	0
NECTIN1	660	665	839	53	66
SLC25A14	237	282	281	25	15
ENSCSAG00000025849	0	0	0	0	0
BMF	10949	11676	12705	673	764
HEBP1	793	797	922	63	51
ENSCSAG00000004691	0	0	0	0	0
POLR2D	1685	1773	1982	176	201
TRIP13	1155	1273	1410	139	118
FLI1	8	10	8	1	0
RIC8A	2606	2654	3079	256	299
ENSCSAG00000014030	0	0	0	0	0
ENSCSAG00000020165	0	0	0	0	0
TRANK1	34	61	52	24	36
C12orf57	2943	2728	3237	293	301
PNPLA6	4952	5104	5958	427	385
CYP51A1	1981	2047	2328	194	219
ENSCSAG00000025466	0	0	0	0	0
PAK5	1	5	4	0	0
TRAPPC12	2890	3118	3472	397	403
GLI1	54	50	58	7	5
ENSCSAG00000013909	0	0	0	0	0
TNFRSF11B	0	0	1	0	0
RCAN2	185	200	205	7	8
AIPL1	1	0	1	0	0
VPS8	1361	1470	1454	118	157
PHACTR1	76	94	105	7	19
FUBP3	3508	3491	4023	328	394
UQCC2	1167	1142	1374	89	124
ENSCSAG00000000541	4553	4720	5283	311	322
UBE2A	2325	2508	2577	150	190
ENSCSAG00000027983	30	18	18	0	0
SH2B2	231	270	299	27	35
CXCL9	0	0	0	0	0
RGS5	2	3	3	1	0
CPNE5	0	0	0	0	0
CCL16	0	0	0	0	0
MPHOSPH10	1205	1284	1323	112	144
ENSCSAG00000021067	0	0	0	0	0
MIR760	0	0	0	0	0
ENSCSAG00000000002	413042	594698	569911	174172	187389
CFAP61	232	275	272	13	15
CYBA	13542	13250	15886	942	1007
DSC2	448	425	452	28	31
SFTPD	0	0	0	0	0
FOXA1	463	499	527	67	88
JUP	2361	2506	2657	147	170
QSOX2	2183	2231	2445	182	203
SH3GL3	15	20	23	2	3
AHSA1	2385	2451	2881	194	235
ANXA2R	11	13	14	5	2
CD109	6255	6608	6834	341	375
MED8	401	411	447	37	53
ENSCSAG00000014240	0	0	0	0	0
ENSCSAG00000015876	0	1	2	0	0
ADARB1	2497	2849	3020	274	376
FATE1	0	1	0	0	0
ENSCSAG00000026927	0	0	0	0	0
ENSCSAG00000023009	0	0	0	0	0
OR10R2	0	0	0	0	0
EXOC3L4	863	920	959	97	102
CYP3A5	26926	27370	31036	1831	2064
ENSCSAG00000022117	0	0	0	0	0
OCSTAMP	0	0	0	0	0
DEPTOR	175	146	149	12	14
PHLDB1	10676	11342	12366	930	971
TTK	963	970	1033	71	85
ENSCSAG00000023805	0	0	0	0	0
UQCRC1	11255	11856	13967	807	883
ENSCSAG00000024349	0	0	0	0	0
LRMP	19	15	17	2	0
NPAS1	13	12	4	1	0
ENSCSAG00000025808	0	0	0	0	0
VPS28	2690	2819	3349	247	251
ENSCSAG00000004037	29	26	24	4	10
HSD3B7	350	324	417	22	40
MAFB	0	0	0	0	0
ZNF862	794	848	879	76	85
MIR153-1	0	0	0	0	0
ENSCSAG00000003780	100	106	91	13	6
COPS6	2755	3004	3285	212	216
DBF4	459	428	452	88	108
ENSCSAG00000023270	0	0	0	0	0
ENSCSAG00000025783	0	0	0	0	0
NOS3	255	248	322	28	20
PRAMEF12	0	0	1	0	0
ENSCSAG00000005413	2819	3215	3462	244	267
XDH	0	2	0	0	0
MDH2	14652	16158	18635	1215	1417
ASIC4	0	0	0	0	0
ADAM18	0	0	0	0	0
CHCHD5	133	110	126	11	12
RNF24	11	21	15	0	4
EDEM1	1441	1539	1672	118	127
DSTYK	994	1042	1134	130	146
ENSCSAG00000003478	0	0	0	0	0
ENSCSAG00000015858	0	0	0	0	0
IQCF2	0	0	0	0	0
ENSCSAG00000000628	0	0	0	0	0
ABCA13	64	84	81	5	7
C15orf41	360	321	329	41	39
ENSCSAG00000021252	0	0	0	0	0
ALG8	542	490	564	37	40
SEMA5B	0	0	3	0	0
RD3L	0	0	0	0	0
ENAH	2751	3053	3382	340	384
HEATR1	2714	3179	3300	314	457
ARHGAP9	121	122	113	13	15
KCNC3	134	157	153	11	10
SLC1A7	0	0	0	0	2
MRPL43	896	979	1116	85	89
ABI3BP	9	1	4	0	0
MEA1	2842	3043	3527	226	262
MAGI1	610	643	710	104	106
ENSCSAG00000023906	0	0	0	0	0
ENSCSAG00000024914	0	0	0	0	0
MIR320D2	0	0	0	0	0
LRRC38	0	0	0	0	0
