Genes	SAMN14563423_Series7_Calu3_Mock_1	SAMN14563422_Series7_Calu3_Mock_2	SAMN14563421_Series7_Calu3_Mock_3	SAMN14563420_Series7_Calu3_SARS-CoV-2_1	SAMN14563419_Series7_Calu3_SARS-CoV-2_2	SAMN14563418_Series7_Calu3_SARS-CoV-2_3
RBBP4	1464	2129	5154	2110	1250	1920
AARD	7	5	13	9	2	8
OR9G9	0	0	0	0	0	0
TCF21	0	0	0	0	0	0
SMCO3	4	1	5	1	1	5
ZFP1	98	84	270	170	110	179
BC034827	25	45	87	55	46	58
CDHR3	3	8	28	9	3	21
SCN3A	0	0	0	76	38	39
ARHGEF26-AS1	25	36	106	69	45	67
LOC100129636	0	0	0	0	0	0
DQ577052	0	0	0	0	0	0
LOC400620	0	0	0	0	0	0
SLC12A1	0	0	0	0	0	0
FCHO1	2	12	11	4	4	5
RABEP1	293	439	1041	610	346	598
C19orf40	31	81	136	76	49	90
MIR4654	0	0	0	0	0	0
LOC100506060	20	48	95	61	27	44
TOB2	573	1002	2643	1450	704	1552
CD40	178	297	605	393	248	451
ZFP42	3	1	10	3	2	5
ITGA3	6648	13258	31974	15129	7219	16637
AX747379	2	8	15	9	2	4
DQ598454	0	0	0	0	0	0
RSPO3	0	2	0	1	0	0
TNFSF9	26	48	109	43	39	63
AZGP1P1	1	0	10	19	3	14
NCKAP1	2131	2280	7618	4404	2479	4166
C11orf94	0	1	1	0	0	0
ACMSD	0	8	9	1	0	2
CAMK2N2	32	37	84	23	12	35
LOC100288637	42	54	133	69	38	38
ARHGEF37	209	328	835	637	306	675
EPM2AIP1	153	179	464	256	132	215
SLC16A4	17	15	46	62	17	33
MIR146A	0	0	0	0	0	0
RBM23	301	661	1393	566	375	648
STX12	249	264	781	744	386	733
EXOG	43	65	111	45	22	45
SDR9C7	0	0	0	0	0	0
BCAS4	111	321	644	252	167	314
PLA2G4A	400	511	1559	1069	563	1014
SNN	278	571	1230	574	257	633
TP63	0	0	1	8	3	2
FCGBP	13	30	111	50	24	53
FPR2	0	0	0	0	0	0
DQ588170	0	0	0	0	0	0
CNOT4	137	178	477	494	296	494
ABHD2	2060	3291	9170	5808	2802	5301
LRRC8D	297	338	846	727	405	657
DQ577940	0	0	0	0	0	0
GPR55	0	0	1	0	1	2
ACVR2A	42	74	196	182	101	180
DUSP14	888	1628	3737	2291	1058	2177
C9orf96	0	0	5	8	1	3
DQ596042	0	0	0	0	0	0
TMEM207	4	2	10	5	0	1
IL1RL1	0	0	3	2	0	0
DQ573539	11	26	51	22	24	23
CES2	465	799	2107	703	387	783
DQ579449	0	0	0	0	0	0
AK093205	0	0	0	0	0	0
AK304826	115	160	557	179	85	294
CTRL	14	11	28	29	9	31
LNX2	110	107	375	284	131	242
ASIC5	0	0	0	0	0	0
PTCHD2	8	9	26	6	7	7
NEK6	268	541	1303	503	355	654
METTL21EP	0	0	1	0	0	0
BC032891	0	0	0	0	0	0
RASAL3	0	0	3	0	0	0
DQ573760	0	0	0	0	0	0
FAHD2CP	36	79	125	78	35	96
DQ595048	0	0	0	0	0	0
ANGPTL6	7	22	64	11	9	12
WDR37	132	223	530	273	149	313
FBXO22-AS1	71	141	297	162	56	118
MIR3919	0	0	0	0	0	0
INA	60	101	213	96	59	122
MIR3150B	0	0	0	0	0	0
BC039386	0	0	0	0	1	0
SHISA2	26	35	108	87	55	98
DQ575581	0	0	0	0	0	0
C1orf50	58	120	281	94	43	88
DNAJC21	334	499	1246	681	387	591
MIR3692	0	0	0	0	0	0
NR1H4	37	50	145	49	27	58
UTP14A	390	634	1412	666	360	682
NANOGP1	0	0	2	0	0	0
PABPC4L	0	0	0	0	0	0
SH2D6	0	7	12	1	0	4
OSBPL7	201	402	736	213	107	222
POTEG	0	1	1	0	0	0
MIR4795	0	0	0	0	0	0
SHISA6	0	1	0	0	0	0
DQ589173	0	0	0	0	0	0
SSC5D	1	0	2	1	0	8
SHROOM2	145	223	663	679	354	776
COL9A1	0	0	1	0	0	1
TRAV12-1	0	0	0	0	0	0
LCAT	6	43	63	52	15	51
SLC16A11	0	0	3	0	2	1
PLCB1	9	15	59	44	11	23
HAVCR2	3	6	6	5	1	11
DPCD	143	213	499	74	58	120
DNAJB14	125	108	440	270	191	248
SEPT2	5231	7216	19041	7220	3786	6719
DKFZp686B07190	36	58	125	107	62	84
CD163	0	0	2	0	2	0
ANKRD36	65	90	238	167	74	131
DQ141194	0	0	0	0	0	0
PLEKHD1	11	30	55	23	12	21
TMPRSS11A	0	0	0	0	0	0
AHSP	0	0	0	0	0	0
CYP2C8	1	1	3	0	0	0
SMTNL1	0	2	2	48	21	59
CDK20	39	52	157	72	35	62
DQ590792	0	0	0	0	0	0
LOC100507254	0	0	2	0	0	0
MIR1233-2	0	0	0	0	0	0
OR2B2	0	0	0	0	0	0
STAMBPL1	63	140	281	155	83	129
JA715141	0	0	0	0	0	0
GLS2	23	69	138	33	8	36
CCSER1	11	8	39	45	24	49
AX747860	0	1	0	0	0	0
DQ600483	1	4	4	2	0	0
SNORD115-39	0	0	0	0	0	0
ZIC1	1	4	6	3	3	3
DQ587956	0	0	0	0	0	0
MAGED4	21	54	70	46	43	36
PHF19	163	412	882	216	97	279
SPOPL	356	293	1015	1138	657	866
FAT3	5	8	18	10	2	5
FLJ43978	0	0	0	0	0	0
HSD11B1L	30	72	146	27	19	37
MYH6	0	0	0	0	0	0
C2orf82	14	13	10	3	0	4
LAMB4	0	1	0	0	0	0
DOT1L	163	391	956	510	286	576
MTHFS	358	740	1621	738	371	720
TMIE	2	0	4	10	3	6
MIR548AL	0	0	0	0	0	0
MIR5196	0	0	0	0	0	0
POTEF	7	18	15	10	1	13
SNORA70E	0	0	0	0	0	0
HOXA1	4	11	15	20	6	11
PSME3	1708	3081	7408	2900	1276	2624
LCE1A	0	0	0	0	0	0
CEP128	74	86	277	112	61	76
FAM171A1	8	17	23	29	11	21
TMEM55A	36	67	171	88	40	69
SNORD114-10	0	0	0	0	0	0
NBLA00301	0	1	1	0	0	0
AMPD3	9	14	60	52	16	46
MYCT1	0	0	0	0	0	0
HOXC12	0	0	0	0	0	0
ZNF829	43	72	143	110	53	111
TEX10	112	198	532	264	181	239
KIF20B	287	286	848	502	277	324
TNPO3	621	906	2183	1266	670	1217
DNASE1L2	9	24	61	14	16	27
SOX14	0	0	0	0	0	0
SLC35A3	230	181	639	423	218	324
NPRL3	264	554	1133	434	242	472
TULP3	257	375	897	412	191	413
CAMK2A	0	0	2	2	0	2
RNF167	638	1132	2470	1008	492	972
PIK3R1	436	483	1737	1528	986	1594
PGAM5	626	1239	2722	1024	463	1133
DQ577602	0	0	0	0	0	0
MIR3197	0	0	0	0	0	0
LOC646999	3	8	18	9	4	11
RAD9B	9	6	22	18	12	27
OR51V1	0	0	0	0	0	0
DQ570017	0	0	0	0	0	0
CAMK2B	3	3	11	0	0	0
LOC100287792	1	0	1	0	0	3
DMXL1	217	264	820	629	368	565
FAM65A	294	673	1420	1263	527	1286
DQ599577	0	0	0	0	0	0
LOC100506050	0	0	0	0	0	0
ROBO4	0	0	0	0	0	0
BC038245	3	15	11	1	4	4
ZNF724P	4	3	6	7	1	11
EBI3	12	16	51	56	27	59
LOC100128338	55	124	132	98	75	46
AK303607	0	0	0	0	0	0
SNORD115-44	0	0	0	0	0	0
MYADM	4235	8151	19009	12085	5803	13356
F2RL2	0	1	0	2	0	0
DQ585809	0	0	0	0	0	0
WFDC6	0	0	0	0	0	0
TRBV	0	0	0	0	0	0
BC040328	0	0	0	0	0	0
RANGRF	81	190	358	123	63	153
LOC647859	16	4	22	95	14	22
BC037833	9	4	18	33	21	29
FBXO4	49	84	202	69	47	95
HEPN1	0	0	0	0	0	0
DQ589570	0	0	0	0	0	0
DACT3-AS1	0	1	0	1	0	0
LOC645434	0	0	0	0	0	0
LOC400558	0	0	0	0	0	1
ANKRD16	37	75	140	25	28	55
SEC14L2	327	703	1535	940	452	882
FAM217A	0	0	0	0	0	0
MEIS1	28	53	127	161	74	172
PPP1R12A	399	360	1283	1294	689	1062
NOP10	318	611	1298	581	275	550
FEM1A	186	407	873	385	256	459
LIG3	104	185	506	206	131	246
NUDT9P1	0	1	3	1	1	2
hCG_2023280	4	8	30	12	2	15
SUPT3H	51	57	172	118	51	107
FIGNL1	373	369	1229	639	322	546
CTTNBP2NL	272	260	983	854	482	814
LSM12	604	1040	2305	1810	957	1846
DMTN	121	254	538	234	110	245
ZNF738	41	39	107	63	23	47
ZNF621	113	163	683	362	195	398
DQ586674	0	0	0	0	0	0
FAM223B	0	5	9	4	7	5
C9orf72	56	49	201	139	86	139
CSDC2	0	0	1	1	2	0
CFLAR-AS1	2	5	5	19	3	15
AK056431	0	1	1	0	1	1
BC037861	0	19	39	67	35	43
CD22	37	87	215	466	202	390
CLEC4F	0	0	0	0	0	0
PLK5	0	0	0	0	0	0
C1orf174	194	316	586	249	141	208
TM9SF1	472	878	2253	827	314	853
RPL39L	284	764	1241	606	330	571
C1orf180	0	0	0	1	0	0
GAGE2C	0	0	0	0	0	0
ATP1A3	10	10	29	9	5	9
NMT2	89	124	328	132	69	126
ANKHD1-EIF4EBP3	375	750	1488	734	239	516
PAQR7	168	307	712	435	269	480
AX748042	0	1	3	0	0	0
SPNS3	3	26	35	25	13	15
BX537950	0	3	1	1	0	0
LOC100128288	6	14	32	19	4	29
PLCZ1	0	0	0	0	0	0
ELMOD3	67	102	266	111	33	92
LRPPRC	1100	1497	4190	1575	1034	1498
IPPK	95	186	388	270	131	255
DQ590322	0	0	0	0	0	0
CXCL11	14	14	51	1540	920	1510
CACNA1E	0	0	1	0	0	1
SNORD114-8	0	0	0	0	0	0
MYO18A	566	1044	2676	1162	568	1184
MIR5579	0	0	0	0	0	0
ACBD7	71	98	262	112	62	130
DIO2-AS1	0	0	0	0	0	0
AIMP1	482	697	1678	963	534	856
TBCK	45	86	249	116	52	110
ZFP91-CNTF	0	0	0	0	0	0
PRR7	220	671	1050	156	180	354
CASP5	0	0	0	1	0	0
CAND1	1221	1752	4808	2289	1288	2173
CBLL1	117	146	424	375	143	286
AF387615	0	0	0	0	0	0
UBE2N	1122	1882	4209	1704	819	1573
SNORD72	0	0	0	0	0	0
LOC399715	2	1	15	6	4	15
BC048420	0	0	0	0	0	0
POLQ	164	195	593	246	114	200
ZNF160	30	65	93	108	44	97
CLRN2	0	0	0	0	0	0
LOC643802	1	1	0	0	0	0
DQ588564	0	0	0	0	0	0
NOX4	1	0	1	0	0	0
TTLL2	0	0	2	0	0	0
ZSCAN5B	0	0	4	2	0	0
ZNF497	13	31	94	8	15	19
CPSF1	872	1948	4281	1406	809	1796
AV8S2A1N1T	0	0	0	0	0	0
ZNF385C	27	54	110	223	108	236
FCGR2B	0	0	0	0	0	0
RUNX2	0	0	8	43	18	22
LINC00548	0	0	0	0	0	0
BTF3P11	0	0	0	0	0	0
NBR1	1216	1657	4732	2988	1838	3013
SNORA16B	0	0	0	0	0	0
MIR450A1	0	0	0	0	0	0
DQ577530	0	0	0	0	0	0
NMUR1	0	1	2	1	0	1
CUTC	62	143	302	129	45	118
HMMR	752	911	2095	1049	621	849
OR2T3	0	0	0	0	0	0
BC043400	1	8	26	24	12	19
CCDC81	0	0	1	1	0	0
ADAM18	0	0	0	2	0	0
DYSF	16	48	118	69	30	79
Z24749	51	38	0	110	182	0
TDP1	118	221	545	175	111	199
OR4N2	0	0	0	0	0	0
LOC100505676	0	2	0	0	1	1
FGD5-AS1	1011	1229	3798	1391	724	1471
TMEM209	211	207	706	511	277	514
STEAP3	403	722	1723	351	183	384
AX747480	2	2	15	13	16	13
FGF1	1	0	8	9	2	19
AX747031	0	0	0	0	0	0
DMBX1	28	46	83	22	7	30
MRAP2	9	20	48	5	1	7
PPP1R9A	94	110	307	286	148	253
ITIH1	2	2	28	9	0	8
Mir_590	0	0	0	0	0	0
CHAMP1	30	60	183	93	50	63
BRCA2	76	89	299	230	155	198
BC042994	0	0	0	0	0	1
DQ592502	0	0	0	0	0	0
HMGN5	295	336	654	230	175	200
IGFBP4	648	1363	2551	942	547	1294
RGPD3	0	0	0	0	0	0
PRAMEF12	0	0	0	0	0	0
LINC00494	39	70	173	179	119	209
OR6F1	0	0	0	0	0	0
MMD2	1	0	4	0	1	2
SLITRK5	0	0	0	0	0	0
TWISTNB	455	516	1504	995	501	872
ZNF529	48	68	185	156	104	145
DBX2	0	1	0	0	0	0
PCDHA1	23	73	109	47	31	21
ASF1A	176	234	539	329	213	292
C21orf2	91	223	404	110	51	159
ANKRD45	0	1	4	2	2	1
TSSK2	0	0	0	0	0	0
STAT4	5	9	28	30	25	50
TLE3	272	538	1243	868	480	1000
MIA	207	547	1067	412	209	430
ZNF311	3	20	65	75	30	65
STAR	1	2	5	7	3	4
RBM39	1512	2289	5340	5261	3006	5033
RYBP	301	352	965	915	562	834
CXCR2	0	0	2	4	0	3
NRARP	159	342	697	277	205	282
C19orf24	174	441	836	216	108	318
LLGL1	158	302	737	313	106	335
MIR142	0	0	0	0	0	0
DQ575742	0	0	0	0	0	0
DQ571386	0	0	0	0	0	0
BC094793	1	0	4	2	2	0
U2AF2	1436	3050	7008	2202	1064	2528
KRTAP4-11	0	0	0	0	0	0
FUK	114	366	722	303	115	319
DQ573982	0	0	0	0	0	0
SNORA36	0	0	0	0	0	0
DQ598149	0	0	0	0	0	0
MIR194-1	0	0	0	0	0	0
SEMA3D	8	3	20	39	18	32
PSMD9	446	966	1928	589	294	619
SLC6A11	1	0	3	0	1	1
PIK3CA	184	251	776	634	350	626
NSL1	377	544	1265	613	296	502
AX748440	0	0	0	0	0	0
LOC645166	0	0	0	0	0	0
C1GALT1	787	816	2470	1881	1202	1568
BC037304	26	25	49	51	20	61
CDK5RAP2	276	494	1161	592	311	574
SPATA4	1	5	0	1	3	5
PSPN	0	2	2	0	0	1
KLHL12	405	621	1577	1187	623	1134
DDX60	303	307	1049	4486	2331	3833
KRBA2	8	17	51	39	21	43
CCNC	650	700	2023	1461	866	1267
PPAPDC1A	0	0	0	0	0	0
MRPL54	106	291	568	190	87	197
JA715142	0	0	0	0	0	0
GFI1B	0	0	0	0	0	0
LINC00563	0	0	0	0	0	0
LINC00304	3	0	2	3	5	4
MON2	193	260	776	461	237	387
ZC3H15	1038	1408	3308	2651	1446	2451
TMEM53	70	161	337	101	41	104
AK093443	13	22	49	34	16	30
MIR581	0	0	0	0	0	0
ZNF300	81	126	306	205	130	194
SLC38A7	61	125	360	83	46	107
RAB40A	3	7	7	11	5	11
MIR506	0	0	0	0	0	0
MTSS1	23	39	130	101	46	94
DQ266889	1	1	11	2	1	0
MIR3940	0	0	0	0	0	0
GCK	0	0	0	0	0	0
ELOVL7	288	293	963	680	325	553
AK001928	0	0	2	0	0	0
DQ591664	0	0	0	0	0	0
GAL3ST1	65	234	478	122	85	152
SNORA6	0	2	0	0	0	4
NCR2	0	0	0	0	0	0
NAP1L5	0	2	0	0	0	1
COLGALT1	1499	2907	6623	2795	1489	3214
PHACTR2	46	64	236	199	133	203
BX537481	0	0	4	20	0	2
GAPDHS	0	0	0	0	0	0
C15orf48	496	1031	1845	3281	1881	3111
PQLC1	241	523	964	253	96	351
RWDD2B	127	262	591	309	167	304
PDZRN4	0	0	0	0	0	0
LOC100506472	14	28	64	44	20	39
TCRAVN1	0	0	0	0	0	0
BEX2	11	42	109	75	45	59
MT4	0	0	0	1	0	0
RCC1	912	1740	3921	2307	1132	2192
TMEM196	0	0	0	0	0	0
TRAPPC3L	0	0	0	0	0	0
HIST2H2BA	0	1	3	1	1	0
BC042823	15	14	59	30	18	17
MIR4303	0	0	0	0	0	0
ST3GAL6-AS1	0	3	9	1	0	2
AX747962	0	0	0	0	0	1
SSTR3	0	0	0	0	0	0
EXOSC8	271	483	970	429	258	440
DNAH8	0	0	1	1	0	5
IL32	662	1565	3038	3974	1901	3814
MIR4536-1	0	0	0	0	0	0
NSG1	0	4	6	7	5	4
NARR	0	51	14	0	5	0
LOC100506403	0	0	0	0	0	0
BC062753	18	19	29	36	16	38
AK097289	4	5	4	3	8	10
PGM5-AS1	0	0	0	0	0	0
TOP1P1	6	1	33	12	8	17
DQ590289	0	0	0	0	0	0
ZNF365	109	132	370	256	161	243
MARC2	81	112	361	102	47	117
JA700154	0	0	0	0	0	0
ERI3	455	991	2034	539	262	552
BC038535	0	0	0	0	0	0
SLC19A2	251	221	795	528	279	455
TRABD2A	8	16	34	11	13	10
DIAPH3-AS1	0	0	0	0	0	0
FAM153A	4	8	20	21	26	44
TSC22D3	576	989	2337	872	442	975
MGC21881	24	64	123	30	10	32
MIR3158-1	0	0	0	0	0	0
C12orf29	186	201	605	449	242	405
RPLP1	10959	30333	49859	19897	10284	25413
MROH9	0	0	0	0	0	0
CRTC2	300	552	1207	779	407	844
TMEM97	1519	2454	5947	911	529	876
NAGS	22	45	143	90	52	111
UHRF1BP1L	94	127	413	219	116	186
DJ439558	0	0	0	0	0	0
LOC151475	1	8	11	21	12	32
NDUFC1	316	692	1233	420	210	440
RBBP6	522	851	1988	1834	1193	1791
DQ578778	0	0	0	0	0	0
SLC25A41	16	20	41	42	9	31
GNB4	259	316	1084	1236	615	1168
SELK	393	738	1526	667	431	682
DQ577714	13	24	90	32	0	49
PIGK	482	648	1815	826	477	685
BCL2L1	3301	6559	14653	10817	5141	10620
PHF21A	140	227	569	407	235	453
CHM	177	199	700	410	255	380
FGF19	3	9	12	113	54	129
AK4	791	1116	3028	903	690	942
DNAL1	100	101	328	116	80	142
FAM174B	82	141	317	142	73	141
PKD2L1	0	0	0	0	0	0
OR10H5	0	0	0	0	0	1
DKFZP586I1420	26	52	90	66	47	78
DAPK1	1029	1503	4393	1932	1118	2153
PCDH1	1516	2599	7159	3817	1867	4331
SNRPA	539	1345	2525	972	514	1131
FAM41AY2	0	0	0	0	0	0
B3GNT9	109	241	591	194	160	298
AK311445	0	0	0	0	0	0
AK022787	33	95	58	112	278	4
LINC00705	1	0	0	0	0	0
DL489966	0	0	0	0	0	0
ZNF564	34	53	180	195	130	165
PHLDB1	198	348	798	433	236	474
BC040927	0	0	0	0	0	0
DQ570523	0	0	0	0	0	0
DQ575764	0	0	0	0	0	0
DQ598729	0	0	0	0	0	0
HIST1H2AM	4	23	15	5	9	19
MRPS7	444	1124	2250	841	437	889
KCNB2	0	0	0	0	0	0
RPL18	4720	11384	21660	6861	3811	7818
LEF1	3	0	3	2	0	0
SLFN12L	2	2	5	3	0	7
BC039477	0	0	0	0	0	1
NPAS3	0	0	0	0	0	0
SRP72	492	717	1767	1015	484	945
SLC7A10	0	0	0	0	0	1
RAC2	211	453	989	905	487	1055
RFXAP	26	38	98	43	43	37
DQ579700	0	0	0	0	0	0
NT5DC4	12	22	56	50	11	75
CHIA	0	0	0	0	0	0
SUGP2	267	393	1172	431	247	415
WHSC1	642	1181	3137	1374	720	1363
TFAP2C	22	29	80	71	38	82
AK311497	0	1	0	0	0	3
OR2AG2	0	0	0	0	0	0
TMIGD1	0	0	0	0	0	0
NPHP4	74	104	281	70	46	105
CACNA1G-AS1	0	0	0	0	0	0
SLC25A46	336	350	1146	636	351	537
DQ655969	0	0	0	0	0	0
TMEM18	134	256	554	200	134	228
ENTPD5	17	27	121	66	24	70
SULT1C2P1	0	0	0	0	0	0
MIRLET7B	0	0	0	0	0	0
SUSD1	231	336	947	497	236	510
KIAA0754	356	215	1928	1319	533	1313
MDFI	92	206	440	395	188	406
CCDC62	1	3	6	5	2	5
ILVBL	400	937	1946	554	321	673
AX747067	12	7	68	7	5	5
BC141902	0	0	0	0	0	0
FASN	3231	6570	16098	2459	1208	3181
ZNF846	18	28	50	34	34	47
DQ594981	0	0	0	0	0	0
AX813477	0	0	0	0	0	0
ZBTB33	248	243	790	1020	528	863
GDNF-AS1	0	0	0	1	0	0
PAOX	7	25	66	36	19	42
OR7E12P	4	2	3	4	0	3
RGS5	23	40	92	75	34	59
PGR	0	0	0	0	0	0
BC044741	0	5	6	11	4	14
CRIPAK	6	39	57	13	13	31
ZNF174	68	141	360	165	116	187
BC036196	0	1	7	6	1	6
CSTF1	206	422	1005	389	212	466
FLG2	0	0	1	4	0	0
FAN1	46	72	221	99	49	104
MIR1296	0	0	0	0	0	0
TMEM200B	3	10	23	5	9	4
MDH2	1211	2762	5309	2105	1037	2299
COLEC10	0	1	6	23	12	17
C9orf129	0	0	0	0	0	0
NAGLU	499	1040	2305	783	411	912
SLC27A2	126	215	448	131	102	139
DNAJB3	0	1	0	1	0	3
GSTM1	175	436	773	258	133	283
LCN9	0	0	0	0	0	0
IYD	5	4	17	70	44	44
BC035104	0	0	0	1	0	0
EXOSC9	140	261	606	334	183	279
SLFNL1-AS1	8	23	63	29	14	30
JB050011	0	0	0	0	0	0
CCDC173	53	119	234	82	47	79
DQ590394	0	0	0	0	0	0
LINC00265	21	72	167	140	74	142
IQCA1L	0	0	0	0	0	0
SKIV2L2	533	666	1894	1148	616	1047
AMOTL1	359	520	1583	681	303	661
ZNF367	129	118	417	171	130	158
SOX18	0	0	0	0	0	0
MIR4424	0	0	0	0	0	0
MIR3689E	0	0	0	0	0	0
CD6	5	6	21	4	2	6
AX747968	0	0	0	0	0	0
MIR4669	0	0	0	0	0	0
POLA1	225	299	818	266	159	269
SNORA70D	0	0	0	0	0	0
CT47A1	0	0	0	0	0	0
DPM1	745	1240	2679	1556	743	1409
FMO6P	2	0	0	0	0	1
ZNF155	40	54	103	121	67	134
ZNF552	133	176	491	207	113	234
MIA-RAB4B	0	5	0	51	13	33
MIR4650-2	0	0	0	0	0	0
SNORD71	0	0	0	0	0	0
GKN1	0	1	0	0	0	0
LOC645949	0	0	0	1	0	1
COLEC11	1	0	3	1	0	0
C20orf196	10	21	40	28	3	26
RPS15A	6011	12350	23074	14404	8185	14977
LINC00898	0	0	0	0	0	0
TLK1	241	302	802	510	355	509
TRUB1	227	204	708	672	388	560
TBC1D9B	1203	2215	5822	1939	962	2090
KIF17	1	2	8	5	2	2
BOLA3	292	664	1246	449	244	495
KIAA1751	2	7	7	5	2	4
DQ585001	0	0	0	0	0	0
CCNI2	9	27	44	24	5	17
MIR4273	0	0	0	0	0	0
SYTL4	132	218	559	300	156	289
DQ589679	0	0	0	0	0	0
AK021537	0	0	0	0	0	0
DQ590011	0	0	0	0	0	0
AL157440	1	7	21	51	25	45
SOX15	3	12	21	18	1	14
NEDD4	337	352	1212	3251	1706	3185
MIR4744	0	0	0	0	0	0
DQ580039	0	0	2	1	0	2
DQ578369	0	0	0	0	0	0
ST3GAL2	162	273	581	272	130	352
DNAJC3	247	286	809	408	222	365
FLJ44955	9	16	25	35	14	27
OPCML	0	0	0	0	0	0
VAMP5	39	113	204	187	89	243
DQ595015	0	0	0	0	0	0
KRT6C	0	0	0	0	1	0
CACNA2D2	1	8	10	8	11	7
MRPL33	493	1151	1989	1482	816	1220
HORMAD1	0	0	0	0	0	0
POLG2	37	46	179	88	44	95
ZNF513	69	169	410	250	108	320
MIR181B1	0	0	0	0	0	0
FAM5C	0	0	0	0	0	0
MIR4491	0	0	0	0	0	0
MIR4780	0	0	0	0	0	0
BC068238	0	0	0	0	1	0
ZNF791	19	39	120	135	71	104
APOO	229	355	793	312	175	260
LINC00441	0	0	6	3	3	3
LOC100996291	1	3	13	9	3	7
PTRHD1	93	233	470	106	58	143
PLEKHA8	308	389	1066	687	382	615
YAF2	44	48	106	68	59	82
YTHDC1	490	672	1678	1640	982	1608
PTGER4P2-CDK2AP2P2	6	3	38	6	3	7
DQ592978	0	0	0	0	0	0
DQ587882	0	0	0	0	0	0
LEMD2	1217	2474	5042	1963	1073	2274
DCTN5	1083	1649	4332	1787	882	1763
LINC00851	0	0	0	0	0	0
MIR3179-2	0	0	0	0	0	0
GXYLT1	141	149	431	206	139	168
BCRP3	7	6	18	8	0	9
GSX1	0	0	0	2	0	0
BD495725	8	6	44	21	14	22
PSG7	0	0	0	2	0	1
ABHD5	207	262	642	281	126	241
RBM26-AS1	5	2	17	8	8	4
HADHA	1902	3438	7623	3833	2108	3785
DQ598070	0	0	0	0	0	0
NMNAT2	7	12	80	52	18	50
LRRC8E	38	103	206	127	56	146
MIR372	0	1	0	0	0	0
PTPN20B	39	41	111	61	63	53
TMEM200A	0	0	0	0	2	0
PLA2G4B	13	15	34	29	9	21
RGAG1	0	0	1	51	17	47
SEMA4F	154	343	803	343	195	377
MYL12B	7830	14997	30006	14738	8261	13961
TM4SF20	1	1	1	4	0	2
MIR3911	0	0	0	0	0	0
BAG3	401	805	1792	589	289	725
C1orf185	0	0	0	0	0	0
LMO3	2	0	2	1	2	0
LINC00595	0	0	0	0	0	0
FRG1	194	277	507	204	139	228
MIR4762	0	0	0	0	0	0
ID2	451	748	1867	451	308	488
L26953	638	963	2211	1659	1089	1436
FRK	76	81	318	292	136	252
NOMO3	1390	2243	5767	2232	1489	2581
AK097119	5	14	33	26	18	14
ITIH5	34	71	193	63	64	94
DJ439530	0	0	0	0	0	0
LIMK1	447	876	1911	854	407	955
AMPD2	237	481	1076	388	231	424
KHDC1L	0	0	1	0	1	0
AL162052	2	0	4	5	0	4
AK123878	0	0	0	0	0	0
PCIF1	326	603	1220	538	249	645
RAG1	14	13	67	45	26	50
NOVA1	0	0	0	0	0	0
LOC339622	0	0	0	0	0	0
MIR4710	0	0	0	0	0	0
CATSPER1	13	19	42	32	22	49
MROH6	349	772	1525	633	334	818
MX1	351	714	1719	12413	6386	12319
POTED	0	0	0	0	0	0
BAZ2B	134	119	454	552	342	490
POMP	924	1579	3109	1371	780	1261
FARSB	1292	2003	4877	2009	1028	1895
MITF	288	367	1074	795	441	710
GK2	0	0	0	0	0	0
BC038778	0	3	1	2	0	0
PATZ1	227	447	1113	563	308	621
AK123263	5	6	13	3	1	8
KRTAP19-5	0	0	0	0	0	0
SERPING1	693	1360	2794	2019	1060	2164
ADH1B	0	0	0	0	0	0
OR5AP2	0	0	0	0	0	0
SMIM3	71	172	399	111	50	103
C3orf62	28	51	120	56	32	82
DQ569946	0	0	0	0	0	0
ZNF587	327	405	1843	894	387	981
ATP13A1	304	608	1319	444	222	520
PPA2	566	999	1844	785	477	782
BC080653	0	0	0	12	0	0
STON1	9	7	26	14	14	19
MOCS3	186	289	885	460	241	485
TUBAL3	5	3	10	6	4	1
SLC35D2	122	236	492	309	149	340
TRHDE	224	254	979	300	151	322
ZNF503-AS1	6	14	28	37	14	21
MESDC1	422	878	1798	568	417	973
BC113726	0	0	0	0	1	0
MAB21L2	3	4	9	2	0	11
SYT13	782	1088	2846	1906	1039	1849
ASAH2	0	1	10	7	5	2
TRNA_Trp	0	0	0	0	0	0
TOP2B	1055	1417	3449	1662	1122	1545
DQ599610	0	0	0	0	0	0
UTS2B	2	8	21	18	14	14
CXorf56	249	350	1021	355	177	385
CELP	0	0	0	0	0	0
ZNF439	0	7	4	6	6	10
H2AFZ	2957	6390	13279	4347	2150	4261
Z49981	0	0	0	0	0	0
HIST1H2APS1	0	0	0	0	0	0
AX746596	0	0	0	0	0	1
TMEM72-AS1	0	0	0	0	0	0
RRNAD1	216	554	1058	640	339	720
ST7	128	193	502	218	121	202
DQ586639	0	0	0	0	0	0
CD164L2	0	0	0	0	0	0
BC040909	1	0	4	0	0	7
JA483376	0	0	0	0	0	0
ABCA6	3	0	1	1	2	1
HNF1B	802	1406	3367	1848	995	2169
EIF4E	687	780	2223	1243	651	1172
PDCL3	247	476	973	751	388	761
FAM171B	117	99	419	212	119	209
CCL19	0	0	0	0	0	0
WDR35	125	132	391	208	124	168
FSD1L	16	9	60	137	85	143
SLC25A11	351	732	1617	562	264	638
DQ587855	0	0	0	0	0	0
COMMD1	111	242	508	201	106	176
CXorf40A	87	224	485	258	148	297
LOC100129316	0	0	0	0	0	1
CTSG	0	0	0	0	0	0
