Gene	SAMN14563423_Series7_Calu3_Mock_1	SAMN14563422_Series7_Calu3_Mock_2	SAMN14563421_Series7_Calu3_Mock_3	SAMN14563420_Series7_Calu3_SARS-CoV-2_1	SAMN14563419_Series7_Calu3_SARS-CoV-2_2	SAMN14563418_Series7_Calu3_SARS-CoV-2_3
B4GALT5	53.93	38.45	52.74	137.77	139.7	115.4
LOC100506023	0.28	0.19	0.2	0.19	0.1	0.15
SMR3B	0.0	0.0	0.0	0.0	0.0	0.0
BC042378	0.0	0.0	0.0	0.0	0.0	0.0
RHCE	1.0	0.32	0.47	1.22	1.56	0.99
UBALD1	19.79	23.41	22.04	17.49	15.26	18.76
AX747264	0.0	0.0	0.0	0.06	0.0	0.08
RSC1A1	1.82	0.46	2.85	3.11	2.44	2.65
FMR1	18.34	9.19	12.47	27.29	32.83	17.28
LINC00487	0.0	0.0	0.0	0.14	0.0	0.0
MAP2K2	71.86	82.76	78.91	57.43	62.31	53.11
TFB1M	16.59	10.52	11.51	7.76	8.74	10.41
TMEM40	0.13	0.58	0.32	2.03	1.65	1.57
RPAP2	7.38	5.28	4.87	11.12	12.01	6.71
SAP30L	7.08	6.08	6.95	3.95	5.52	4.04
ANXA6	19.76	20.46	19.37	13.11	13.74	11.23
MIR1203	0.0	0.0	0.0	0.0	0.0	0.0
Nup88	0.0	0.13	0.14	0.26	0.83	0.0
MIR3939	0.0	0.0	0.0	0.0	0.0	0.0
RABGGTB	66.22	53.93	56.8	98.07	116.03	71.42
Z24749	7.66	2.88	0.0	8.08	24.73	0.0
PRKD3	11.54	6.45	9.57	12.51	12.84	8.65
MIB1	5.25	2.51	5.19	6.18	6.44	4.17
KRTAP21-1	0.0	0.0	0.0	0.0	0.0	0.0
RDX	26.06	12.2	19.58	20.41	22.1	16.74
BV13S1J2.7	0.0	0.0	0.0	0.0	0.0	0.0
BNIP2	37.24	22.37	32.47	48.19	53.68	34.01
SOX15	0.46	0.91	0.78	1.35	0.14	0.82
ZFPM1	0.62	1.3	0.8	0.52	0.45	1.09
AMT	11.31	10.03	11.42	8.2	6.17	6.27
RORA	0.13	0.13	0.35	0.49	1.02	0.44
CKB	59.85	73.75	63.05	60.97	57.2	54.55
LOC728730	3.21	3.1	2.6	4.03	5.06	3.34
DM075093	0.0	0.0	0.0	0.0	0.0	0.0
MIR3913-2	0.0	0.0	0.0	0.0	0.0	0.0
RXFP2	0.0	0.0	0.0	0.0	0.0	0.0
ADM2	4.15	4.75	3.67	17.39	15.69	15.72
PPARGC1B	0.75	1.01	1.26	1.95	1.2	1.41
HNRNPUL2-BSCL2	33.97	30.32	34.88	35.05	29.95	29.63
NHLRC2	1.68	0.96	2.06	2.02	2.09	1.88
LOC153910	0.0	0.0	0.0	0.0	0.0	0.03
ISCA2	38.2	39.17	33.2	23.07	24.42	19.15
LOC339442	0.0	0.0	0.0	0.0	0.0	0.0
LOC100132707	2.38	1.67	1.85	3.98	3.34	2.67
BC030111	0.0	0.0	0.0	0.0	0.0	0.0
BC069804	0.0	0.06	0.0	0.0	0.0	0.05
PRUNE	12.51	10.04	11.84	12.02	12.41	11.21
TIMM23	102.15	97.99	103.67	87.79	83.28	70.16
TNFAIP2	19.98	19.5	21.88	234.01	214.38	188.0
AY387666	0.0	0.0	0.08	0.0	0.0	0.12
SLC35C2	46.23	48.39	47.99	46.02	45.26	36.59
LINC00323	0.0	0.0	0.02	0.1	0.0	0.04
RASGRP4	0.35	0.39	0.28	0.19	0.29	0.41
ZNF663	0.0	0.0	0.0	0.0	0.0	0.07
MIR4751	0.0	0.0	0.0	0.0	0.0	0.0
ZNF324	6.28	5.66	8.36	7.03	9.29	7.76
POFUT1	45.08	37.93	49.03	42.04	40.5	36.06
FIGN	1.18	0.96	1.76	1.67	1.98	1.47
AK299501	2.03	1.87	2.83	2.06	1.57	1.81
KRT40	0.0	0.15	0.14	0.35	0.09	0.26
ADAT2	2.16	1.23	1.9	2.48	1.88	1.56
MT2A	35.22	42.65	34.59	226.69	190.06	207.91
PHF21A	5.42	3.47	5.21	8.41	7.76	6.86
TUT1	11.74	13.28	14.28	16.89	14.91	14.58
UBFD1	28.64	15.46	27.15	29.26	29.14	22.22
DQ583079	0.0	0.0	0.0	0.0	0.0	0.0
PPP2R3B	10.74	13.8	11.24	7.3	7.76	6.28
SNORD115-45	0.0	0.0	0.0	0.0	0.0	0.0
AX747098	0.0	0.0	0.0	0.18	0.0	0.42
OR2AG2	0.0	0.0	0.0	0.0	0.0	0.0
TCF24	0.0	0.0	0.0	0.0	0.0	0.0
DQ601004	0.0	0.0	0.0	0.0	0.0	0.0
LINC00087	2.88	2.58	3.12	1.13	2.09	1.68
DSCR4	0.0	0.0	0.0	0.0	0.0	0.0
MIR1276	0.0	0.0	0.0	0.0	0.0	0.0
TMEM178A	0.14	0.43	0.53	0.83	0.43	1.13
SRGAP2D	4.88	4.7	6.46	8.37	3.4	6.64
DIAPH3	6.08	4.18	4.44	6.69	5.9	4.91
CCDC17	2.01	0.69	0.72	1.81	1.22	0.76
DQ595048	0.0	0.0	0.0	0.0	0.0	0.0
DDIT4	244.98	241.28	267.46	411.26	541.96	428.3
HBD	0.0	0.0	0.0	0.0	0.0	0.0
Mir_625	0.0	0.0	0.0	0.0	0.0	0.0
DYNC1I2	67.88	34.48	46.12	53.22	56.78	37.96
KIAA1967	45.98	46.51	49.6	38.84	38.12	32.24
OR2D3	0.0	0.0	0.0	0.0	0.0	0.0
AHSA2	9.78	7.8	9.13	8.68	6.08	5.61
ARHGEF38	1.91	1.4	1.76	4.76	3.9	3.07
ICOSLG	1.47	1.54	1.69	2.95	2.81	3.27
MIR301A	0.0	0.0	0.0	0.0	0.0	0.0
BC070495	8.18	5.16	8.37	10.14	12.68	7.03
POM121C	5.42	6.53	7.95	8.67	8.42	7.69
SEMA3F	0.46	0.45	0.62	0.47	0.93	0.35
POLR2A	17.72	12.19	18.15	22.82	16.87	18.97
ZCCHC8	8.39	8.02	9.3	19.46	18.77	13.4
DUSP7	4.9	4.89	5.56	6.08	4.61	4.9
LCE1D	0.0	0.0	0.0	0.0	0.0	0.0
ZNF146	61.02	50.08	64.79	106.63	92.88	65.27
SMPDL3A	3.55	1.97	2.72	2.84	3.25	2.48
STRIP2	3.55	2.51	3.53	2.77	3.2	2.1
OBFC1	3.19	3.31	3.22	2.88	3.61	2.56
FAM182A	0.0	0.0	0.0	0.04	0.0	0.0
TBC1D30	3.3	2.04	2.69	2.69	1.24	1.57
LOC440518	0.0	0.0	0.0	0.0	0.0	0.0
ITGBL1	0.16	0.04	0.09	0.06	0.07	0.05
GPA33	0.0	0.07	0.07	0.11	0.0	0.08
LIMCH1	14.03	9.65	14.1	21.65	25.89	15.29
LOC440461	0.0	0.25	0.03	0.06	0.0	0.29
CNOT7	71.1	42.12	59.05	57.7	56.74	41.85
RIT2	0.0	0.0	0.0	0.0	0.0	0.0
CTGF	261.46	233.91	235.95	1426.64	1466.58	1200.5
MSH5	5.31	9.39	7.71	16.33	3.45	2.04
DDX51	6.3	8.12	7.31	7.09	6.49	5.88
DQ575962	0.0	0.0	0.0	0.0	0.0	0.0
ZFAND6	114.72	71.27	95.88	106.5	112.96	74.37
TGOLN2	89.66	65.36	89.99	95.85	94.95	74.49
BC038755	0.0	0.0	0.0	0.0	0.0	0.0
LRFN2	0.0	0.0	0.0	0.0	0.0	0.0
PLXNB3	5.84	4.6	6.17	5.9	4.78	6.04
MAPKAPK5-AS1	23.21	23.88	17.95	18.1	17.6	14.46
AX747003	0.59	1.47	0.69	0.45	1.11	0.81
LOC100132831	0.0	0.0	0.0	0.0	0.0	0.0
CCDC130	8.57	7.72	11.87	13.96	10.74	12.85
AK298119	0.0	0.0	0.0	0.0	0.0	0.0
FOSB	1.16	1.37	1.81	14.12	13.68	13.55
IRX3	3.33	4.72	4.73	4.28	5.43	4.65
ETV5	29.01	21.11	28.06	29.2	30.04	23.88
LOC728875	2.28	2.49	7.9	9.97	4.21	3.99
RBM4B	13.12	13.34	13.31	9.34	9.78	8.07
JA611241	0.0	0.0	0.0	0.0	0.0	0.0
LOC402160	0.0	0.0	0.0	0.0	0.0	0.0
BC033373	0.0	0.09	0.02	0.12	0.0	0.05
RNF32	1.86	1.53	1.66	1.65	1.89	1.76
DMRT2	0.0	0.0	0.0	0.15	0.0	0.0
DQ591798	0.0	0.0	0.0	0.0	0.0	0.0
MIR3606	0.0	0.0	0.0	0.0	0.0	0.0
CHRDL2	0.0	0.0	0.0	0.0	0.0	0.0
MIR5090	0.0	0.0	0.0	0.0	0.0	0.0
RAG1	0.58	0.19	0.49	0.66	0.94	0.57
MIR3182	0.0	0.0	0.0	0.0	0.0	0.0
NCRNA00185	0.0	0.0	0.0	0.0	0.0	0.05
IRS4	0.1	0.0	0.0	0.05	0.0	0.0
DQ593368	0.0	0.0	0.0	0.0	0.0	0.0
C1orf106	45.41	45.04	55.55	79.7	72.09	66.99
MIER1	7.19	3.63	5.01	13.47	15.93	10.89
TSPAN5	7.02	6.11	6.44	5.22	4.59	3.42
ERLEC1	54.14	32.17	44.36	55.99	66.68	39.95
B9D2	7.74	8.24	7.64	3.58	0.98	3.11
CRHR2	0.0	0.0	0.02	0.07	0.0	0.48
TMEM158	4.14	3.56	2.96	0.93	2.23	2.0
LACTB	17.02	12.79	13.88	22.07	27.85	15.81
ZNF48	13.28	12.47	14.04	12.5	13.42	11.08
DQ579261	0.0	0.0	0.0	0.0	0.0	0.0
ATP10B	0.45	0.44	0.54	0.99	0.93	0.94
NPNT	46.33	29.6	44.36	31.04	37.66	23.02
KCNN1	0.0	0.04	0.03	0.2	1.23	0.52
SCHIP1	1.74	1.1	0.9	7.74	1.75	1.54
ICMT	45.4	40.71	46.91	26.61	26.1	20.69
NTAN1	56.39	59.27	57.09	53.52	66.14	40.67
RETNLB	0.0	0.0	0.0	0.0	0.0	0.0
CLPS	0.0	0.0	0.0	0.0	0.0	0.0
TTC6	0.41	0.1	0.2	0.1	0.74	0.23
CHFR	9.73	11.2	12.23	13.98	10.05	10.2
PADI4	0.09	0.0	0.0	0.0	0.0	0.03
CHD8	9.95	7.87	10.85	15.5	15.48	12.56
AF086351	3.15	1.08	1.26	1.09	4.75	0.28
PLA2G3	0.0	0.0	0.0	0.0	0.0	0.0
AB007962	0.0	0.02	0.07	0.08	0.36	0.09
GTF2A2	50.33	35.04	39.16	47.92	46.85	28.57
TACR2	0.15	0.59	0.86	0.43	0.8	0.67
DPAGT1	28.85	28.99	31.92	22.7	21.58	20.15
RPL23AP82	32.79	35.61	30.01	27.36	21.83	19.51
AK097658	0.14	0.21	0.27	0.0	0.0	0.05
NRF1	5.63	5.73	6.07	5.19	5.29	4.14
CCDC120	10.89	9.2	9.98	11.68	9.96	11.98
FUT1	0.8	0.61	0.78	5.99	4.24	4.04
AK307233	1.53	2.07	1.25	1.58	1.53	1.61
NUDT16P1	12.31	11.93	14.17	13.89	13.3	9.99
ZNF224	6.89	5.24	6.17	14.77	16.74	10.28
TOMM40L	11.08	10.6	11.87	10.58	11.17	8.13
CARD17	0.0	0.0	0.0	0.0	0.0	0.0
FW340027	0.0	0.14	0.13	0.22	0.74	0.32
ZNF282	12.47	13.17	13.74	17.95	13.86	13.39
MIR4650-1	0.0	0.0	0.0	0.0	0.0	0.0
LINC00339	6.45	11.38	9.58	10.09	13.04	10.49
OS9	200.75	201.62	200.2	146.4	150.9	121.84
CPA4	0.31	0.0	0.02	0.0	0.0	0.03
RBM15B	20.17	18.18	20.76	18.59	19.01	15.67
AK024535	0.0	17.47	0.48	0.0	5.12	0.11
DQ599294	0.0	0.0	0.0	0.0	0.0	0.0
BC040700	3.59	3.37	2.82	2.59	3.34	2.02
VIMP	89.78	94.2	83.65	90.32	80.18	61.14
BCOR	4.64	3.57	5.24	8.38	10.49	6.79
PRAMEF1	0.0	0.0	0.0	0.0	0.0	0.0
LRP8	26.26	19.99	26.78	15.14	15.03	11.85
BC041879	0.08	0.0	0.08	0.04	0.0	0.06
AK125397	0.0	0.0	0.0	0.0	0.0	0.0
BC016831	0.59	0.39	0.24	0.67	0.36	1.12
SERTAD4	4.01	2.05	4.53	6.65	5.03	5.29
JAM2	0.0	0.02	0.03	0.08	0.04	0.06
MAPK8IP3	12.69	12.9	16.62	19.16	16.87	15.77
CTAGE6	0.41	0.31	0.74	0.5	0.78	0.56
TBC1D16	7.82	7.81	9.55	12.44	10.28	10.42
PRTN3	0.0	0.22	0.0	0.0	0.0	0.0
TNR	0.0	0.0	0.0	0.0	0.0	0.0
MLLT10	10.21	7.83	8.55	10.75	8.33	8.45
SBK2	0.0	0.0	0.05	0.0	0.0	0.0
LINC00461	0.57	0.42	0.26	0.09	0.22	0.09
C19orf67	0.0	0.22	0.11	0.07	0.27	0.0
RDM1	6.72	5.24	7.34	4.46	3.12	3.19
MIR3146	0.0	0.0	0.0	0.0	0.0	0.0
C17orf67	3.9	2.35	2.87	4.52	6.05	4.07
PHF17	7.43	5.55	7.17	8.21	7.71	5.93
MIER2	9.24	8.5	11.07	13.03	13.09	11.04
CSF2RA	2.63	3.11	2.46	5.93	5.28	4.38
DQ572877	0.0	0.0	0.0	0.0	0.0	0.0
TGFB1	51.42	62.23	61.27	54.13	60.45	58.96
AK092150	1.95	1.26	1.66	0.7	1.67	0.9
DUX4L2	0.08	0.0	0.0	0.0	0.0	0.0
CDKN2B_AS	0.0	0.0	0.0	0.0	0.0	0.0
SYNPO2L	0.05	0.05	0.06	0.16	0.08	0.09
T-Cell Receptor V-alpha region	0.0	0.0	0.0	0.0	0.0	0.0
MIDN	13.07	16.5	17.31	25.06	23.84	23.15
NEAT1	4.14	3.82	4.44	19.42	18.53	14.7
MMP11	2.9	2.7	2.97	3.06	3.12	2.69
IFITM2	3.58	3.23	3.31	21.55	22.24	17.47
CMPK1	123.16	74.53	105.51	139.55	160.72	98.31
LINC00202-2	0.0	0.0	0.02	0.0	0.0	0.0
HCG9	0.0	0.38	0.0	0.0	0.0	0.28
CORO2A	9.56	7.75	10.87	15.62	14.87	12.81
CHST10	8.93	9.37	9.56	8.4	7.44	6.81
MIR5696	0.0	0.0	0.0	0.0	0.0	0.0
MIR193B	0.0	0.0	0.0	0.0	0.0	0.0
WDR64	0.05	0.0	0.0	0.0	0.0	0.0
ADK	49.32	39.02	44.98	37.5	40.81	27.01
RNF103-CHMP3	0.72	0.17	0.0	0.0	0.0	0.03
TMEM200C	0.0	0.0	0.0	0.0	0.0	0.0
IFI27L1	11.54	11.34	14.72	10.16	8.18	10.98
JDP2	3.7	2.93	3.36	11.07	9.63	8.46
CSPG4P1Y	0.0	0.14	0.0	0.0	0.0	0.0
OCM	0.0	0.0	0.0	0.0	0.0	0.0
C6orf120	20.5	17.76	21.45	21.96	16.7	18.72
AK308439	0.57	2.09	1.68	3.28	3.31	1.17
FAM175A	2.6	1.17	2.16	4.53	5.29	3.32
C19orf40	6.07	7.76	6.37	7.2	8.72	6.65
ZFP91	26.07	15.46	24.29	29.8	28.92	22.64
TEX13A	0.0	0.0	0.0	0.0	0.0	0.0
RIMBP3C	0.2	0.05	0.1	0.0	0.15	0.08
LINC00282	0.0	0.0	0.01	0.0	0.0	0.04
PAQR6	2.69	2.89	2.56	3.74	5.38	2.23
GAA	47.35	51.33	53.59	49.59	50.2	49.87
YIPF5	35.4	21.86	31.68	34.03	36.98	26.57
GOLGA4	13.95	7.79	9.55	17.04	20.07	12.02
FRG1	41.21	29.35	26.2	21.29	26.8	18.45
DLX5	0.0	0.07	0.0	0.07	0.14	0.0
DQ586641	0.0	0.0	0.0	0.0	0.0	0.0
SUMO1P3	0.0	0.0	0.0	0.0	0.0	0.0
OLFML2A	0.59	0.53	0.53	0.4	0.45	0.3
NAA40	16.21	14.55	17.46	11.5	11.94	7.66
HNRNPA3P1	0.07	0.0	0.08	0.07	0.0	0.03
ZBTB24	2.95	2.42	3.59	4.52	6.1	4.24
NADSYN1	34.86	34.79	37.18	21.17	23.72	19.28
AK057689	0.34	0.17	0.26	0.34	0.0	0.0
KLRF1	0.83	0.26	0.3	0.7	0.0	0.53
RACGAP1	35.25	28.34	35.36	21.42	19.59	17.23
EPB41L5	10.0	7.16	9.32	11.71	11.18	7.94
DQ601219	0.0	0.0	0.0	0.0	0.0	0.0
OR5D14	0.0	0.0	0.0	0.0	0.0	0.0
HOXB3	25.61	22.34	26.75	27.51	23.55	21.85
MC3R	0.0	0.0	0.0	0.0	0.0	0.0
NPB	0.4	2.59	2.34	0.2	0.0	0.46
LBH	3.51	4.17	2.97	5.69	4.54	4.64
DNAJC27	1.25	0.67	0.94	1.1	1.41	0.85
CNPY1	0.0	0.05	0.11	0.04	0.08	0.0
ST13	212.43	162.9	192.96	171.07	190.25	133.35
JA715139	0.0	0.0	0.0	0.0	0.0	0.0
BHLHE40-AS1	0.89	0.47	0.59	0.26	0.81	0.52
ANKS1B	0.08	0.0	0.15	0.28	0.07	0.17
RGPD4	0.17	0.01	0.05	0.02	0.0	0.0
FIS1	118.26	148.51	137.14	95.66	88.85	80.77
AK131224	0.0	0.0	0.0	0.0	0.0	0.0
TMX1	27.57	21.72	37.42	19.75	16.78	16.9
LRP2	0.05	0.02	0.04	0.28	0.23	0.24
SLC36A4	5.79	3.13	4.62	3.28	5.17	2.97
PPP2R5A	37.54	27.05	33.27	34.78	43.27	25.38
KIAA1804	9.73	6.34	8.68	8.57	8.96	5.82
C14orf64	0.0	0.0	0.17	0.19	0.13	0.07
CHDC2	0.0	0.0	0.05	0.0	0.0	0.04
S100A8	0.0	0.0	0.0	0.0	0.0	0.0
LOC100505989	0.48	0.54	0.58	0.92	1.28	1.11
MIR5579	0.0	0.0	0.0	0.0	0.0	0.0
ZBTB5	2.6	1.99	2.54	4.12	3.9	2.9
KIAA1430	9.38	4.23	7.49	9.25	11.78	7.09
MSH6	35.62	27.93	34.53	23.88	24.87	18.72
AB074188	0.0	0.0	0.0	0.0	0.0	0.0
HRH3	0.0	0.0	0.0	0.0	0.0	0.0
ARMC5	6.3	10.9	10.11	6.39	6.87	7.01
LOC100130557	0.58	0.57	0.5	1.43	1.9	1.4
MIR4265	0.0	0.0	0.0	0.0	0.0	0.0
BTBD7	6.83	3.88	7.03	12.1	11.7	7.75
AK291611	0.0	0.0	0.0	0.0	0.0	0.0
TMED10P1	0.69	0.4	0.55	0.46	0.54	0.24
ARHGAP11B	1.13	0.54	1.0	1.17	0.51	0.99
LOC100287639	0.0	0.07	0.0	0.08	0.0	0.0
ROPN1	0.0	0.13	0.59	0.43	0.2	0.17
PKP2	23.24	13.53	22.67	32.44	31.85	22.77
C1orf56	8.62	9.69	9.41	11.36	10.64	9.4
LOC388882	0.0	0.0	0.0	0.0	0.0	0.0
MIA2	2.17	0.74	1.51	2.24	2.28	1.74
SP7	0.0	0.0	0.0	0.0	0.0	0.0
SLC22A23	0.73	0.95	0.74	1.13	0.76	0.98
PRRG2	16.92	25.51	21.65	16.08	17.42	12.33
FAM46C	0.17	0.09	0.23	1.18	0.56	0.59
SNORD41	0.0	0.0	0.0	0.0	0.0	0.0
LOC388499	0.14	0.0	0.0	0.0	0.0	0.0
SNORD32B	0.0	0.0	0.0	0.0	0.0	0.0
FANCI	61.14	47.79	56.56	30.78	31.83	24.02
SYNE1	6.11	4.53	5.86	6.04	6.48	5.16
DPPA5	0.0	0.0	0.0	0.0	0.0	0.0
DQ571461	0.0	0.0	0.0	0.0	0.0	0.0
BC069212	15.99	21.15	18.28	8.23	8.02	5.62
LOC653160	3.21	1.59	1.27	1.62	2.34	0.94
MIR4762	0.0	0.0	0.0	0.0	0.0	0.0
DKFZp586E1322	1.36	1.09	1.29	0.91	1.1	1.03
JA783858	0.0	0.0	0.0	0.0	0.0	0.0
CCDC142	3.86	4.62	4.82	6.57	5.19	4.82
LINC00550	0.0	0.0	0.0	0.0	0.0	0.0
ANKS6	8.38	7.91	9.83	7.05	5.67	5.45
NGF	0.0	0.0	0.0	0.0	0.0	0.0
TRIM15	11.34	11.6	11.1	11.34	12.62	10.96
SPATA7	3.16	2.55	3.22	3.4	4.88	2.22
NEK9	12.42	9.54	10.84	14.59	15.45	11.21
KAT6B	3.11	2.37	3.07	3.47	3.39	3.08
SPATA31A2	0.0	0.0	0.0	0.0	0.0	0.0
AX746903	0.22	0.2	0.05	0.11	0.0	0.09
LOC653513	0.75	0.04	0.3	0.82	0.16	0.56
BC015429	0.0	0.23	0.06	0.0	0.21	0.35
OR10G2	0.0	0.0	0.0	0.0	0.0	0.0
ZNF599	1.4	0.88	1.38	1.09	1.36	0.58
PSMB5	177.74	186.47	189.75	129.59	132.76	99.6
ITPRIPL1	1.9	0.86	1.85	0.83	0.73	1.18
APP	423.91	292.5	405.61	419.04	427.94	331.84
LOC256880	0.11	0.0	0.03	0.07	0.24	0.2
SKA3	15.69	10.98	13.83	12.25	10.52	7.84
LOC100505624	0.0	0.14	0.07	0.0	0.0	0.0
AK094156	0.34	0.47	0.41	0.9	1.99	1.13
SNRNP27	36.23	23.22	27.67	24.26	34.76	20.11
LINC00260	0.0	0.0	0.04	0.0	0.31	0.0
SPCS2	85.38	72.32	83.56	60.41	58.66	46.1
JMJD6	44.85	47.54	46.76	53.89	48.5	40.54
PGPEP1L	0.0	0.0	0.05	0.0	0.0	0.0
BC035370	0.0	0.0	0.0	0.0	0.0	0.0
PITPNC1	2.1	1.37	1.45	0.97	1.6	1.04
MRAP	0.0	0.0	0.0	0.0	0.0	0.0
SPP1	1666.52	1204.04	1424.28	672.76	723.95	545.16
TCHH	0.11	0.04	0.07	0.04	0.15	0.13
JA429839	0.0	0.0	0.0	0.0	0.0	0.0
NCS1	7.74	9.13	9.0	6.82	6.07	5.01
RAB33A	0.2	0.3	0.34	0.19	0.54	0.23
AK098705	0.0	0.0	0.0	0.0	0.0	0.0
CR627049	0.0	0.0	0.0	0.0	0.0	0.0
BC038535	0.0	0.0	0.0	0.0	0.0	0.0
WDR36	9.55	5.33	8.99	12.37	14.04	8.93
HPSE	4.14	4.32	3.78	3.77	2.47	1.64
OR7A10	0.0	0.0	0.0	0.0	0.0	0.0
DPYS	0.0	0.0	0.02	0.0	0.0	0.0
TTC21A	0.88	0.89	1.14	1.34	2.19	1.53
MIR193A	0.0	0.0	0.0	0.0	0.0	0.0
EPGN	0.0	0.25	0.22	0.3	0.24	0.16
LOC649133	0.0	0.0	0.0	0.0	0.0	0.0
FGF20	0.0	0.0	0.06	0.0	0.2	0.09
B3GALT4	18.28	21.19	20.28	22.14	22.96	22.88
AL831977	0.26	0.65	0.0	0.57	0.13	0.14
CNIH	82.87	60.32	69.88	74.21	84.28	54.62
CPSF4	16.98	20.23	18.9	15.0	14.7	14.39
AX748120	1.95	2.12	1.01	1.32	2.54	1.3
TRAPPC3	94.88	111.48	104.55	108.35	104.97	86.17
SLC25A24	23.29	11.97	20.83	25.83	26.54	18.2
FKSG56	6.02	5.95	8.2	9.07	9.8	6.81
DQ593323	0.0	0.0	0.0	0.0	0.0	0.0
RPL15	682.54	655.56	701.46	646.01	664.58	550.75
TRIML2	0.2	0.0	0.05	0.59	0.0	0.23
MIR3074	0.0	0.0	0.0	0.0	0.0	0.0
PLEKHM1P	1.68	3.02	3.55	3.55	3.26	2.14
KIAA0355	5.65	3.75	5.74	9.58	8.44	7.53
HP08474	12.26	2.56	3.26	1.01	1.9	3.88
SACS-AS1	0.0	0.0	0.0	0.0	0.0	0.0
FAM189B	17.05	15.74	13.53	10.68	10.07	8.01
LINC00371	1.2	1.38	3.92	2.31	3.52	1.91
LOC100130673	0.0	0.0	0.0	0.0	0.0	0.0
PCGF6	1.29	2.51	2.34	2.53	3.25	1.34
GSDMD	75.69	93.7	84.32	65.51	64.55	57.16
PTPN20B	3.98	1.7	2.25	2.85	5.89	2.04
BC020935	0.35	0.74	1.38	0.97	0.58	1.06
MAP3K1	8.57	3.87	7.81	12.7	13.35	10.25
DQ577988	0.0	0.0	0.0	0.0	0.0	0.0
AGPAT6	31.59	30.78	35.81	39.8	38.65	32.62
DM376721	0.0	0.0	0.0	0.0	0.0	0.0
KCTD21	6.53	4.06	5.66	6.28	6.19	4.55
NTSR1	0.0	0.1	0.13	0.26	0.0	0.11
MAGEA8	0.0	0.0	0.0	0.0	0.0	0.0
DQ575742	0.0	0.0	0.0	0.0	0.0	0.0
CLASP2	9.85	4.8	8.78	8.53	7.75	7.59
C2orf40	0.0	0.0	0.0	0.0	0.0	0.0
POLE2	11.15	9.77	9.25	5.63	10.11	5.18
SNORA70G	0.0	0.0	0.0	0.0	0.0	0.0
SLC29A4	2.94	3.55	3.17	2.2	2.73	2.48
TYW3	15.53	12.01	13.82	14.11	15.82	9.79
LPO	0.0	0.0	0.0	0.09	0.0	0.16
PTPN6	23.32	24.21	25.03	23.88	24.03	21.26
PSPH	20.81	17.96	23.13	42.3	43.3	35.57
TAPBPL	14.74	14.62	17.07	15.78	15.69	14.44
USP46	3.47	1.7	2.56	2.65	3.16	2.24
ZDHHC4	70.44	75.6	67.85	53.06	60.24	42.91
CPA3	0.0	0.0	0.0	0.0	0.0	0.0
DMC1	5.4	6.32	9.41	6.9	8.14	4.83
WDR59	16.05	16.71	17.58	17.66	18.37	14.86
TSPY2	0.0	0.0	0.0	0.0	0.0	0.0
AB209061	4.45	4.21	3.2	2.71	2.36	2.46
FAM25A	1.69	0.42	0.0	0.42	1.37	0.0
SFTA1P	4.14	2.41	2.94	4.57	1.57	2.76
LINC00894	0.62	0.66	0.52	1.27	0.55	1.19
SHMT1	36.13	37.44	45.77	14.3	14.5	12.23
BC101234	0.0	0.13	0.0	0.09	0.0	0.0
SDC3	13.8	13.47	17.12	14.88	13.57	10.98
FOLR3	0.23	0.0	0.0	0.0	0.0	0.0
MIR4490	0.0	0.0	0.0	0.0	0.0	0.0
HOTTIP	0.11	0.05	0.05	0.0	0.14	0.04
TIA1	17.51	13.05	17.02	26.52	20.37	20.92
CRTC3	3.37	2.76	3.43	4.01	4.37	4.31
DQ579022	0.0	0.0	0.0	0.0	0.0	0.0
LOC340107	0.0	0.0	0.0	0.0	0.0	0.0
MFSD8	5.6	3.34	6.12	4.66	6.7	3.18
AEN	13.06	12.31	13.51	29.36	19.72	20.38
MTERFD1	11.67	8.9	9.89	13.88	13.34	9.41
SMIM1	8.19	8.75	5.74	3.52	6.56	4.17
ZNF180	6.19	3.66	5.0	7.55	7.03	4.76
DQ592688	0.0	0.0	0.0	0.0	0.0	0.0
LYRM1	40.96	28.6	30.69	42.78	44.65	31.14
OR12D2	0.0	0.0	0.0	0.0	0.0	0.0
MAP1LC3B	124.23	124.9	114.71	169.63	207.55	193.44
EGR3	0.37	0.11	0.2	0.52	0.88	1.0
ENPP5	18.64	10.31	15.7	18.03	20.94	13.34
PABPC1L	16.3	17.23	19.18	23.63	18.26	17.57
PPFIA3	3.88	4.99	2.98	3.15	5.45	3.76
B3GNT7	7.79	6.97	8.19	26.84	24.64	26.33
ASB13	11.67	11.91	13.68	10.98	8.82	9.18
ZNF641	2.32	1.31	2.06	4.05	3.17	3.34
DQ585728	0.0	0.0	0.0	0.0	0.0	0.0
NDUFA4	204.51	196.39	194.51	114.3	114.22	95.93
HOTAIR_4	0.0	0.0	0.0	0.0	0.0	0.0
HIST1H3D	1.3	1.31	1.54	2.14	2.38	4.29
MIR5047	0.0	154.62	0.0	0.0	0.0	37.8
CXorf40A	9.79	12.47	13.1	14.06	15.06	12.63
STEAP4	3.29	2.65	3.37	5.14	5.58	3.69
DQ572107	2.64	2.3	2.13	7.32	9.75	5.84
ICOS	0.0	0.0	0.0	0.16	0.0	0.0
FGFBP3	1.98	2.54	1.89	1.75	1.62	0.7
ITPKC	17.14	15.57	17.34	38.16	42.56	34.96
HV745899	0.0	0.0	0.0	0.0	0.0	0.0
