gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	Cell_Identity
PLA2G1B	7.11e-09	-0.513801437	0.011	0.136	0.000187567	Smooth_Muscle_Cells	Mesenchyme
FYB	0.9780628	-0.513917228	0.0	0.295	1.0	Smooth_Muscle_Cells	Mesenchyme
RPS28	3.2699999999999996e-32	-0.5145629420000001	0.989	0.995	8.63e-28	Smooth_Muscle_Cells	Mesenchyme
OAZ1	1.7899999999999997e-27	-0.514787442	0.973	0.98	4.72e-23	Smooth_Muscle_Cells	Mesenchyme
RPL11	3.87e-35	-0.515618914	0.995	0.998	1.02e-30	Smooth_Muscle_Cells	Mesenchyme
TREM2	4.0999999999999996e-14	-0.516264659	0.037000000000000005	0.268	1.0800000000000002e-09	Smooth_Muscle_Cells	Mesenchyme
ALDH1A1	1.6100000000000001e-15	-0.5185042000000001	0.043	0.328	4.25e-11	Smooth_Muscle_Cells	Mesenchyme
PEBP4	1.98e-09	-0.522931878	0.011	0.162	5.23e-05	Smooth_Muscle_Cells	Mesenchyme
BST2	7.74e-17	-0.523025	0.138	0.463	2.04e-12	Smooth_Muscle_Cells	Mesenchyme
SAMSN1	1.02e-14	-0.524954736	0.032	0.302	2.68e-10	Smooth_Muscle_Cells	Mesenchyme
FXYD5	2.39e-19	-0.5267959529999999	0.6809999999999999	0.698	6.3e-15	Smooth_Muscle_Cells	Mesenchyme
RAMP2	1.13e-05	-0.527098695	0.048	0.119	0.299377027	Smooth_Muscle_Cells	Mesenchyme
C19orf33	1.64e-06	-0.5286612270000001	0.005	0.21600000000000005	0.043207948	Smooth_Muscle_Cells	Mesenchyme
ALCAM	1.44e-18	-0.529860652	0.064	0.428	3.79e-14	Smooth_Muscle_Cells	Mesenchyme
CLEC7A	5.859999999999999e-13	-0.53027457	0.016	0.332	1.54e-08	Smooth_Muscle_Cells	Mesenchyme
ACSL1	1.25e-18	-0.530311187	0.069	0.43	3.31e-14	Smooth_Muscle_Cells	Mesenchyme
CSTA	3.96e-16	-0.530373147	0.037000000000000005	0.342	1.04e-11	Smooth_Muscle_Cells	Mesenchyme
AGER	2.17e-08	-0.531141364	0.021	0.105	0.0005725530000000001	Smooth_Muscle_Cells	Mesenchyme
GPX4	6.1700000000000005e-24	-0.531472586	0.926	0.935	1.6300000000000002e-19	Smooth_Muscle_Cells	Mesenchyme
ARRB2	2.1199999999999998e-19	-0.531824493	0.08	0.444	5.59e-15	Smooth_Muscle_Cells	Mesenchyme
HLA-A	7.879999999999998e-17	-0.533808291	0.957	0.958	2.08e-12	Smooth_Muscle_Cells	Mesenchyme
ICAM1	2.33e-13	-0.536877394	0.021	0.265	6.14e-09	Smooth_Muscle_Cells	Mesenchyme
PTPN6	2.79e-09	-0.538937101	0.005	0.39	7.36e-05	Smooth_Muscle_Cells	Mesenchyme
HLA-C	1.47e-17	-0.544969489	0.979	0.973	3.87e-13	Smooth_Muscle_Cells	Mesenchyme
RPS2	6.62e-26	-0.545890814	0.989	0.99	1.7499999999999994e-21	Smooth_Muscle_Cells	Mesenchyme
GPSM3	4.67e-18	-0.547824642	0.048	0.41	1.23e-13	Smooth_Muscle_Cells	Mesenchyme
SCD	2.2899999999999997e-15	-0.5486044720000001	0.043	0.298	6.03e-11	Smooth_Muscle_Cells	Mesenchyme
LIPA	2.28e-17	-0.550680043	0.09	0.387	6e-13	Smooth_Muscle_Cells	Mesenchyme
SGK1	1.7100000000000008e-13	-0.5514096829999999	0.069	0.297	4.51e-09	Smooth_Muscle_Cells	Mesenchyme
RPS24	6.38e-37	-0.552022296	0.995	0.995	1.68e-32	Smooth_Muscle_Cells	Mesenchyme
CYP27A1	2.7999999999999996e-16	-0.5535927979999999	0.085	0.349	7.38e-12	Smooth_Muscle_Cells	Mesenchyme
RNF149	6.09e-19	-0.554028005	0.207	0.52	1.61e-14	Smooth_Muscle_Cells	Mesenchyme
MAFB	3.61e-16	-0.554183566	0.053	0.32299999999999995	9.51e-12	Smooth_Muscle_Cells	Mesenchyme
TNFSF13	1.5099999999999998e-17	-0.555237839	0.043	0.363	3.98e-13	Smooth_Muscle_Cells	Mesenchyme
GLDN	3.76e-09	-0.55547994	0.011	0.272	9.91e-05	Smooth_Muscle_Cells	Mesenchyme
RPS19	1.62e-28	-0.5557696	0.989	0.997	4.28e-24	Smooth_Muscle_Cells	Mesenchyme
PRDX5	1.5999999999999998e-14	-0.557567114	0.8140000000000001	0.809	4.22e-10	Smooth_Muscle_Cells	Mesenchyme
FXYD3	0.977938552	-0.558343361	0.0	0.219	1.0	Smooth_Muscle_Cells	Mesenchyme
ZFP36L2	1.1400000000000002e-13	-0.558545404	0.7020000000000001	0.6629999999999999	3.01e-09	Smooth_Muscle_Cells	Mesenchyme
HN1	2.85e-19	-0.559175475	0.053	0.428	7.51e-15	Smooth_Muscle_Cells	Mesenchyme
DUSP2	1.46e-12	-0.567549392	0.032	0.219	3.85e-08	Smooth_Muscle_Cells	Mesenchyme
ATP1A1	5.56e-18	-0.56821571	0.154	0.451	1.47e-13	Smooth_Muscle_Cells	Mesenchyme
SLC7A7	1.23e-17	-0.5698511279999999	0.043	0.369	3.2500000000000003e-13	Smooth_Muscle_Cells	Mesenchyme
UCP2	5.62e-18	-0.573762071	0.032	0.392	1.4800000000000008e-13	Smooth_Muscle_Cells	Mesenchyme
ALOX5	3.7e-17	-0.574081572	0.037000000000000005	0.35100000000000003	9.77e-13	Smooth_Muscle_Cells	Mesenchyme
GRN	1.27e-11	-0.578558772	0.872	0.742	3.36e-07	Smooth_Muscle_Cells	Mesenchyme
MNDA	4.51e-17	-0.579025197	0.032	0.341	1.19e-12	Smooth_Muscle_Cells	Mesenchyme
NCF2	4.27e-16	-0.579704043	0.021	0.368	1.13e-11	Smooth_Muscle_Cells	Mesenchyme
TNFSF10	6.09e-14	-0.579991525	0.021	0.268	1.61e-09	Smooth_Muscle_Cells	Mesenchyme
TFRC	3.34e-17	-0.580031776	0.07400000000000001	0.361	8.82e-13	Smooth_Muscle_Cells	Mesenchyme
IFI30	2.57e-11	-0.581765489	0.011	0.343	6.77e-07	Smooth_Muscle_Cells	Mesenchyme
GLRX	2.16e-19	-0.589397495	0.16	0.481	5.68e-15	Smooth_Muscle_Cells	Mesenchyme
FABP3	6.479999999999999e-10	-0.591330436	0.037000000000000005	0.133	1.7100000000000002e-05	Smooth_Muscle_Cells	Mesenchyme
SFTA3	0.977840297	-0.595461024	0.0	0.199	1.0	Smooth_Muscle_Cells	Mesenchyme
HLA-DMB	1.7000000000000002e-17	-0.5963435020000001	0.032	0.385	4.500000000000001e-13	Smooth_Muscle_Cells	Mesenchyme
RETN	1.68e-14	-0.597206466	0.037000000000000005	0.245	4.44e-10	Smooth_Muscle_Cells	Mesenchyme
LAMP3	5e-10	-0.599704666	0.016	0.163	1.32e-05	Smooth_Muscle_Cells	Mesenchyme
AQP3	1.01e-18	-0.600311805	0.043	0.385	2.66e-14	Smooth_Muscle_Cells	Mesenchyme
TSPO	4.06e-20	-0.6018016429999999	0.878	0.831	1.0699999999999998e-15	Smooth_Muscle_Cells	Mesenchyme
PSMB9	8.550000000000001e-21	-0.602007185	0.059	0.455	2.2599999999999997e-16	Smooth_Muscle_Cells	Mesenchyme
SEPP1	2.09e-11	-0.602126552	0.191	0.297	5.5e-07	Smooth_Muscle_Cells	Mesenchyme
CLDN18	0.977821599	-0.602725528	0.0	0.156	1.0	Smooth_Muscle_Cells	Mesenchyme
HCLS1	1.44e-21	-0.605146428	0.106	0.462	3.8e-17	Smooth_Muscle_Cells	Mesenchyme
CD44	6.38e-24	-0.607893315	0.426	0.644	1.6800000000000002e-19	Smooth_Muscle_Cells	Mesenchyme
FCN1	0.97780755	-0.608226006	0.0	0.124	1.0	Smooth_Muscle_Cells	Mesenchyme
KLF4	3.83e-16	-0.609374918	0.122	0.418	1.01e-11	Smooth_Muscle_Cells	Mesenchyme
TNFAIP3	2.9900000000000003e-16	-0.610181829	0.08	0.332	7.88e-12	Smooth_Muscle_Cells	Mesenchyme
FCGR2A	7.3e-15	-0.611802074	0.027000000000000003	0.335	1.93e-10	Smooth_Muscle_Cells	Mesenchyme
S100A14	2.35e-11	-0.613573051	0.011	0.184	6.21e-07	Smooth_Muscle_Cells	Mesenchyme
LTA4H	3.95e-21	-0.613830412	0.34	0.602	1.04e-16	Smooth_Muscle_Cells	Mesenchyme
RPS12	1.04e-30	-0.616307379	0.995	0.994	2.7499999999999997e-26	Smooth_Muscle_Cells	Mesenchyme
FOLR1	1.72e-09	-0.62060038	0.005	0.24	4.55e-05	Smooth_Muscle_Cells	Mesenchyme
CD14	1.03e-16	-0.622427606	0.043	0.3	2.7300000000000003e-12	Smooth_Muscle_Cells	Mesenchyme
LST1	2.37e-17	-0.62247179	0.032	0.339	6.24e-13	Smooth_Muscle_Cells	Mesenchyme
ODF3B	4.5799999999999995e-15	-0.625347354	0.069	0.272	1.21e-10	Smooth_Muscle_Cells	Mesenchyme
TSTD1	1.6600000000000002e-15	-0.628346041	0.021	0.313	4.38e-11	Smooth_Muscle_Cells	Mesenchyme
CCL3	1.83e-08	-0.632619452	0.011	0.125	0.0004837	Smooth_Muscle_Cells	Mesenchyme
KRT8	5.97e-14	-0.6335551220000001	0.085	0.256	1.58e-09	Smooth_Muscle_Cells	Mesenchyme
SAA1	5.93e-09	-0.634668241	0.011	0.104	0.000156423	Smooth_Muscle_Cells	Mesenchyme
CLEC2B	4.5e-10	-0.635139375	0.011	0.422	1.19e-05	Smooth_Muscle_Cells	Mesenchyme
TACSTD2	5.54e-07	-0.638147117	0.005	0.207	0.014610107	Smooth_Muscle_Cells	Mesenchyme
HSPH1	1.37e-14	-0.639927638	0.133	0.358	3.61e-10	Smooth_Muscle_Cells	Mesenchyme
RPL39	1.2599999999999999e-36	-0.642396625	0.995	0.991	3.31e-32	Smooth_Muscle_Cells	Mesenchyme
ARPC1B	1.11e-30	-0.643319021	0.777	0.8320000000000001	2.9200000000000003e-26	Smooth_Muscle_Cells	Mesenchyme
MS4A4A	4.73e-19	-0.64579751	0.048	0.355	1.25e-14	Smooth_Muscle_Cells	Mesenchyme
CD53	1.4300000000000002e-21	-0.653010208	0.027000000000000003	0.454	3.76e-17	Smooth_Muscle_Cells	Mesenchyme
KRT7	3.55e-12	-0.654632721	0.027000000000000003	0.16699999999999998	9.37e-08	Smooth_Muscle_Cells	Mesenchyme
VCAN	3.6000000000000003e-13	-0.662090207	0.053	0.287	9.49e-09	Smooth_Muscle_Cells	Mesenchyme
GLUL	3.26e-18	-0.662736081	0.926	0.845	8.61e-14	Smooth_Muscle_Cells	Mesenchyme
CD55	3.19e-23	-0.664074326	0.399	0.628	8.409999999999998e-19	Smooth_Muscle_Cells	Mesenchyme
CD69	0.977639379	-0.676898125	0.0	0.174	1.0	Smooth_Muscle_Cells	Mesenchyme
NEAT1	2.11e-19	-0.678207674	0.947	0.933	5.5600000000000004e-15	Smooth_Muscle_Cells	Mesenchyme
PGD	5.7e-26	-0.685489316	0.122	0.534	1.5e-21	Smooth_Muscle_Cells	Mesenchyme
SNX10	2.37e-20	-0.693152267	0.032	0.399	6.26e-16	Smooth_Muscle_Cells	Mesenchyme
BCL2A1	3.11e-15	-0.695819275	0.016	0.353	8.21e-11	Smooth_Muscle_Cells	Mesenchyme
HSP90AA1	3.6999999999999995e-21	-0.697408829	0.989	0.946	9.75e-17	Smooth_Muscle_Cells	Mesenchyme
ANXA1	1.06e-26	-0.697493072	0.867	0.862	2.81e-22	Smooth_Muscle_Cells	Mesenchyme
RARRES3	2.3899999999999998e-15	-0.701808285	0.016	0.364	6.3e-11	Smooth_Muscle_Cells	Mesenchyme
PLIN2	3.289999999999999e-21	-0.7037973890000001	0.138	0.461	8.67e-17	Smooth_Muscle_Cells	Mesenchyme
LSP1	4e-21	-0.705683697	0.053	0.375	1.06e-16	Smooth_Muscle_Cells	Mesenchyme
TSPAN1	1.47e-09	-0.707510153	0.016	0.103	3.87e-05	Smooth_Muscle_Cells	Mesenchyme
TREM1	1.41e-16	-0.713701186	0.016	0.358	3.72e-12	Smooth_Muscle_Cells	Mesenchyme
STXBP2	2.11e-23	-0.716983837	0.043	0.483	5.56e-19	Smooth_Muscle_Cells	Mesenchyme
CYBB	2.76e-16	-0.722535113	0.016	0.337	7.28e-12	Smooth_Muscle_Cells	Mesenchyme
CYP4B1	1.96e-14	-0.7231409740000001	0.037000000000000005	0.204	5.170000000000001e-10	Smooth_Muscle_Cells	Mesenchyme
HMOX1	3.52e-16	-0.723745938	0.021	0.34	9.29e-12	Smooth_Muscle_Cells	Mesenchyme
RAC2	2.06e-14	-0.728716019	0.011	0.3670000000000001	5.43e-10	Smooth_Muscle_Cells	Mesenchyme
AGR3	0.977519982	-0.72883905	0.0	0.192	1.0	Smooth_Muscle_Cells	Mesenchyme
PYCARD	8.920000000000001e-27	-0.7292789159999999	0.085	0.501	2.35e-22	Smooth_Muscle_Cells	Mesenchyme
AGR2	0.977507194	-0.7345590320000001	0.0	0.2	1.0	Smooth_Muscle_Cells	Mesenchyme
COTL1	1.94e-22	-0.745623404	0.42	0.568	5.1200000000000005e-18	Smooth_Muscle_Cells	Mesenchyme
MS4A6A	2.31e-19	-0.7557331979999999	0.021	0.33	6.09e-15	Smooth_Muscle_Cells	Mesenchyme
CLDN5	1.05e-08	-0.76411207	0.053	0.114	0.000277484	Smooth_Muscle_Cells	Mesenchyme
CXCL17	1.67e-07	-0.7685937559999999	0.005	0.202	0.004402501	Smooth_Muscle_Cells	Mesenchyme
C5AR1	2.8600000000000005e-21	-0.772321094	0.032	0.387	7.54e-17	Smooth_Muscle_Cells	Mesenchyme
CD83	7.77e-17	-0.773391552	0.021	0.332	2.05e-12	Smooth_Muscle_Cells	Mesenchyme
CLDN4	1.56e-10	-0.7766867390000001	0.005	0.242	4.12e-06	Smooth_Muscle_Cells	Mesenchyme
B2M	3.9599999999999994e-48	-0.781380155	1.0	1.0	1.04e-43	Smooth_Muscle_Cells	Mesenchyme
HLA-DMA	1.2799999999999999e-30	-0.790547195	0.5479999999999999	0.682	3.37e-26	Smooth_Muscle_Cells	Mesenchyme
IL7R	6.990000000000001e-17	-0.7913564959999999	0.021	0.247	1.84e-12	Smooth_Muscle_Cells	Mesenchyme
PIGR	0.977381504	-0.792391625	0.0	0.21	1.0	Smooth_Muscle_Cells	Mesenchyme
HLA-E	1.81e-24	-0.792829233	0.888	0.87	4.79e-20	Smooth_Muscle_Cells	Mesenchyme
HCST	1.09e-18	-0.799349153	0.021	0.373	2.87e-14	Smooth_Muscle_Cells	Mesenchyme
CORO1A	1.56e-14	-0.805660928	0.016	0.284	4.11e-10	Smooth_Muscle_Cells	Mesenchyme
PLAUR	3.93e-23	-0.806145388	0.122	0.418	1.0399999999999999e-18	Smooth_Muscle_Cells	Mesenchyme
AIF1	2.64e-21	-0.8063274859999999	0.266	0.472	6.96e-17	Smooth_Muscle_Cells	Mesenchyme
FCGR3A	4.68e-22	-0.807529504	0.043	0.387	1.24e-17	Smooth_Muscle_Cells	Mesenchyme
IFITM1	4.78e-13	-0.8087824229999999	0.14400000000000002	0.314	1.26e-08	Smooth_Muscle_Cells	Mesenchyme
PECAM1	8.219999999999998e-22	-0.815683177	0.053	0.369	2.17e-17	Smooth_Muscle_Cells	Mesenchyme
SLC11A1	1.8e-25	-0.8248044659999999	0.053	0.417	4.74e-21	Smooth_Muscle_Cells	Mesenchyme
CXCL16	3.2599999999999995e-28	-0.829605555	0.064	0.478	8.589999999999999e-24	Smooth_Muscle_Cells	Mesenchyme
CTSB	1.82e-24	-0.8310625140000001	0.883	0.764	4.79e-20	Smooth_Muscle_Cells	Mesenchyme
IL32	3.39e-14	-0.832001716	0.021	0.177	8.939999999999998e-10	Smooth_Muscle_Cells	Mesenchyme
GPNMB	2.95e-22	-0.833217167	0.059	0.343	7.79e-18	Smooth_Muscle_Cells	Mesenchyme
SH3BGRL3	2.85e-30	-0.835173823	0.936	0.868	7.53e-26	Smooth_Muscle_Cells	Mesenchyme
SPI1	2.68e-27	-0.8368682140000001	0.202	0.476	7.070000000000002e-23	Smooth_Muscle_Cells	Mesenchyme
NPC2	1.4300000000000005e-41	-0.845364276	0.862	0.945	3.77e-37	Smooth_Muscle_Cells	Mesenchyme
RPL28	2.3599999999999997e-69	-0.848022815	0.989	0.997	6.229999999999998e-65	Smooth_Muscle_Cells	Mesenchyme
SFTPD	1.12e-07	-0.8484932159999999	0.005	0.16899999999999998	0.002948226	Smooth_Muscle_Cells	Mesenchyme
CFD	1.0700000000000002e-20	-0.853544827	0.027000000000000003	0.373	2.82e-16	Smooth_Muscle_Cells	Mesenchyme
ITGB2	1.53e-22	-0.857478007	0.027000000000000003	0.462	4.05e-18	Smooth_Muscle_Cells	Mesenchyme
IFI27	7.59e-12	-0.863105839	0.101	0.25	2e-07	Smooth_Muscle_Cells	Mesenchyme
CYBA	1.3799999999999996e-36	-0.8667891609999999	0.8240000000000001	0.8170000000000001	3.6299999999999995e-32	Smooth_Muscle_Cells	Mesenchyme
LCP1	1.37e-30	-0.8768829509999999	0.064	0.513	3.6000000000000007e-26	Smooth_Muscle_Cells	Mesenchyme
CXCR4	4.85e-16	-0.8772225159999999	0.011	0.377	1.28e-11	Smooth_Muscle_Cells	Mesenchyme
ELF3	4.71e-11	-0.8796601829999999	0.005	0.227	1.24e-06	Smooth_Muscle_Cells	Mesenchyme
MUC1	4.96e-08	-0.880712609	0.005	0.236	0.0013092960000000002	Smooth_Muscle_Cells	Mesenchyme
KRT19	5.93e-15	-0.895961882	0.016	0.254	1.5699999999999997e-10	Smooth_Muscle_Cells	Mesenchyme
MCEMP1	5.76e-23	-0.90408647	0.037000000000000005	0.345	1.52e-18	Smooth_Muscle_Cells	Mesenchyme
CTSC	3.99e-30	-0.904644522	0.601	0.682	1.0499999999999998e-25	Smooth_Muscle_Cells	Mesenchyme
WFDC2	1.07e-13	-0.929506628	0.277	0.281	2.82e-09	Smooth_Muscle_Cells	Mesenchyme
CAPG	1.5699999999999999e-29	-0.930066216	0.484	0.5770000000000001	4.15e-25	Smooth_Muscle_Cells	Mesenchyme
OLR1	8.86e-24	-0.930868993	0.037000000000000005	0.35100000000000003	2.34e-19	Smooth_Muscle_Cells	Mesenchyme
CSTB	7.109999999999996e-53	-0.949919906	0.888	0.945	1.8799999999999998e-48	Smooth_Muscle_Cells	Mesenchyme
CCL5	1.83e-11	-0.951701808	0.011	0.116	4.83e-07	Smooth_Muscle_Cells	Mesenchyme
CTSH	6.109999999999999e-35	-0.953084404	0.601	0.74	1.61e-30	Smooth_Muscle_Cells	Mesenchyme
CD37	3.87e-31	-0.956703197	0.048	0.517	1.02e-26	Smooth_Muscle_Cells	Mesenchyme
S100A6	1.5599999999999994e-62	-0.964430096	0.984	0.993	4.1099999999999995e-58	Smooth_Muscle_Cells	Mesenchyme
FBP1	2.3199999999999997e-26	-0.964724878	0.479	0.5720000000000001	6.11e-22	Smooth_Muscle_Cells	Mesenchyme
MS4A7	3.83e-30	-0.971463857	0.16	0.46	1.01e-25	Smooth_Muscle_Cells	Mesenchyme
C1orf162	6.5e-32	-0.980686999	0.069	0.467	1.71e-27	Smooth_Muscle_Cells	Mesenchyme
GCHFR	2.28e-30	-0.997397329	0.064	0.458	6.01e-26	Smooth_Muscle_Cells	Mesenchyme
VSIG4	1.4899999999999998e-28	-1.0099530209999998	0.085	0.411	3.94e-24	Smooth_Muscle_Cells	Mesenchyme
HLA-B	1.8399999999999997e-55	-1.018916581	0.899	0.972	4.85e-51	Smooth_Muscle_Cells	Mesenchyme
S100A11	2.1e-49	-1.031111661	0.947	0.971	5.5299999999999986e-45	Smooth_Muscle_Cells	Mesenchyme
CYB5A	4.0999999999999987e-32	-1.043333144	0.6970000000000001	0.7070000000000001	1.08e-27	Smooth_Muscle_Cells	Mesenchyme
LAPTM5	1.33e-42	-1.048172734	0.585	0.685	3.51e-38	Smooth_Muscle_Cells	Mesenchyme
PTPRC	3.77e-27	-1.056520556	0.027000000000000003	0.499	9.939999999999999e-23	Smooth_Muscle_Cells	Mesenchyme
LGALS3	4.5399999999999994e-51	-1.068744703	0.92	0.932	1.1999999999999999e-46	Smooth_Muscle_Cells	Mesenchyme
CTSS	3.88e-46	-1.077000268	0.638	0.745	1.0199999999999999e-41	Smooth_Muscle_Cells	Mesenchyme
HLA-DQA1	3.9699999999999995e-30	-1.085095273	0.601	0.608	1.0499999999999998e-25	Smooth_Muscle_Cells	Mesenchyme
CCL18	1.95e-13	-1.091151112	0.138	0.239	5.15e-09	Smooth_Muscle_Cells	Mesenchyme
GPX1	3.459999999999999e-52	-1.096130966	0.867	0.906	9.13e-48	Smooth_Muscle_Cells	Mesenchyme
FTH1	1.2399999999999998e-44	-1.097795111	1.0	0.999	3.2699999999999998e-40	Smooth_Muscle_Cells	Mesenchyme
CCL4	1.9e-15	-1.097837184	0.027000000000000003	0.162	5.0100000000000007e-11	Smooth_Muscle_Cells	Mesenchyme
CD52	3.79e-27	-1.10002968	0.5529999999999999	0.561	9.999999999999999e-23	Smooth_Muscle_Cells	Mesenchyme
MGST1	2.48e-31	-1.105150296	0.229	0.459	6.55e-27	Smooth_Muscle_Cells	Mesenchyme
NKG7	6.67e-11	-1.106279896	0.005	0.134	1.76e-06	Smooth_Muscle_Cells	Mesenchyme
HLA-DQB1	2.23e-39	-1.110775218	0.66	0.755	5.87e-35	Smooth_Muscle_Cells	Mesenchyme
CTSD	9.229999999999999e-36	-1.11176746	0.915	0.901	2.43e-31	Smooth_Muscle_Cells	Mesenchyme
MRC1	2.6e-29	-1.12954629	0.112	0.407	6.85e-25	Smooth_Muscle_Cells	Mesenchyme
TMSB10	6.689999999999999e-71	-1.130545167	0.989	0.989	1.77e-66	Smooth_Muscle_Cells	Mesenchyme
SERPINA1	2.3299999999999997e-47	-1.133403161	0.6970000000000001	0.773	6.1299999999999995e-43	Smooth_Muscle_Cells	Mesenchyme
ACP5	2.15e-30	-1.137424481	0.394	0.51	5.68e-26	Smooth_Muscle_Cells	Mesenchyme
MARCO	1.08e-28	-1.177517241	0.08	0.3670000000000001	2.84e-24	Smooth_Muscle_Cells	Mesenchyme
CD163	1.93e-34	-1.186388968	0.07400000000000001	0.436	5.0899999999999994e-30	Smooth_Muscle_Cells	Mesenchyme
SLC34A2	1.36e-21	-1.189816193	0.027000000000000003	0.24	3.59e-17	Smooth_Muscle_Cells	Mesenchyme
SRGN	6.16e-47	-1.195598035	0.75	0.732	1.6299999999999997e-42	Smooth_Muscle_Cells	Mesenchyme
CXCL3	1.6899999999999998e-26	-1.196560389	0.053	0.324	4.4499999999999995e-22	Smooth_Muscle_Cells	Mesenchyme
CD68	7.36e-36	-1.2154979259999998	0.622	0.615	1.9399999999999998e-31	Smooth_Muscle_Cells	Mesenchyme
CAPS	2.2899999999999997e-21	-1.216821265	0.005	0.102	6.05e-17	Smooth_Muscle_Cells	Mesenchyme
S100A4	1.87e-38	-1.2177498759999998	0.84	0.795	4.92e-34	Smooth_Muscle_Cells	Mesenchyme
SFTA2	2.88e-18	-1.22140688	0.011	0.202	7.6e-14	Smooth_Muscle_Cells	Mesenchyme
ALOX5AP	1.83e-30	-1.223510022	0.511	0.527	4.82e-26	Smooth_Muscle_Cells	Mesenchyme
FABP5	3.97e-44	-1.225468638	0.654	0.7240000000000001	1.05e-39	Smooth_Muscle_Cells	Mesenchyme
AREG	7.109999999999999e-27	-1.226104352	0.032	0.329	1.87e-22	Smooth_Muscle_Cells	Mesenchyme
SAT1	2.539999999999999e-80	-1.275586663	0.91	0.976	6.689999999999998e-76	Smooth_Muscle_Cells	Mesenchyme
S100A10	5.899999999999998e-70	-1.310137901	0.899	0.908	1.559999999999999e-65	Smooth_Muscle_Cells	Mesenchyme
FCER1G	1.7699999999999996e-43	-1.332281787	0.6970000000000001	0.65	4.66e-39	Smooth_Muscle_Cells	Mesenchyme
CXCL2	1.04e-30	-1.351315307	0.069	0.361	2.7499999999999997e-26	Smooth_Muscle_Cells	Mesenchyme
HLA-DPB1	9.919999999999994e-58	-1.369644436	0.8029999999999999	0.828	2.62e-53	Smooth_Muscle_Cells	Mesenchyme
S100A9	6.15e-29	-1.375908724	0.245	0.469	1.62e-24	Smooth_Muscle_Cells	Mesenchyme
RNASE1	2.4599999999999998e-30	-1.376862354	0.457	0.477	6.49e-26	Smooth_Muscle_Cells	Mesenchyme
HOPX	3.36e-27	-1.405962097	0.069	0.289	8.86e-23	Smooth_Muscle_Cells	Mesenchyme
HLA-DRB5	1.0299999999999999e-64	-1.447941936	0.7070000000000001	0.8320000000000001	2.72e-60	Smooth_Muscle_Cells	Mesenchyme
FABP4	6.33e-14	-1.4900473419999998	0.293	0.293	1.6699999999999998e-09	Smooth_Muscle_Cells	Mesenchyme
C1QA	1.1699999999999987e-258	-1.506154728	0.638	0.55	3.0799999999999967e-254	Smooth_Muscle_Cells	Mesenchyme
FTL	1.0799999999999999e-66	-1.513212625	1.0	0.999	2.8399999999999996e-62	Smooth_Muscle_Cells	Mesenchyme
TYROBP	1.1599999999999995e-49	-1.521832976	0.745	0.68	3.07e-45	Smooth_Muscle_Cells	Mesenchyme
HLA-DPA1	2.3799999999999996e-73	-1.5658592530000002	0.7659999999999999	0.879	6.289999999999997e-69	Smooth_Muscle_Cells	Mesenchyme
HBB	3.08e-10	-1.576106349	0.096	0.126	8.11e-06	Smooth_Muscle_Cells	Mesenchyme
S100A8	1.94e-23	-1.599172255	0.133	0.337	5.1200000000000005e-19	Smooth_Muscle_Cells	Mesenchyme
HLA-DRB1	1.2399999999999995e-78	-1.645284901	0.7979999999999999	0.928	3.259999999999998e-74	Smooth_Muscle_Cells	Mesenchyme
APOC1	3.29e-33	-1.6527083180000002	0.7340000000000001	0.614	8.690000000000002e-29	Smooth_Muscle_Cells	Mesenchyme
C1QC	1.88e-33	-1.6528972919999998	0.5529999999999999	0.519	4.9700000000000007e-29	Smooth_Muscle_Cells	Mesenchyme
LYZ	6.879999999999999e-47	-1.668403909	0.718	0.659	1.82e-42	Smooth_Muscle_Cells	Mesenchyme
C1QB	1.99e-34	-1.800144776	0.638	0.535	5.26e-30	Smooth_Muscle_Cells	Mesenchyme
HLA-DRA	1.1499999999999993e-80	-1.84343939	0.7979999999999999	0.921	3.029999999999998e-76	Smooth_Muscle_Cells	Mesenchyme
SCGB3A2	1.89e-19	-1.850822276	0.037000000000000005	0.154	4.98e-15	Smooth_Muscle_Cells	Mesenchyme
NAPSA	2.0199999999999996e-50	-1.891192513	0.032	0.197	5.3299999999999996e-46	Smooth_Muscle_Cells	Mesenchyme
PGC	8.41e-17	-1.899220307	0.016	0.153	2.22e-12	Smooth_Muscle_Cells	Mesenchyme
CD74	2.549999999999999e-137	-2.120636007	0.851	0.986	6.709999999999996e-133	Smooth_Muscle_Cells	Mesenchyme
SCGB3A1	6e-27	-2.4533352390000003	0.585	0.375	1.5799999999999996e-22	Smooth_Muscle_Cells	Mesenchyme
SLPI	2.65e-46	-2.456865476	0.66	0.482	6.979999999999999e-42	Smooth_Muscle_Cells	Mesenchyme
SFTPA2	1.2899999999999999e-110	-2.644847947	0.069	0.209	3.4e-106	Smooth_Muscle_Cells	Mesenchyme
SCGB1A1	4.070000000000001e-19	-2.806726391	0.293	0.23	1.07e-14	Smooth_Muscle_Cells	Mesenchyme
SFTPA1	1.0999999999999992e-192	-2.819147117	0.106	0.227	2.909999999999997e-188	Smooth_Muscle_Cells	Mesenchyme
SFTPB	1.07e-40	-2.896939122	0.527	0.359	2.83e-36	Smooth_Muscle_Cells	Mesenchyme
SFTPC	6.699999999999999e-73	-3.896302825	0.7659999999999999	0.581	1.7699999999999991e-68	Smooth_Muscle_Cells	Mesenchyme
