S.No.	cellType	Cell Category	old_symbol	gene	Updated Gene ID	logFC	logDOR	Prop.Exp.in	Prop.Exp.Out	nCells.in	nCells.out
17975	T	Immune_Lymphoid	CD3D	CD3D	915	0.903944044	2.869207316	0.515526022	0.056940881	16102	291548
18347	T Cytotoxic	Immune_Lymphoid	CD3D	CD3D	915	1.183835027	3.411361131	0.61813857	0.05070145	16396	291254
18728	T Regulatory	Immune_Lymphoid	CD3D	CD3D	915	1.2064409	3.04114482	0.640027322	0.078269418	1464	306186
17977	T	Immune_Lymphoid	CD3E	CD3E	916	0.641603153	2.837285025	0.403179729	0.038069203	16102	291548
18348	T Cytotoxic	Immune_Lymphoid	CD3E	CD3E	916	0.806534028	3.270078317	0.477250549	0.03353087	16396	291254
18747	T Regulatory	Immune_Lymphoid	CD3E	CD3E	916	0.658128193	2.629626556	0.448087432	0.055309518	1464	306186
17992	T	Immune_Lymphoid	CD3G	CD3G	917	0.457239597	2.378072121	0.295056515	0.03736263	16102	291548
18354	T Cytotoxic	Immune_Lymphoid	CD3G	CD3G	917	0.668447368	2.959175163	0.38820444	0.03185879	16396	291254
18761	T Regulatory	Immune_Lymphoid	CD3G	CD3G	917	0.494079528	2.33380443	0.349043716	0.049424206	1464	306186
7527	pDC	Immune_Myeloid	CD4	CD4	920	0.384648405	0.954546979	0.471004243	0.255307989	707	306943
6070	DC Mature	Immune_Myeloid	CD40	CD40	958	0.360255119	1.749713744	0.371173469	0.093112303	784	306866
9311	ILC A	Immune_Lymphoid	CD44	CD44	960	0.4049361	0.199381788	0.796221323	0.761515628	741	306909
11603	Macrophage	Immune_Myeloid	CD44	CD44	960	0.671983884	1.405443098	0.899132062	0.686140867	108994	198656
12488	Mast	Immune_Myeloid	CD44	CD44	960	0.581546187	0.380431218	0.823735955	0.761310274	1424	306226
13472	cMonocyte	Immune_Myeloid	CD44	CD44	960	0.302951816	0.287395604	0.807766865	0.759153792	15476	292174
19071	T Regulatory	Immune_Lymphoid	CD44	CD44	960	0.313408383	0.236593004	0.801912568	0.761406465	1464	306186
657	AT1	Epithelial	CD46	CD46	4179	0.324065038	0.528219867	0.479582146	0.352090855	1053	306597
1245	AT2	Epithelial	CD46	CD46	4179	0.429147622	1.162032231	0.631406211	0.348889818	3961	303689
4063	Ciliated	Epithelial	CD46	CD46	4179	0.485480978	1.302314867	0.657352941	0.342793412	9520	298130
4676	Club	Epithelial	CD46	CD46	4179	0.577198575	1.281081955	0.659741278	0.349958538	2551	305099
8948	Goblet	Epithelial	CD46	CD46	4179	0.32454898	1.242109214	0.652310102	0.351277691	1277	306373
10695	Ionocyte	Epithelial	CD46	CD46	4179	0.445515631	1.330198118	0.68	0.35250061	25	307625
15256	Aberrant Basaloid	Epithelial	CD46	CD46	4179	0.540993548	2.159635622	0.825363825	0.351786801	481	307169
16358	PNEC	Epithelial	CD46	CD46	4179	0.464099661	1.195991901	0.64516129	0.352468237	62	307588
19679	VE Venous	Vascular-Endothelial	CD46	CD46	4179	0.374414052	0.571075521	0.490410959	0.35219927	730	306920
20206	VE Capillary B	Vascular-Endothelial	CD46	CD46	4179	0.426374237	0.414552457	0.451327434	0.35212642	1243	306407
20754	VE Arterial	Vascular-Endothelial	CD46	CD46	4179	0.513389755	0.795014211	0.546163849	0.352041997	769	306881
550	AT1	Epithelial	CD47	CD47	961	0.722403359	1.050769354	0.706552707	0.456853785	1053	306597
15542	Aberrant Basaloid	Epithelial	CD47	CD47	961	0.509937651	1.636447503	0.812889813	0.457152252	481	307169
13540	ncMonocyte	Immune_Myeloid	CD48	CD48	962	0.399424945	1.700648705	0.381044149	0.101042584	5708	301942
1559	B	Immune_Lymphoid	CD52	CD52	1043	0.307568236	0.689042037	0.795440152	0.661226668	7895	299755
11924	Macrophage Alveolar	Immune_Myeloid	CD52	CD52	1043	1.394835036	1.968969754	0.910271198	0.586111921	74558	233092
241	AT1	Epithelial	CD55	CD55	1604	1.681922988	2.532593762	0.947768281	0.588381491	1053	306597
1302	AT2	Epithelial	CD55	CD55	1604	0.354556263	0.798635193	0.759909114	0.58739039	3961	303689
1731	B	Immune_Lymphoid	CD55	CD55	1604	0.360389787	0.280465394	0.653831539	0.587920135	7895	299755
4782	Club	Epithelial	CD55	CD55	1604	0.598476264	0.93519333	0.784398275	0.587982917	2551	305099
5581	cDC1	Immune_Myeloid	CD55	CD55	1604	0.586670251	1.387354274	0.851721094	0.588642718	1133	306517
6205	DC Mature	Immune_Myeloid	CD55	CD55	1604	0.549704771	1.261953954	0.835459184	0.588983465	784	306866
8862	Goblet	Epithelial	CD55	CD55	1604	0.779568776	1.61197041	0.877838684	0.588410206	1277	306373
13321	cMonocyte	Immune_Myeloid	CD55	CD55	1604	0.799163703	0.945792695	0.780175756	0.579517685	15476	292174
13658	ncMonocyte	Immune_Myeloid	CD55	CD55	1604	0.717430648	0.990428335	0.792046251	0.585784687	5708	301942
5225	cDC2	Immune_Myeloid	CD58	CD58	965	0.337949609	0.932029504	0.697980685	0.476400856	6834	300816
6984	DC Langerhans	Immune_Myeloid	CD58	CD58	965	0.577790302	1.325742175	0.778125	0.481013894	320	307330
573	AT1	Epithelial	CD59	CD59	966	0.533809726	0.951610419	0.599240266	0.36593313	1053	306597
1251	AT2	Epithelial	CD59	CD59	966	0.44647462	1.130155264	0.638475133	0.36318734	3961	303689
3823	Ciliated	Epithelial	CD59	CD59	966	1.082170599	1.957217276	0.794432773	0.353074162	9520	298130
8192	Fibroblast	Mesenchyme	CD59	CD59	966	0.600274335	1.353163244	0.688939222	0.363933233	2649	305001
8889	Goblet	Epithelial	CD59	CD59	966	0.448494113	1.490615002	0.718872357	0.36526391	1277	306373
10505	Ionocyte	Epithelial	CD59	CD59	966	0.527732377	1.645011816	0.76	0.366699716	25	307625
11148	Lymphatic	Vascular-Endothelial	CD59	CD59	966	1.512717316	2.310074945	0.852045671	0.363392986	2102	305548
14418	Myofibroblast	Mesenchyme	CD59	CD59	966	0.327955214	0.865584094	0.576627808	0.364304433	3517	304133
15470	Aberrant Basaloid	Epithelial	CD59	CD59	966	0.596627949	1.761524167	0.771309771	0.366098141	481	307169
16335	PNEC	Epithelial	CD59	CD59	966	0.450536539	1.275610763	0.677419355	0.366669051	62	307588
17235	Pericytes	Mesenchyme	CD59	CD59	966	1.065851832	1.682612425	0.756716418	0.365880513	670	306980
19353	VE Venous	Vascular-Endothelial	CD59	CD59	966	1.550624642	2.153924819	0.832876712	0.365622964	730	306920
20001	VE Capillary B	Vascular-Endothelial	CD59	CD59	966	1.341872591	1.675376731	0.754625905	0.365158107	1243	306407
20614	VE Arterial	Vascular-Endothelial	CD59	CD59	966	0.986497123	1.475893768	0.716514954	0.365855169	769	306881
21238	VE Capillary A	Vascular-Endothelial	CD59	CD59	966	0.729096068	0.806834226	0.564547206	0.3663974	519	307131
21661	VE Peribronchial	Vascular-Endothelial	CD59	CD59	966	1.340224494	2.312759399	0.852403846	0.363425729	2080	305570
17982	T	Immune_Lymphoid	CD6	CD6	923	0.714715991	2.733205867	0.415911067	0.044243143	16102	291548
18411	T Cytotoxic	Immune_Lymphoid	CD6	CD6	923	0.473825306	2.096592359	0.301292998	0.050320339	16396	291254
18806	T Regulatory	Immune_Lymphoid	CD6	CD6	923	0.33653449	1.670596866	0.262295082	0.062746174	1464	306186
8164	Fibroblast	Mesenchyme	CD63	CD63	967	0.744099503	1.519783871	0.922612307	0.722394353	2649	305001
11634	Macrophage	Immune_Myeloid	CD63	CD63	967	0.770960133	1.298377353	0.869157935	0.644541318	108994	198656
12215	Macrophage Alveolar	Immune_Myeloid	CD63	CD63	967	0.35231804	1.040734543	0.858177526	0.681237451	74558	233092
14374	Myofibroblast	Mesenchyme	CD63	CD63	967	0.601201986	1.082366198	0.884845038	0.722259669	3517	304133
17386	Pericytes	Mesenchyme	CD63	CD63	967	0.540403193	0.738024204	0.846268657	0.723851717	670	306980
1361	B	Immune_Lymphoid	CD69	CD69	969	1.213251292	2.222520198	0.679670678	0.186885957	7895	299755
6685	DC Langerhans	Immune_Myeloid	CD69	CD69	969	0.459070372	1.822059608	0.60625	0.19910845	320	307330
9006	ILC A	Immune_Lymphoid	CD69	CD69	969	1.7212992	2.775356094	0.798920378	0.198084774	741	306909
9360	ILC B	Immune_Lymphoid	CD69	CD69	969	1.660589887	2.603737601	0.770700637	0.198656158	471	307179
12295	Mast	Immune_Myeloid	CD69	CD69	969	1.879885976	2.751737448	0.793539326	0.196769706	1424	306226
16571	NK	Immune_Lymphoid	CD69	CD69	969	1.491851526	2.376685907	0.703122244	0.180262696	11338	296312
17981	T	Immune_Lymphoid	CD69	CD69	969	1.602547526	2.758375206	0.76170662	0.168483406	16102	291548
18371	T Cytotoxic	Immune_Lymphoid	CD69	CD69	969	1.478037732	2.614400909	0.735789217	0.169343597	16396	291254
18876	T Regulatory	Immune_Lymphoid	CD69	CD69	969	0.533364115	1.207861369	0.452868852	0.198320629	1464	306186
8997	ILC A	Immune_Lymphoid	CD7	CD7	924	1.380217014	3.272465731	0.684210526	0.075827037	741	306909
9362	ILC B	Immune_Lymphoid	CD7	CD7	924	0.978167743	2.552746492	0.515923567	0.076619821	471	307179
16528	NK	Immune_Lymphoid	CD7	CD7	924	1.294450218	3.467001501	0.652231434	0.055293069	11338	296312
18379	T Cytotoxic	Immune_Lymphoid	CD7	CD7	924	0.728518847	2.535004767	0.433703342	0.057228399	16396	291254
18757	T Regulatory	Immune_Lymphoid	CD7	CD7	924	0.800871064	2.419454247	0.478142077	0.075375752	1464	306186
1376	B	Immune_Lymphoid	CD74	CD74	972	0.870927697	2.042336632	0.980240659	0.865146536	7895	299755
4864	cDC2	Immune_Myeloid	CD74	CD74	972	1.632724456	3.616599737	0.995902839	0.865196665	6834	300816
5380	cDC1	Immune_Myeloid	CD74	CD74	972	1.814264736	3.005687186	0.9929391	0.867638663	1133	306517
5971	DC Mature	Immune_Myeloid	CD74	CD74	972	1.2601436	2.419244851	0.987244898	0.867795715	784	306866
6467	DC Langerhans	Immune_Myeloid	CD74	CD74	972	1.815573487	4.579974956	1	0.867962776	320	307330
7179	pDC	Immune_Myeloid	CD74	CD74	972	1.098496401	3.42303751	0.995756719	0.867806075	707	306943
11641	Macrophage	Immune_Myeloid	CD74	CD74	972	0.505818203	1.272281542	0.94436391	0.82625745	108994	198656
11862	Macrophage Alveolar	Immune_Myeloid	CD74	CD74	972	1.429159056	2.877134523	0.988572655	0.82956515	74558	233092
1316	B	Immune_Lymphoid	CD79A	CD79A	973	1.092750542	5.71284922	0.607473084	0.005084152	7895	299755
1783	B Plasma	Immune_Lymphoid	CD79A	CD79A	973	0.720029122	3.92342822	0.492077465	0.018795226	1136	306514
1328	B	Immune_Lymphoid	CD79B	CD79B	974	0.549446291	3.722698142	0.350854972	0.012893863	7895	299755
4925	cDC2	Immune_Myeloid	CD80	CD80	941	0.418390857	1.958562461	0.371085748	0.076840993	6834	300816
5445	cDC1	Immune_Myeloid	CD80	CD80	941	0.467776821	2.102703632	0.422771403	0.082122688	1133	306517
5954	DC Mature	Immune_Myeloid	CD80	CD80	941	0.716625949	2.596822485	0.545918367	0.082195486	784	306866
6522	DC Langerhans	Immune_Myeloid	CD80	CD80	941	0.800185156	2.808529588	0.6	0.082839293	320	307330
12019	Macrophage Alveolar	Immune_Myeloid	CD81	CD81	975	0.59168957	1.547235468	0.725462056	0.359960874	74558	233092
2186	Basal	Epithelial	CD81-AS1	CD81-AS1	101927682	0.369072548	2.476550294	0.243034973	0.026290761	1687	305963
12453	Mast	Immune_Myeloid	CD82	CD82	3732	0.310109522	0.529937376	0.287921348	0.192364463	1424	306226
1459	B	Immune_Lymphoid	CD83	CD83	9308	0.901357851	1.170672413	0.750094997	0.48207703	7895	299755
5003	cDC2	Immune_Myeloid	CD83	CD83	9308	0.706467136	1.474151807	0.802458297	0.481832748	6834	300816
5447	cDC1	Immune_Myeloid	CD83	CD83	9308	1.136197522	2.089925862	0.885260371	0.48749009	1133	306517
5944	DC Mature	Immune_Myeloid	CD83	CD83	9308	1.61686293	2.791335926	0.94005102	0.487802494	784	306866
6611	DC Langerhans	Immune_Myeloid	CD83	CD83	9308	0.93134994	2.130570212	0.890625	0.488536752	320	307330
11746	Macrophage	Immune_Myeloid	CD83	CD83	9308	0.361937048	0.929297504	0.636025836	0.408263531	108994	198656
4916	cDC2	Immune_Myeloid	CD86	CD86	942	0.919522811	2.041759254	0.815335089	0.364239269	6834	300816
5663	cDC1	Immune_Myeloid	CD86	CD86	942	0.427926058	1.138935977	0.650485437	0.373238678	1133	306517
6165	DC Mature	Immune_Myeloid	CD86	CD86	942	0.742813111	1.413965368	0.710459184	0.373400768	784	306866
6528	DC Langerhans	Immune_Myeloid	CD86	CD86	942	1.321529534	2.770226558	0.90625	0.373705789	320	307330
11724	Macrophage	Immune_Myeloid	CD86	CD86	942	0.351953837	0.999924187	0.52679964	0.290567614	108994	198656
13599	ncMonocyte	Immune_Myeloid	CD86	CD86	942	0.761957636	1.243271418	0.669411352	0.368680078	5708	301942
18342	T Cytotoxic	Immune_Lymphoid	CD8A	CD8A	925	0.78067749	4.233054458	0.426384484	0.010667665	16396	291254
18343	T Cytotoxic	Immune_Lymphoid	CD8B	CD8B	926	0.57522588	4.068063184	0.323371554	0.00810976	16396	291254
381	AT1	Epithelial	CD9	CD9	928	1.151074295	1.799260262	0.857549858	0.498263192	1053	306597
1246	AT2	Epithelial	CD9	CD9	928	0.507914054	1.160467497	0.758646806	0.4961128	3961	303689
2378	Basal	Epithelial	CD9	CD9	928	1.150070579	1.69264824	0.843509188	0.497596115	1687	305963
4693	Club	Epithelial	CD9	CD9	928	0.684615257	1.227106995	0.771462172	0.497218935	2551	305099
8789	Goblet	Epithelial	CD9	CD9	928	0.879208407	1.913612579	0.870790916	0.497945315	1277	306373
9768	Ionocyte	Epithelial	CD9	CD9	928	2.15168172	3.934016606	1	0.499452255	25	307625
11299	Lymphatic	Vascular-Endothelial	CD9	CD9	928	1.074401545	1.442290217	0.807326356	0.497375208	2102	305548
12061	Macrophage Alveolar	Immune_Myeloid	CD9	CD9	928	0.521182302	1.401105366	0.746546313	0.420469171	74558	233092
15236	Aberrant Basaloid	Epithelial	CD9	CD9	928	1.181956246	2.19486621	0.9002079	0.498865445	481	307169
13239	cMonocyte	Immune_Myeloid	CD93	CD93	22918	0.420200396	1.853707024	0.33490566	0.073117389	15476	292174
19316	VE Venous	Vascular-Endothelial	CD93	CD93	22918	0.712121842	2.405459393	0.508219178	0.08528281	730	306920
19862	VE Capillary B	Vascular-Endothelial	CD93	CD93	22918	1.049601128	2.678201629	0.572807723	0.084312695	1243	306407
20460	VE Arterial	Vascular-Endothelial	CD93	CD93	22918	0.778376993	2.407090835	0.508452536	0.085228476	769	306881
21542	VE Peribronchial	Vascular-Endothelial	CD93	CD93	22918	0.844853269	2.968384794	0.636538462	0.082540825	2080	305570
9012	ILC A	Immune_Lymphoid	CD96	CD96	10225	0.916531335	2.499999372	0.55465587	0.092724554	741	306909
9388	ILC B	Immune_Lymphoid	CD96	CD96	10225	0.548005575	1.78452484	0.380042463	0.093398312	471	307179
16607	NK	Immune_Lymphoid	CD96	CD96	10225	0.550563066	1.868623778	0.370435703	0.083253463	11338	296312
17974	T	Immune_Lymphoid	CD96	CD96	10225	1.050463267	2.880457584	0.564650354	0.067834456	16102	291548
18373	T Cytotoxic	Immune_Lymphoid	CD96	CD96	10225	0.860523924	2.581594723	0.502012686	0.070859113	16396	291254
18803	T Regulatory	Immune_Lymphoid	CD96	CD96	10225	0.44047718	1.689578801	0.355874317	0.092584246	1464	306186
7463	pDC	Immune_Myeloid	CD99	CD99	4267	0.787510644	1.204682322	0.810466761	0.5610716	707	306943
8302	Fibroblast	Mesenchyme	CD99	CD99	4267	0.401547742	0.892157201	0.756511891	0.559952262	2649	305001
11406	Lymphatic	Vascular-Endothelial	CD99	CD99	4267	0.711730296	0.910961189	0.760228354	0.560278581	2102	305548
18305	T	Immune_Lymphoid	CD99	CD99	4267	0.331473974	-0.034978498	0.553471618	0.562096121	16102	291548
19711	VE Venous	Vascular-Endothelial	CD99	CD99	4267	0.315452901	0.284863448	0.630136986	0.561481819	730	306920
20177	VE Capillary B	Vascular-Endothelial	CD99	CD99	4267	0.690812254	0.562480568	0.691874497	0.561116424	1243	306407
20736	VE Arterial	Vascular-Endothelial	CD99	CD99	4267	0.702165355	0.86662115	0.752925878	0.561165403	769	306881
21325	VE Capillary A	Vascular-Endothelial	CD99	CD99	4267	0.507518396	0.35913308	0.647398844	0.561499816	519	307131
21905	VE Peribronchial	Vascular-Endothelial	CD99	CD99	4267	0.628724255	1.233970408	0.813942308	0.559927349	2080	305570
3679	Ciliated	Epithelial	CDC14A	CDC14A	8556	0.773400591	2.332310885	0.675840336	0.168305773	9520	298130
9418	ILC B	Immune_Lymphoid	CDC14A	CDC14A	8556	0.64266814	1.266525265	0.44373673	0.183612812	471	307179
10208	Ionocyte	Epithelial	CDC14A	CDC14A	8556	0.804436817	2.211801339	0.68	0.183970744	25	307625
18034	T	Immune_Lymphoid	CDC14A	CDC14A	8556	0.930304914	1.738194861	0.529064712	0.16495397	16102	291548
18455	T Cytotoxic	Immune_Lymphoid	CDC14A	CDC14A	8556	0.670455306	1.283959557	0.42583557	0.17039766	16396	291254
18812	T Regulatory	Immune_Lymphoid	CDC14A	CDC14A	8556	0.777129616	1.595894903	0.523907104	0.18238587	1464	306186
2216	Basal	Epithelial	CDC14B	CDC14B	8555	0.467614521	2.349613525	0.438648488	0.069387475	1687	305963
3386	Ciliated	Epithelial	CDC14B	CDC14B	8555	0.682619563	3.11751336	0.570273109	0.055482508	9520	298130
4502	Club	Epithelial	CDC14B	CDC14B	8555	0.318813211	1.953839252	0.34378675	0.069134937	2551	305099
8675	Goblet	Epithelial	CDC14B	CDC14B	8555	0.371428266	2.463458686	0.468285043	0.069758105	1277	306373
15088	Aberrant Basaloid	Epithelial	CDC14B	CDC14B	8555	0.305590248	2.521061208	0.486486486	0.070762349	481	307169
21958	VE Peribronchial	Vascular-Endothelial	CDC27	CDC27	996	0.37127178	1.057389076	0.553365385	0.300857414	2080	305570
21992	VE Peribronchial	Vascular-Endothelial	CDC37	CDC37	11140	0.343222274	0.906600074	0.630769231	0.408214157	2080	305570
6824	DC Langerhans	Immune_Myeloid	CDC42	CDC42	998	0.340187038	1.55325153	0.94375	0.775749195	320	307330
12053	Macrophage Alveolar	Immune_Myeloid	CDC42	CDC42	998	0.519249171	1.425723044	0.918492985	0.730321075	74558	233092
519	AT1	Epithelial	CDC42BPA	CDC42BPA	8476	0.352125128	1.134326279	0.376068376	0.162451035	1053	306597
2406	Basal	Epithelial	CDC42BPA	CDC42BPA	8476	0.439107742	1.60410095	0.489033788	0.161385527	1687	305963
3792	Ciliated	Epithelial	CDC42BPA	CDC42BPA	8476	0.531318259	2.027474264	0.57289916	0.15009895	9520	298130
4530	Club	Epithelial	CDC42BPA	CDC42BPA	8476	0.537881342	1.873597294	0.553508428	0.159918584	2551	305099
8130	Fibroblast	Mesenchyme	CDC42BPA	CDC42BPA	8476	0.462693703	1.686221185	0.507361268	0.160192917	2649	305001
8735	Goblet	Epithelial	CDC42BPA	CDC42BPA	8476	0.501920646	2.168981403	0.62725137	0.161247891	1277	306373
10217	Ionocyte	Epithelial	CDC42BPA	CDC42BPA	8476	0.540330944	2.187083447	0.64	0.163143438	25	307625
11198	Lymphatic	Vascular-Endothelial	CDC42BPA	CDC42BPA	8476	0.781347754	1.972255275	0.57849667	0.160325055	2102	305548
13068	Mesothelial	Epithelial	CDC42BPA	CDC42BPA	8476	0.300642857	1.307741362	0.417989418	0.16271171	567	307083
14258	Myofibroblast	Mesenchyme	CDC42BPA	CDC42BPA	8476	0.486847686	1.752448375	0.521751493	0.159035685	3517	304133
15002	Aberrant Basaloid	Epithelial	CDC42BPA	CDC42BPA	8476	0.614537488	2.796329302	0.760914761	0.16224619	481	307169
15925	PNEC	Epithelial	CDC42BPA	CDC42BPA	8476	1.265389218	2.934940062	0.790322581	0.163055776	62	307588
17254	Pericytes	Mesenchyme	CDC42BPA	CDC42BPA	8476	0.539437022	1.550286674	0.47761194	0.162495928	670	306980
19352	VE Venous	Vascular-Endothelial	CDC42BPA	CDC42BPA	8476	0.905332638	2.157289996	0.626027397	0.162081324	730	306920
19984	VE Capillary B	Vascular-Endothelial	CDC42BPA	CDC42BPA	8476	0.83150776	1.759897503	0.528559936	0.161699961	1243	306407
20482	VE Arterial	Vascular-Endothelial	CDC42BPA	CDC42BPA	8476	1.025024732	2.279976536	0.654096229	0.161952027	769	306881
21082	VE Capillary A	Vascular-Endothelial	CDC42BPA	CDC42BPA	8476	0.883348044	1.797415514	0.539499037	0.162546275	519	307131
21689	VE Peribronchial	Vascular-Endothelial	CDC42BPA	CDC42BPA	8476	0.718424635	2.172652977	0.625961538	0.160032071	2080	305570
10324	Ionocyte	Epithelial	CDC42BPB	CDC42BPB	9578	0.563274878	1.982599593	0.8	0.339185697	25	307625
11943	Macrophage Alveolar	Immune_Myeloid	CDC42BPB	CDC42BPB	9578	0.62335495	1.863132447	0.664569865	0.235156076	74558	233092
892	AT2	Epithelial	CDC42EP1	CDC42EP1	11135	0.326411805	2.865243519	0.360767483	0.031153581	3961	303689
14794	Aberrant Basaloid	Epithelial	CDC42EP1	CDC42EP1	11135	0.378417946	3.389545313	0.515592516	0.034645423	481	307169
12388	Mast	Immune_Myeloid	CDC42EP3	CDC42EP3	10602	0.582778952	1.080661378	0.382724719	0.173887913	1424	306226
19583	VE Venous	Vascular-Endothelial	CDC42EP3	CDC42EP3	10602	0.337243646	1.01687967	0.368493151	0.174393979	730	306920
20702	VE Arterial	Vascular-Endothelial	CDC42EP3	CDC42EP3	10602	0.366182455	1.009321886	0.366710013	0.17437378	769	306881
21749	VE Peribronchial	Vascular-Endothelial	CDC42EP3	CDC42EP3	10602	0.576730243	1.846912978	0.56875	0.172173315	2080	305570
2426	Basal	Epithelial	CDC42EP4	CDC42EP4	23580	0.429144508	1.542882762	0.41138115	0.130002647	1687	305963
8827	Goblet	Epithelial	CDC42EP4	CDC42EP4	23580	0.347094018	1.728294959	0.457321848	0.130187712	1277	306373
17280	Pericytes	Mesenchyme	CDC42EP4	CDC42EP4	23580	0.410514571	1.361170613	0.370149254	0.131024822	670	306980
20104	VE Capillary B	Vascular-Endothelial	CDC42EP4	CDC42EP4	23580	0.328451469	0.948887776	0.27996782	0.130943484	1243	306407
1435	B	Immune_Lymphoid	CDC42SE2	CDC42SE2	56990	0.973807092	1.349435965	0.798606713	0.506984037	7895	299755
5618	cDC1	Immune_Myeloid	CDC42SE2	CDC42SE2	56990	0.463988934	1.274532929	0.79082083	0.513446236	1133	306517
6162	DC Mature	Immune_Myeloid	CDC42SE2	CDC42SE2	56990	0.548064994	1.417270498	0.81377551	0.51370305	784	306866
6908	DC Langerhans	Immune_Myeloid	CDC42SE2	CDC42SE2	56990	0.342996115	1.423826358	0.815625	0.514154167	320	307330
7519	pDC	Immune_Myeloid	CDC42SE2	CDC42SE2	56990	0.498348212	0.972442276	0.736916549	0.51395536	707	306943
9134	ILC A	Immune_Lymphoid	CDC42SE2	CDC42SE2	56990	0.797354656	0.937726002	0.730094467	0.513947131	741	306909
9533	ILC B	Immune_Lymphoid	CDC42SE2	CDC42SE2	56990	0.518005101	0.458147657	0.626326964	0.514296225	471	307179
